region,date,median,lower_90,upper_90,lower_50,upper_50,confidence
Alabama,2020-01-26,1,1,1,1,1,1
Alabama,2020-01-27,0.5,0,1,0,1,1
Alabama,2020-01-28,1,0,1,1,1,1
Alabama,2020-01-29,0,0,1,0,0,1
Alabama,2020-01-30,0,0,1,0,0,1
Alabama,2020-01-31,0,0,1,0,0,1
Alabama,2020-02-01,0,0,1,0,0,1
Alabama,2020-02-02,0,0,1,0,0,1
Alabama,2020-02-03,0,0,1,0,0,1
Alabama,2020-02-04,0,0,1,0,0,1
Alabama,2020-02-05,0,0,1,0,0,1
Alabama,2020-02-06,0,0,1,0,0,1
Alabama,2020-02-07,0,0,1,0,0,1
Alabama,2020-02-08,0,0,1,0,0,1
Alabama,2020-02-09,0,0,1,0,0,1
Alabama,2020-02-10,0,0,1,0,0,1
Alabama,2020-02-11,0,0,1,0,0,1
Alabama,2020-02-12,0,0,1,0,0,1
Alabama,2020-02-13,0,0,1,0,0,1
Alabama,2020-02-14,0,0,1,0,0,1
Alabama,2020-02-15,0,0,1,0,0,1
Alabama,2020-02-16,0,0,1,0,0,1
Alabama,2020-02-17,0,0,1,0,0,1
Alabama,2020-02-18,0,0,1,0,0,1
Alabama,2020-02-19,0,0,1,0,0,1
Alabama,2020-02-20,0,0,1,0,0,1
Alabama,2020-02-21,0,0,1,0,0,1
Alabama,2020-02-22,0,0,1,0,0,1
Alabama,2020-02-23,0,0,1,0,0,1
Alabama,2020-02-24,0,0,1,0,0,1
Alabama,2020-02-25,0,0,1,0,0,1
Alabama,2020-02-26,0,0,1,0,0,1
Alabama,2020-02-27,0,0,1,0,0,1
Alabama,2020-02-28,0,0,2,0,0,1
Alabama,2020-02-29,1,0,2,0,1,1
Alabama,2020-03-01,1,0,2,0,1,1
Alabama,2020-03-02,1,0,2,0,1,1
Alabama,2020-03-03,1,0,3,0,1,1
Alabama,2020-03-04,1,0,3,0,1,1
Alabama,2020-03-05,1,0,3,0,1,1
Alabama,2020-03-06,1,0,3,0,1,1
Alabama,2020-03-07,1,0,3,0,1,1
Alabama,2020-03-08,2,0,4,1,2,1
Alabama,2020-03-09,2,0,4,1,2,1
Alabama,2020-03-10,2,0,4,0,2,1
Alabama,2020-03-11,2,0,5,0,2,1
Alabama,2020-03-12,3,0,5,1,3,1
Alabama,2020-03-13,3,0,5,1,3,1
Alabama,2020-03-14,3,0,6,1,3,1
Alabama,2020-03-15,4,0,6,2,4,1
Alabama,2020-03-16,4,1,7,2,4,1
Alabama,2020-03-17,4,0,7,3,5,1
Alabama,2020-03-18,5,2,8,4,6,1
Alabama,2020-03-19,5,1,8,2,5,1
Alabama,2020-03-20,5,2,9,3,6,1
Alabama,2020-03-21,6,1,9,3,6,1
Alabama,2020-03-22,6,2,9,3,6,1
Alabama,2020-03-23,6,3,11,4,7,1
Alabama,2020-03-24,7,3,11,4,7,1
Alabama,2020-03-25,7,3,11,4,7,1
Alabama,2020-03-26,7,2,11,5,8,1
Alabama,2020-03-27,8,3,12,4,8,1
Alabama,2020-03-28,8,3,11,5,8,1
Alabama,2020-03-29,8,4,12,5,8,1
Alabama,2020-03-30,8,4,12,6,9,1
Alabama,2020-03-31,8,4,13,6,9,1
Alabama,2020-04-01,9,4,13,7,10,1
