Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,938 (439 -- 1979),Likely decreasing,0.89 (0.72 -- 1.1),-0.031 (-0.081 -- 0.022),-22 (32 -- -8.5)
Alaska,663 (148 -- 3471),Stable,1 (0.62 -- 1.6),0.0079 (-0.11 -- 0.15),88 (4.8 -- -6.2)
Arizona,4509 (1829 -- 11545),Likely increasing,1.2 (0.81 -- 1.6),0.043 (-0.054 -- 0.16),16 (4.2 -- -13)
Arkansas,450 (252 -- 1212),Likely decreasing,0.91 (0.81 -- 1.2),-0.027 (-0.055 -- 0.064),-26 (11 -- -13)
California,12620 (7736 -- 22981),Likely increasing,1.1 (0.94 -- 1.3),0.022 (-0.016 -- 0.085),32 (8.1 -- -42)
Colorado,6752 (4255 -- 10836),Likely increasing,1.1 (0.92 -- 1.2),0.02 (-0.023 -- 0.059),35 (12 -- -30)
Connecticut,5047 (2167 -- 10337),Stable,1 (0.75 -- 1.2),0.0036 (-0.073 -- 0.058),190 (12 -- -9.6)
Delaware,1411 (878 -- 2380),Likely increasing,1 (0.92 -- 1.2),0.013 (-0.024 -- 0.049),54 (14 -- -29)
District of Columbia,464 (257 -- 879),Stable,0.99 (0.83 -- 1.2),-0.0031 (-0.049 -- 0.045),-220 (16 -- -14)
Florida,27053 (18819 -- 40451),Likely increasing,1.1 (0.97 -- 1.2),0.019 (-0.0073 -- 0.045),37 (15 -- -95)
Georgia,5030 (2974 -- 10769),Stable,1 (0.84 -- 1.4),0.0043 (-0.044 -- 0.11),160 (6.2 -- -16)
Guam,9 (3 -- 35),Stable,0.98 (0.73 -- 1.3),-0.0048 (-0.078 -- 0.082),-140 (8.4 -- -8.8)
Hawaii,628 (228 -- 1845),Likely increasing,1.1 (0.79 -- 1.4),0.018 (-0.059 -- 0.096),38 (7.2 -- -12)
Idaho,761 (215 -- 2590),Likely decreasing,0.95 (0.59 -- 1.4),-0.015 (-0.12 -- 0.093),-46 (7.5 -- -5.8)
Illinois,14967 (10031 -- 22530),Likely increasing,1.1 (0.95 -- 1.2),0.024 (-0.013 -- 0.055),29 (13 -- -53)
Indiana,4548 (3202 -- 6632),Likely increasing,1.1 (0.96 -- 1.2),0.02 (-0.0097 -- 0.048),35 (15 -- -71)
Iowa,2363 (1492 -- 4036),Likely increasing,1 (0.92 -- 1.2),0.013 (-0.021 -- 0.051),54 (14 -- -32)
Kansas,459 (145 -- 1345),Likely decreasing,0.9 (0.65 -- 1.2),-0.027 (-0.1 -- 0.05),-26 (14 -- -6.8)
Kentucky,1873 (1052 -- 4040),Likely decreasing,0.95 (0.84 -- 1.1),-0.014 (-0.046 -- 0.038),-50 (18 -- -15)
Louisiana,1615 (658 -- 7120),Stable,0.97 (0.79 -- 1.4),-0.0076 (-0.059 -- 0.11),-91 (6.2 -- -12)
Maine,1691 (895 -- 3685),Likely increasing,1.1 (0.9 -- 1.4),0.032 (-0.028 -- 0.11),22 (6.4 -- -25)
Maryland,5174 (3508 -- 7749),Stable,1 (0.9 -- 1.1),0.0047 (-0.029 -- 0.036),150 (19 -- -24)
Massachusetts,9560 (4625 -- 18740),Stable,1 (0.81 -- 1.2),0.0038 (-0.055 -- 0.056),180 (12 -- -13)
Michigan,32993 (19833 -- 53488),Stable,1 (0.84 -- 1.2),0.0048 (-0.046 -- 0.053),140 (13 -- -15)
Minnesota,11413 (6338 -- 22609),Likely increasing,1.1 (0.96 -- 1.3),0.033 (-0.011 -- 0.084),21 (8.3 -- -62)
Mississippi,556 (349 -- 998),Likely decreasing,0.92 (0.82 -- 1.1),-0.023 (-0.051 -- 0.019),-30 (37 -- -14)
Missouri,2665 (1508 -- 4830),Stable,1 (0.86 -- 1.2),0.0039 (-0.038 -- 0.047),180 (15 -- -18)
Montana,586 (326 -- 1672),Stable,1 (0.89 -- 1.5),-0.00061 (-0.032 -- 0.12),-1100 (5.7 -- -22)
Nebraska,1921 (775 -- 5189),Likely increasing,1.1 (0.8 -- 1.3),0.014 (-0.056 -- 0.08),49 (8.7 -- -12)
Nevada,3152 (1538 -- 6761),Increasing,1.4 (1.1 -- 1.9),0.097 (0.014 -- 0.22),7.2 (3.2 -- 48)
New Hampshire,1796 (1017 -- 3030),Likely increasing,1 (0.81 -- 1.3),0.0084 (-0.053 -- 0.081),82 (8.6 -- -13)
New Jersey,12354 (7581 -- 20054),Likely decreasing,0.91 (0.77 -- 1),-0.025 (-0.067 -- 0.0078),-27 (89 -- -10)
New Mexico,516 (272 -- 1031),Likely decreasing,0.93 (0.78 -- 1.1),-0.018 (-0.062 -- 0.02),-38 (35 -- -11)
New York,28990 (17265 -- 46938),Stable,0.99 (0.84 -- 1.1),-0.0018 (-0.046 -- 0.029),-380 (24 -- -15)
North Carolina,4309 (1714 -- 16623),Likely decreasing,0.94 (0.75 -- 1.3),-0.017 (-0.071 -- 0.075),-41 (9.2 -- -9.7)
North Dakota,824 (401 -- 1560),Likely increasing,1.1 (0.85 -- 1.3),0.022 (-0.043 -- 0.074),31 (9.3 -- -16)
Northern Mariana Islands,0 (0 -- 2),Likely decreasing,0.67 (0.16 -- 1.3),-0.096 (-0.28 -- 0.089),-7.2 (7.8 -- -2.5)
Ohio,8987 (4916 -- 16519),Likely increasing,1 (0.89 -- 1.2),0.013 (-0.031 -- 0.06),52 (11 -- -22)
Oklahoma,1268 (516 -- 4910),Likely decreasing,0.95 (0.78 -- 1.4),-0.013 (-0.062 -- 0.095),-54 (7.3 -- -11)
Oregon,2811 (1543 -- 5673),Likely increasing,1.1 (0.97 -- 1.4),0.036 (-0.0084 -- 0.096),19 (7.3 -- -82)
Pennsylvania,19913 (11220 -- 33462),Likely increasing,1 (0.86 -- 1.2),0.012 (-0.04 -- 0.051),59 (14 -- -17)
Puerto Rico,6602 (2875 -- 19027),Increasing,1.3 (1 -- 1.7),0.083 (0.006 -- 0.19),8.3 (3.7 -- 120)
Rhode Island,1496 (883 -- 2759),Likely increasing,1 (0.88 -- 1.3),0.012 (-0.034 -- 0.071),58 (9.8 -- -20)
South Carolina,3801 (2066 -- 7385),Stable,0.98 (0.82 -- 1.2),-0.0052 (-0.052 -- 0.042),-130 (16 -- -13)
South Dakota,853 (504 -- 1570),Likely increasing,1 (0.89 -- 1.2),0.0074 (-0.031 -- 0.045),94 (15 -- -22)
Tennessee,3094 (1216 -- 10612),Likely decreasing,0.95 (0.75 -- 1.3),-0.015 (-0.071 -- 0.068),-45 (10 -- -9.8)
Texas,12443 (7019 -- 25700),Likely decreasing,0.97 (0.83 -- 1.2),-0.007 (-0.047 -- 0.058),-98 (12 -- -15)
US,290576 (200783 -- 438904),Likely increasing,1 (0.91 -- 1.1),0.0076 (-0.024 -- 0.034),91 (21 -- -28)
Utah,1333 (996 -- 1845),Likely decreasing,0.99 (0.93 -- 1.1),-0.0026 (-0.019 -- 0.018),-270 (38 -- -36)
Vermont,634 (331 -- 1023),Stable,1 (0.79 -- 1.1),0.0024 (-0.058 -- 0.028),280 (24 -- -12)
Virgin Islands,25 (7 -- 107),Stable,0.97 (0.68 -- 1.3),-0.007 (-0.092 -- 0.088),-99 (7.8 -- -7.5)
Virginia,5227 (3420 -- 8172),Stable,1 (0.88 -- 1.2),0.003 (-0.032 -- 0.041),230 (17 -- -21)
Washington,5521 (2852 -- 11145),Likely increasing,1.1 (0.89 -- 1.3),0.021 (-0.031 -- 0.075),33 (9.2 -- -22)
West Virginia,1152 (704 -- 1936),Likely decreasing,0.94 (0.78 -- 1.1),-0.017 (-0.062 -- 0.037),-41 (19 -- -11)
Wisconsin,4432 (2542 -- 8578),Likely increasing,1.1 (0.94 -- 1.3),0.029 (-0.017 -- 0.082),24 (8.4 -- -42)
Wyoming,183 (73 -- 654),Likely decreasing,0.97 (0.78 -- 1.3),-0.0092 (-0.064 -- 0.086),-75 (8 -- -11)
