region,date,type,median,lower_90,upper_90,lower_50,upper_50
Alabama,2020-05-10,estimate,11,8,15,10,12
Alabama,2020-05-11,estimate,11,7,14,9,12
Alabama,2020-05-12,estimate,11,7,14,9,12
Alabama,2020-05-13,estimate,11,7,15,9,12
Alabama,2020-05-14,estimate,11,7,14,9,12
Alabama,2020-05-15,estimate,10,7,14,9,12
Alabama,2020-05-16,estimate,10,7,14,9,12
Alabama,2020-05-17,estimate,10,7,14,9,12
Alabama,2020-05-18,estimate,10,7,14,9,11
Alabama,2020-05-19,estimate,10,7,14,9,11
Alabama,2020-05-20,estimate,10,7,14,8,11
Alabama,2020-05-21,estimate,10,7,14,8,11
Alabama,2020-05-22,estimate,10,7,14,8,11
Alabama,2020-05-23,estimate,10,7,14,8,11
Alabama,2020-05-24,estimate,10,7,14,9,12
Alabama,2020-05-25,estimate,10,7,14,9,11
Alabama,2020-05-26,estimate,10,7,14,8,11
Alabama,2020-05-27,estimate,10,7,14,9,11
Alabama,2020-05-28,estimate,10,7,14,9,11
Alabama,2020-05-29,estimate,10,7,14,8,11
Alabama,2020-05-30,estimate,10,7,14,9,11
Alabama,2020-05-31,estimate,10,7,14,8,11
Alabama,2020-06-01,estimate,10,7,14,8,11
Alabama,2020-06-02,estimate,10,7,14,9,12
Alabama,2020-06-03,estimate,11,7,14,9,12
Alabama,2020-06-04,estimate,11,7,14,9,12
Alabama,2020-06-05,estimate,11,7,14,9,12
Alabama,2020-06-06,estimate,11,8,15,9,12
Alabama,2020-06-07,estimate,11,8,15,9,12
Alabama,2020-06-08,estimate,11,8,15,9,12
Alabama,2020-06-09,estimate,11,8,15,10,12
Alabama,2020-06-10,estimate,11,8,15,10,13
Alabama,2020-06-11,estimate,12,8,15,10,13
Alabama,2020-06-12,estimate,12,8,15,11,13
Alabama,2020-06-13,estimate,12,8,16,11,14
Alabama,2020-06-14,estimate,12,8,16,11,14
Alabama,2020-06-15,estimate,12,9,16,11,14
Alabama,2020-06-16,estimate,13,9,17,11,14
Alabama,2020-06-17,estimate,13,9,17,11,14
Alabama,2020-06-18,estimate,13,9,18,11,14
Alabama,2020-06-19,estimate,13,9,18,12,15
Alabama,2020-06-20,estimate,14,10,19,12,15
Alabama,2020-06-21,estimate,14,10,19,12,16
Alabama,2020-06-22,estimate,14,10,19,12,16
Alabama,2020-06-23,estimate,15,10,20,12,16
Alabama,2020-06-24,estimate,15,10,20,12,16
Alabama,2020-06-25,estimate,15,11,21,13,17
Alabama,2020-06-26,estimate,16,11,22,13,17
Alabama,2020-06-27,estimate,16,11,22,14,18
Alabama,2020-06-28,estimate,17,11,22,14,18
Alabama,2020-06-29,estimate,17,11,23,14,18
Alabama,2020-06-30,estimate,17,12,25,15,20
Alabama,2020-07-01,estimate,18,11,25,14,19
Alabama,2020-07-02,estimate based on partial data,18,12,27,15,20
Alabama,2020-07-03,estimate based on partial data,19,11,28,15,21
Alabama,2020-07-04,estimate based on partial data,19,11,28,16,22
Alabama,2020-07-05,estimate based on partial data,20,11,30,15,22
Alabama,2020-07-06,estimate based on partial data,20,11,32,15,22
Alabama,2020-07-07,estimate based on partial data,21,11,34,16,24
Alabama,2020-07-08,estimate based on partial data,22,11,37,16,25
Alabama,2020-07-09,estimate based on partial data,22,10,38,15,25
Alabama,2020-07-10,estimate based on partial data,23,10,42,15,26
Alabama,2020-07-11,estimate based on partial data,23,9,45,14,25
Alabama,2020-07-12,estimate based on partial data,24,9,48,14,27
Alabama,2020-07-13,estimate based on partial data,24,8,52,12,26
Alabama,2020-07-14,estimate based on partial data,25,7,57,12,27
Alabama,2020-07-15,estimate based on partial data,25,6,62,13,29
Alabama,2020-07-16,estimate based on partial data,26,4,66,13,30
Alabama,2020-07-17,estimate based on partial data,27,4,74,13,31
Alabama,2020-07-18,estimate based on partial data,27,2,79,12,31
Alabama,2020-07-19,estimate based on partial data,28,3,86,11,32
Alabama,2020-07-20,forecast,29,2,92,10,32
Alabama,2020-07-21,forecast,30,1,101,10,33
Alabama,2020-07-22,forecast,30,1,111,9,33
Alabama,2020-07-23,forecast,31,1,121,8,34
Alabama,2020-07-24,forecast,31,1,132,8,35
Alabama,2020-07-25,forecast,32,1,144,10,39
Alabama,2020-07-26,forecast,33,0,156,5,36
Alabama,2020-07-27,forecast,33,0,171,5,37
Alabama,2020-07-28,forecast,34,0,187,5,37
Alabama,2020-07-29,forecast,35,0,204,5,38
Alabama,2020-07-30,forecast,36,0,225,4,39
Alabama,2020-07-31,forecast,36,0,249,1,37
Alabama,2020-08-01,forecast,37,0,274,1,38
Alabama,2020-08-02,forecast,38,0,298,1,39
Alabama,2020-08-03,forecast,39,0,328,0,40
Alabama,2020-08-04,forecast,40,0,362,0,40
Alabama,2020-08-05,forecast,41,0,398,0,41
Alabama,2020-08-06,forecast,42,0,437,0,42
Alabama,2020-08-07,forecast,43,0,482,0,43
Alabama,2020-08-08,forecast,44,0,531,0,44
Alabama,2020-08-09,forecast,45,0,579,0,45
Alabama,2020-08-10,forecast,46,0,636,0,46
Alabama,2020-08-11,forecast,48,0,697,0,48
Alabama,2020-08-12,forecast,48,0,763,0,48
Alabama,2020-08-13,forecast,50,0,837,0,50
Alabama,2020-08-14,forecast,51,0,915,0,51
Alabama,2020-08-15,forecast,52,0,1001,0,52
Alabama,2020-08-16,forecast,53,0,1093,0,53
Alabama,2020-08-17,forecast,55,0,1202,0,55
Alabama,2020-08-18,forecast,56,0,1316,0,56
Alaska,2020-05-20,estimate,0,0,0,0,0
Alaska,2020-05-21,estimate,0,0,0,0,0
Alaska,2020-05-22,estimate,0,0,0,0,0
Alaska,2020-05-23,estimate,0,0,0,0,0
Alaska,2020-05-24,estimate,0,0,0,0,0
Alaska,2020-05-25,estimate,0,0,0,0,0
Alaska,2020-05-26,estimate,0,0,0,0,0
Alaska,2020-05-27,estimate,0,0,0,0,0
Alaska,2020-05-28,estimate,0,0,0,0,0
Alaska,2020-05-29,estimate,0,0,0,0,0
Alaska,2020-05-30,estimate,0,0,0,0,0
Alaska,2020-05-31,estimate,0,0,0,0,0
Alaska,2020-06-01,estimate,0,0,0,0,0
Alaska,2020-06-02,estimate,0,0,0,0,0
Alaska,2020-06-03,estimate,0,0,0,0,0
Alaska,2020-06-04,estimate,0,0,0,0,0
Alaska,2020-06-05,estimate,0,0,0,0,0
Alaska,2020-06-06,estimate,0,0,0,0,0
Alaska,2020-06-07,estimate,0,0,0,0,0
Alaska,2020-06-08,estimate,0,0,0,0,0
Alaska,2020-06-09,estimate,0,0,0,0,0
Alaska,2020-06-10,estimate,0,0,0,0,0
Alaska,2020-06-11,estimate,0,0,0,0,0
Alaska,2020-06-12,estimate,0,0,0,0,0
Alaska,2020-06-13,estimate,0,0,0,0,0
Alaska,2020-06-14,estimate,0,0,0,0,0
Alaska,2020-06-15,estimate,0,0,0,0,0
Alaska,2020-06-16,estimate,0,0,0,0,0
Alaska,2020-06-17,estimate,0,0,0,0,0
Alaska,2020-06-18,estimate,0,0,0,0,0
Alaska,2020-06-19,estimate,0,0,0,0,0
Alaska,2020-06-20,estimate,0,0,0,0,0
Alaska,2020-06-21,estimate,0,0,0,0,0
Alaska,2020-06-22,estimate,0,0,0,0,0
Alaska,2020-06-23,estimate,0,0,0,0,0
Alaska,2020-06-24,estimate,0,0,0,0,0
Alaska,2020-06-25,estimate,0,0,0,0,0
Alaska,2020-06-26,estimate,0,0,0,0,0
Alaska,2020-06-27,estimate,0,0,0,0,0
Alaska,2020-06-28,estimate,0,0,0,0,0
Alaska,2020-06-29,estimate,0,0,0,0,0
Alaska,2020-06-30,estimate,0,0,0,0,0
Alaska,2020-07-01,estimate,0,0,0,0,0
Alaska,2020-07-02,estimate based on partial data,0,0,1,0,0
Alaska,2020-07-03,estimate based on partial data,0,0,1,0,0
Alaska,2020-07-04,estimate based on partial data,0,0,1,0,0
Alaska,2020-07-05,estimate based on partial data,0,0,1,0,0
Alaska,2020-07-06,estimate based on partial data,0,0,1,0,0
Alaska,2020-07-07,estimate based on partial data,0,0,1,0,0
Alaska,2020-07-08,estimate based on partial data,0,0,1,0,0
Alaska,2020-07-09,estimate based on partial data,0,0,1,0,0
Alaska,2020-07-10,estimate based on partial data,0,0,1,0,0
Alaska,2020-07-11,estimate based on partial data,0,0,1,0,0
Alaska,2020-07-12,estimate based on partial data,0,0,1,0,0
Alaska,2020-07-13,estimate based on partial data,0,0,1,0,0
Alaska,2020-07-14,estimate based on partial data,0,0,1,0,0
Alaska,2020-07-15,estimate based on partial data,0,0,1,0,0
Alaska,2020-07-16,estimate based on partial data,0,0,1,0,0
Alaska,2020-07-17,estimate based on partial data,0,0,2,0,0
Alaska,2020-07-18,estimate based on partial data,0,0,2,0,0
Alaska,2020-07-19,estimate based on partial data,0,0,2,0,0
Alaska,2020-07-20,forecast,0,0,2,0,0
Alaska,2020-07-21,forecast,0,0,3,0,0
Alaska,2020-07-22,forecast,0,0,3,0,0
Alaska,2020-07-23,forecast,0,0,3,0,0
Alaska,2020-07-24,forecast,0,0,3,0,0
Alaska,2020-07-25,forecast,0,0,4,0,0
Alaska,2020-07-26,forecast,0,0,4,0,0
Alaska,2020-07-27,forecast,0,0,5,0,0
Alaska,2020-07-28,forecast,0,0,5,0,0
Alaska,2020-07-29,forecast,0,0,6,0,0
Alaska,2020-07-30,forecast,0,0,7,0,0
Alaska,2020-07-31,forecast,0,0,8,0,0
Alaska,2020-08-01,forecast,0,0,9,0,0
Alaska,2020-08-02,forecast,0,0,10,0,0
Alaska,2020-08-03,forecast,0,0,11,0,0
Alaska,2020-08-04,forecast,0,0,13,0,0
Alaska,2020-08-05,forecast,0,0,14,0,0
Alaska,2020-08-06,forecast,0,0,17,0,0
Alaska,2020-08-07,forecast,0,0,19,0,0
Alaska,2020-08-08,forecast,0,0,22,0,0
Alaska,2020-08-09,forecast,0,0,24,0,0
Alaska,2020-08-10,forecast,0,0,27,0,0
Alaska,2020-08-11,forecast,0,0,31,0,0
Alaska,2020-08-12,forecast,0,0,35,0,0
Alaska,2020-08-13,forecast,0,0,38,0,0
Alaska,2020-08-14,forecast,0,0,43,0,0
Alaska,2020-08-15,forecast,0,0,48,0,0
Alaska,2020-08-16,forecast,0,0,53,0,0
Alaska,2020-08-17,forecast,0,0,59,0,0
Alaska,2020-08-18,forecast,0,0,66,0,0
Arizona,2020-05-10,estimate,19,13,25,16,21
Arizona,2020-05-11,estimate,19,12,25,16,21
Arizona,2020-05-12,estimate,19,12,25,16,21
Arizona,2020-05-13,estimate,19,12,25,15,20
Arizona,2020-05-14,estimate,18,12,25,15,20
Arizona,2020-05-15,estimate,18,12,25,15,20
Arizona,2020-05-16,estimate,18,13,25,15,20
Arizona,2020-05-17,estimate,18,12,25,15,20
Arizona,2020-05-18,estimate,18,12,25,15,21
Arizona,2020-05-19,estimate,18,12,25,15,20
Arizona,2020-05-20,estimate,19,12,25,15,20
Arizona,2020-05-21,estimate,19,12,25,15,21
Arizona,2020-05-22,estimate,19,12,25,16,21
Arizona,2020-05-23,estimate,19,13,26,16,21
Arizona,2020-05-24,estimate,19,13,26,16,21
Arizona,2020-05-25,estimate,19,13,26,16,21
Arizona,2020-05-26,estimate,20,13,27,16,22
Arizona,2020-05-27,estimate,20,14,28,17,23
Arizona,2020-05-28,estimate,20,13,27,17,22
Arizona,2020-05-29,estimate,21,13,28,18,23
Arizona,2020-05-30,estimate,21,14,29,17,23
