Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,3205 (1557 -- 6899),Stable,0.98 (0.69 -- 1.3),-0.0061 (-0.089 -- 0.068),-110 (10 -- -7.8)
Alaska,596 (298 -- 1109),Likely decreasing,0.96 (0.78 -- 1.1),-0.01 (-0.064 -- 0.031),-67 (23 -- -11)
Arizona,6115 (2956 -- 15735),Likely increasing,1.1 (0.87 -- 1.6),0.03 (-0.037 -- 0.15),23 (4.5 -- -19)
Arkansas,1664 (129 -- 4494),Likely decreasing,0.9 (0.12 -- 1.2),-0.028 (-0.31 -- 0.056),-25 (12 -- -2.3)
California,15993 (9437 -- 30523),Likely decreasing,0.95 (0.79 -- 1.2),-0.014 (-0.06 -- 0.054),-51 (13 -- -12)
Colorado,4487 (2730 -- 7450),Likely increasing,1 (0.83 -- 1.2),0.0087 (-0.049 -- 0.065),80 (11 -- -14)
Connecticut,3431 (1558 -- 9224),Likely decreasing,0.94 (0.76 -- 1.2),-0.018 (-0.069 -- 0.06),-39 (12 -- -10)
Delaware,720 (409 -- 1251),Likely decreasing,0.94 (0.76 -- 1.1),-0.016 (-0.069 -- 0.032),-43 (22 -- -10)
District of Columbia,471 (268 -- 858),Stable,1 (0.86 -- 1.2),0.004 (-0.04 -- 0.063),170 (11 -- -17)
Florida,17110 (10472 -- 29001),Likely decreasing,0.95 (0.79 -- 1.1),-0.013 (-0.059 -- 0.029),-53 (24 -- -12)
Georgia,6292 (2961 -- 11448),Likely decreasing,0.83 (0.55 -- 1),-0.048 (-0.13 -- 0.0067),-14 (100 -- -5.2)
Guam,8 (2 -- 26),Likely decreasing,0.91 (0.69 -- 1.2),-0.026 (-0.089 -- 0.048),-27 (14 -- -7.8)
Hawaii,213 (98 -- 469),Likely increasing,1 (0.74 -- 1.4),0.012 (-0.074 -- 0.1),57 (6.6 -- -9.3)
Idaho,870 (551 -- 1436),Likely decreasing,0.93 (0.81 -- 1),-0.02 (-0.054 -- 0.0077),-34 (90 -- -13)
Illinois,6260 (3880 -- 11147),Likely increasing,1 (0.86 -- 1.3),0.011 (-0.039 -- 0.077),62 (9 -- -18)
Indiana,2802 (1647 -- 5928),Stable,1 (0.82 -- 1.4),0.00096 (-0.05 -- 0.097),720 (7.2 -- -14)
Iowa,1633 (1024 -- 2770),Likely decreasing,0.94 (0.83 -- 1.1),-0.016 (-0.048 -- 0.024),-43 (29 -- -14)
Kansas,823 (262 -- 2509),Likely decreasing,0.83 (0.56 -- 1.1),-0.047 (-0.13 -- 0.035),-15 (20 -- -5.4)
Kentucky,2535 (1467 -- 4540),Likely decreasing,0.9 (0.75 -- 1.1),-0.029 (-0.071 -- 0.018),-24 (38 -- -9.7)
Louisiana,2125 (1018 -- 5169),Likely decreasing,0.89 (0.72 -- 1.2),-0.03 (-0.082 -- 0.041),-23 (17 -- -8.4)
Maine,817 (411 -- 1624),Likely increasing,1.1 (0.83 -- 1.4),0.027 (-0.048 -- 0.1),26 (6.9 -- -14)
Maryland,2823 (1776 -- 4865),Likely increasing,1 (0.86 -- 1.3),0.012 (-0.039 -- 0.071),60 (9.8 -- -18)
Massachusetts,4936 (2928 -- 8384),Likely decreasing,0.97 (0.8 -- 1.2),-0.0093 (-0.057 -- 0.043),-75 (16 -- -12)
Michigan,7112 (3639 -- 17559),Likely increasing,1.1 (0.89 -- 1.4),0.015 (-0.03 -- 0.093),46 (7.4 -- -23)
Minnesota,2534 (1460 -- 4253),Stable,0.99 (0.78 -- 1.2),-0.0018 (-0.063 -- 0.057),-380 (12 -- -11)
Mississippi,1494 (820 -- 3158),Likely decreasing,0.96 (0.8 -- 1.2),-0.011 (-0.058 -- 0.061),-62 (11 -- -12)
Missouri,1137 (681 -- 1982),Likely decreasing,0.91 (0.75 -- 1.1),-0.025 (-0.071 -- 0.028),-27 (25 -- -9.7)
Montana,405 (263 -- 649),Likely decreasing,0.91 (0.82 -- 1),-0.024 (-0.051 -- 0.0054),-29 (130 -- -14)
