region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
US,133638 (93441 -- 204395),133638,139031,35303,93441,113699,125686,142507,158279,204395,New confirmed cases by infection date,Decreasing,0.96
Texas,10526 (5218 -- 21623),10526,11581,5333,5218,7953,9477,11695,13962,21623,New confirmed cases by infection date,Likely decreasing,0.86
Florida,10120 (6519 -- 15861),10120,10525,3000,6519,8380,9452,10796,12201,15861,New confirmed cases by infection date,Decreasing,0.97
Michigan,8249 (4990 -- 14330),8249,8804,3049,4990,6700,7649,8939,10192,14330,New confirmed cases by infection date,Likely decreasing,0.85
California,6784 (3792 -- 14945),6784,7702,3929,3792,5327,6172,7412,8874,14945,New confirmed cases by infection date,Stable,0.58
Pennsylvania,6579 (3927 -- 11928),6579,7083,2624,3927,5323,6076,7189,8207,11928,New confirmed cases by infection date,Likely decreasing,0.94
New York,6359 (3644 -- 11523),6359,6828,2715,3644,5013,5791,6847,7928,11523,New confirmed cases by infection date,Likely decreasing,0.94
Illinois,6063 (3743 -- 9622),6063,6327,1924,3743,4989,5651,6502,7426,9622,New confirmed cases by infection date,Likely decreasing,0.93
Colorado,5007 (2669 -- 8734),5007,5261,1928,2669,3927,4603,5473,6283,8734,New confirmed cases by infection date,Likely decreasing,0.83
North Carolina,4698 (1125 -- 20168),4698,7413,10931,1125,2734,3847,5645,8191,20168,New confirmed cases by infection date,Likely decreasing,0.6
Ohio,4264 (2081 -- 8255),4264,4627,2212,2081,3235,3843,4699,5565,8255,New confirmed cases by infection date,Likely decreasing,0.81
Minnesota,4254 (1990 -- 8708),4254,4665,2391,1990,3180,3789,4744,5642,8708,New confirmed cases by infection date,Likely decreasing,0.83
Washington,3462 (2118 -- 5570),3462,3607,1077,2118,2841,3209,3731,4182,5570,New confirmed cases by infection date,Likely decreasing,0.82
Georgia,3443 (2046 -- 5647),3443,3594,1112,2046,2824,3228,3711,4154,5647,New confirmed cases by infection date,Likely decreasing,0.91
Indiana,3316 (2201 -- 5195),3316,3453,933,2201,2824,3109,3525,3922,5195,New confirmed cases by infection date,Likely decreasing,0.71
Arizona,2978 (1323 -- 6345),2978,3370,1884,1323,2212,2658,3353,4076,6345,New confirmed cases by infection date,Stable,0.51
New Jersey,2504 (1124 -- 5395),2504,2795,1398,1124,1880,2243,2811,3401,5395,New confirmed cases by infection date,Decreasing,0.96
Oregon,2422 (1368 -- 4277),2422,2579,933,1368,1956,2245,2646,3022,4277,New confirmed cases by infection date,Likely decreasing,0.84
Missouri,2402 (1309 -- 4356),2402,2578,1003,1309,1929,2232,2613,3026,4356,New confirmed cases by infection date,Stable,0.53
Massachusetts,2396 (1133 -- 4829),2396,2635,1230,1133,1803,2149,2659,3219,4829,New confirmed cases by infection date,Likely decreasing,0.91
Wisconsin,2328 (1212 -- 4384),2328,2513,1059,1212,1789,2098,2556,2994,4384,New confirmed cases by infection date,Likely decreasing,0.72
Kentucky,2326 (1432 -- 3874),2326,2456,798,1432,1913,2143,2499,2851,3874,New confirmed cases by infection date,Stable,0.45
Tennessee,2259 (449 -- 8543),2259,3325,5186,449,1360,1893,2711,3717,8543,New confirmed cases by infection date,Likely decreasing,0.72
Virginia,2160 (1399 -- 3462),2160,2256,644,1399,1809,2017,2308,2567,3462,New confirmed cases by infection date,Likely decreasing,0.91
South Carolina,2136 (1149 -- 3992),2136,2314,947,1149,1686,1964,2347,2728,3992,New confirmed cases by infection date,Likely decreasing,0.83
Louisiana,1862 (669 -- 7172),1862,2770,3851,669,1266,1604,2200,2964,7172,New confirmed cases by infection date,Stable,0.51
Connecticut,1444 (695 -- 3452),1444,1704,1109,695,1067,1283,1650,2007,3452,New confirmed cases by infection date,Likely decreasing,0.76
Alabama,1397 (614 -- 3392),1397,1624,1049,614,1048,1256,1553,1884,3392,New confirmed cases by infection date,Likely decreasing,0.69
Maryland,1369 (952 -- 2056),1369,1416,335,952,1173,1285,1459,1613,2056,New confirmed cases by infection date,Decreasing,0.98
