region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
US,252085 (151432 -- 454274),252085,271112,99882,151432,202493,233468,274470,316268,454274,New confirmed cases by infection date,Stable,0.48
Texas,40003 (14425 -- 200671),40003,66508,73265,14425,24268,32280,48924,77218,200671,New confirmed cases by infection date,Likely increasing,0.3
New York,29900 (18605 -- 50924),29900,31696,10619,18605,24198,27607,32121,37156,50924,New confirmed cases by infection date,Stable,0.42
Florida,18517 (11274 -- 30984),18517,19566,6161,11274,15373,17269,20018,22880,30984,New confirmed cases by infection date,Likely decreasing,0.71
New Jersey,13966 (8399 -- 25968),13966,15203,6083,8399,11106,12935,15135,17837,25968,New confirmed cases by infection date,Likely increasing,0.26
California,13763 (8255 -- 25036),13763,14698,5394,8255,11082,12757,14803,16916,25036,New confirmed cases by infection date,Likely decreasing,0.93
Georgia,11345 (7026 -- 19743),11345,12086,4094,7026,9262,10430,12238,13974,19743,New confirmed cases by infection date,Likely increasing,0.33
Pennsylvania,7951 (5424 -- 14724),7951,8724,3188,5424,6655,7463,8628,9859,14724,New confirmed cases by infection date,Likely decreasing,0.77
North Carolina,7305 (4405 -- 13234),7305,7892,3043,4405,5956,6732,7932,9124,13234,New confirmed cases by infection date,Likely decreasing,0.87
Illinois,6843 (3786 -- 13889),6843,7544,3422,3786,5246,6177,7498,8838,13889,New confirmed cases by infection date,Stable,0.4
Massachusetts,6750 (4066 -- 12489),6750,7351,2768,4066,5535,6215,7417,8528,12489,New confirmed cases by infection date,Stable,0.42
Ohio,5194 (3198 -- 8768),5194,5508,1823,3198,4271,4872,5592,6410,8768,New confirmed cases by infection date,Likely decreasing,0.76
South Carolina,5157 (3092 -- 8347),5157,5382,1705,3092,4218,4779,5548,6281,8347,New confirmed cases by infection date,Likely decreasing,0.94
Colorado,4823 (2671 -- 10600),4823,5508,2904,2671,3652,4309,5420,6493,10600,New confirmed cases by infection date,Likely increasing,0.26
Iowa,4529 (1953 -- 11319),4529,5355,3832,1953,3379,4062,5021,6106,11319,New confirmed cases by infection date,Stable,0.59
Virginia,4430 (2603 -- 8045),4430,4796,1891,2603,3586,4089,4852,5608,8045,New confirmed cases by infection date,Likely decreasing,0.87
Michigan,4365 (2672 -- 10036),4365,5108,2788,2672,3568,4017,4809,5827,10036,New confirmed cases by infection date,Likely decreasing,0.7
Connecticut,4183 (1831 -- 10967),4183,5053,4150,1831,2994,3647,4701,5907,10967,New confirmed cases by infection date,Likely decreasing,0.68
Tennessee,3997 (2609 -- 7392),3997,4401,1845,2609,3307,3691,4317,4972,7392,New confirmed cases by infection date,Likely decreasing,0.84
Arizona,3642 (1783 -- 8671),3642,4322,2858,1783,2711,3279,4152,5079,8671,New confirmed cases by infection date,Likely decreasing,0.78
Maryland,3449 (2043 -- 6535),3449,3759,1461,2043,2763,3165,3782,4391,6535,New confirmed cases by infection date,Likely increasing,0.25
Wisconsin,3199 (1598 -- 7618),3199,3738,2244,1598,2355,2835,3598,4428,7618,New confirmed cases by infection date,Likely increasing,0.37
Washington,3196 (1807 -- 6358),3196,3502,1503,1807,2529,2914,3486,4013,6358,New confirmed cases by infection date,Likely decreasing,0.69
Kentucky,3181 (1862 -- 6205),3181,3498,1502,1862,2531,2900,3504,4074,6205,New confirmed cases by infection date,Likely decreasing,0.8
Arkansas,3113 (909 -- 15402),3113,5079,6849,909,1619,2383,3876,5862,15402,New confirmed cases by infection date,Likely increasing,0.33
Minnesota,3086 (1467 -- 7135),3086,3557,2423,1467,2311,2771,3440,4152,7135,New confirmed cases by infection date,Likely increasing,0.38
Alabama,2707 (1483 -- 6224),2707,3130,1714,1483,2112,2460,2975,3624,6224,New confirmed cases by infection date,Likely decreasing,0.7
Louisiana,2649 (1244 -- 6924),2649,3165,2045,1244,1947,2363,2972,3677,6924,New confirmed cases by infection date,Likely decreasing,0.77
Indiana,2556 (1424 -- 4809),2556,2765,1125,1424,2005,2333,2800,3242,4809,New confirmed cases by infection date,Likely decreasing,0.75
