Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,6883 (1402 -- 35018),Unsure,1.1 (0.73 -- 1.5),0.026 (-0.077 -- 0.12),27 (5.6 -- -9)
Alaska,239 (7 -- 9584),Unsure,1.2 (0.45 -- 2.6),0.048 (-0.17 -- 0.39),14 (1.8 -- -4.2)
Arizona,9751 (699 -- 38240),Unsure,0.93 (0.42 -- 1.2),-0.021 (-0.18 -- 0.066),-33 (10 -- -3.9)
Arkansas,3714 (1042 -- 24762),Likely increasing,1.1 (0.89 -- 1.9),0.039 (-0.031 -- 0.22),18 (3.1 -- -22)
California,21461 (11503 -- 46036),Likely increasing,1.1 (0.92 -- 1.2),0.019 (-0.021 -- 0.061),37 (11 -- -33)
Colorado,1044 (82 -- 7233),Unsure,1 (0.48 -- 1.6),0.0074 (-0.16 -- 0.14),94 (4.8 -- -4.4)
Connecticut,167 (19 -- 1325),Likely decreasing,0.87 (0.46 -- 1.3),-0.037 (-0.16 -- 0.075),-19 (9.2 -- -4.2)
Delaware,212 (1 -- 4655),Unsure,0.89 (0.12 -- 1.6),-0.03 (-0.3 -- 0.15),-23 (4.7 -- -2.3)
District of Columbia,32 (3 -- 117),Decreasing,0.86 (0.53 -- 1.1),-0.039 (-0.14 -- 0.032),-18 (22 -- -5)
Florida,35767 (9983 -- 101526),Unsure,1 (0.72 -- 1.3),0.012 (-0.08 -- 0.089),60 (7.8 -- -8.7)
Georgia,14045 (1086 -- 89913),Unsure,1.1 (0.49 -- 1.7),0.028 (-0.15 -- 0.18),25 (3.9 -- -4.5)
Hawaii,0 (0 -- 195),Likely decreasing,0.43 (0.0053 -- 2),-0.17 (-0.38 -- 0.25),-4 (2.8 -- -1.8)
Idaho,3213 (251 -- 22682),Unsure,1.2 (0.54 -- 1.8),0.056 (-0.14 -- 0.21),12 (3.3 -- -5.1)
Illinois,3040 (820 -- 12770),Unsure,1.1 (0.72 -- 1.5),0.017 (-0.083 -- 0.14),40 (5 -- -8.3)
Indiana,1368 (483 -- 4466),Unsure,1 (0.77 -- 1.3),0.00096 (-0.066 -- 0.078),720 (8.8 -- -11)
Iowa,1360 (100 -- 10136),Unsure,1 (0.46 -- 1.6),0.0015 (-0.16 -- 0.17),450 (4.1 -- -4.3)
Kansas,965 (339 -- 4603),Likely increasing,1.1 (0.86 -- 1.5),0.027 (-0.038 -- 0.14),26 (4.8 -- -18)
Kentucky,934 (155 -- 3389),Unsure,1 (0.63 -- 1.3),-0.00063 (-0.11 -- 0.073),-1100 (9.6 -- -6.4)
Louisiana,8346 (1275 -- 44591),Unsure,1.1 (0.65 -- 1.6),0.028 (-0.1 -- 0.15),25 (4.7 -- -6.8)
Maine,83 (2 -- 1814),Unsure,0.97 (0.37 -- 2.1),-0.0083 (-0.2 -- 0.26),-84 (2.7 -- -3.5)
Maryland,1894 (627 -- 6253),Unsure,1.1 (0.81 -- 1.5),0.023 (-0.053 -- 0.13),30 (5.5 -- -13)
Massachusetts,1322 (642 -- 4795),Likely decreasing,0.95 (0.83 -- 1.3),-0.013 (-0.047 -- 0.077),-54 (9 -- -15)
Michigan,1144 (140 -- 16120),Unsure,1 (0.56 -- 2.1),0.0015 (-0.13 -- 0.26),470 (2.6 -- -5.3)
Minnesota,1177 (216 -- 5734),Unsure,1.1 (0.65 -- 1.6),0.016 (-0.099 -- 0.17),43 (4.2 -- -7)
Mississippi,8831 (2395 -- 41073),Unsure,1.1 (0.76 -- 1.5),0.03 (-0.067 -- 0.14),23 (5.1 -- -10)
Missouri,1357 (359 -- 5385),Unsure,1 (0.7 -- 1.3),0.0068 (-0.087 -- 0.085),100 (8.2 -- -8)
Montana,951 (62 -- 7237),Likely increasing,1.2 (0.57 -- 1.8),0.052 (-0.12 -- 0.22),13 (3.2 -- -5.6)
Nebraska,227 (20 -- 1470),Unsure,0.94 (0.55 -- 1.3),-0.016 (-0.13 -- 0.089),-42 (7.8 -- -5.2)
Nevada,3447 (351 -- 21622),Unsure,1.1 (0.57 -- 1.6),0.023 (-0.13 -- 0.15),30 (4.5 -- -5.5)
New Hampshire,114 (17 -- 847),Likely decreasing,0.91 (0.61 -- 1.4),-0.026 (-0.12 -- 0.094),-26 (7.4 -- -6)
New Jersey,697 (77 -- 2197),Decreasing,0.84 (0.46 -- 1.1),-0.046 (-0.16 -- 0.016),-15 (42 -- -4.2)
New Mexico,818 (152 -- 2489),Unsure,1 (0.63 -- 1.3),0.0046 (-0.11 -- 0.076),150 (9.1 -- -6.3)
New York,511 (34 -- 2006),Likely decreasing,0.84 (0.4 -- 1.1),-0.045 (-0.19 -- 0.033),-16 (21 -- -3.7)
North Carolina,10633 (3113 -- 50911),Unsure,1.2 (0.88 -- 1.6),0.043 (-0.035 -- 0.16),16 (4.4 -- -20)
North Dakota,129 (1 -- 1936),Unsure,0.97 (0.24 -- 1.8),-0.0072 (-0.25 -- 0.21),-96 (3.4 -- -2.8)
Ohio,6347 (393 -- 29908),Unsure,1.1 (0.45 -- 1.5),0.017 (-0.17 -- 0.12),41 (5.7 -- -4.1)
Oklahoma,1980 (234 -- 8255),Unsure,1.1 (0.53 -- 1.5),0.018 (-0.14 -- 0.13),39 (5.3 -- -4.9)
Oregon,1133 (319 -- 3976),Likely increasing,1.1 (0.79 -- 1.3),0.022 (-0.06 -- 0.092),31 (7.5 -- -12)
Pennsylvania,1172 (324 -- 3118),Likely decreasing,0.92 (0.66 -- 1.1),-0.022 (-0.097 -- 0.033),-31 (21 -- -7.1)
Puerto Rico,1336 (69 -- 16425),Unsure,1.1 (0.46 -- 1.9),0.04 (-0.16 -- 0.23),17 (3 -- -4.2)
Rhode Island,214 (18 -- 7175),Unsure,0.91 (0.5 -- 1.8),-0.024 (-0.15 -- 0.2),-29 (3.4 -- -4.5)
South Carolina,9007 (1090 -- 30583),Unsure,1 (0.56 -- 1.4),0.011 (-0.13 -- 0.093),65 (7.4 -- -5.3)
South Dakota,364 (58 -- 3453),Unsure,1 (0.74 -- 1.6),0.012 (-0.074 -- 0.15),57 (4.5 -- -9.4)
Tennessee,3575 (1375 -- 8452),Likely increasing,1.1 (0.86 -- 1.2),0.019 (-0.039 -- 0.064),37 (11 -- -18)
Texas,14706 (740 -- 93560),Unsure,0.8 (0.29 -- 1.3),-0.058 (-0.23 -- 0.069),-12 (10 -- -3.1)
US,75921 (15388 -- 198279),Unsure,0.85 (0.49 -- 1.1),-0.042 (-0.16 -- 0.028),-16 (25 -- -4.4)
Utah,1129 (239 -- 4727),Unsure,1.1 (0.71 -- 1.3),0.014 (-0.083 -- 0.087),51 (7.9 -- -8.3)
Vermont,7 (0 -- 4685),Unsure,1 (0.31 -- 3.5),0.01 (-0.22 -- 0.56),69 (1.2 -- -3.2)
Virgin Islands,23 (0 -- 2058),Unsure,1.1 (0.23 -- 2.5),0.03 (-0.25 -- 0.37),23 (1.9 -- -2.8)
Virginia,11004 (631 -- 264645),Unsure,1.3 (0.4 -- 2.9),0.071 (-0.18 -- 0.45),9.8 (1.5 -- -3.8)
Washington,1871 (631 -- 7496),Unsure,1 (0.83 -- 1.4),0.0095 (-0.047 -- 0.097),73 (7.1 -- -15)
West Virginia,601 (44 -- 9407),Unsure,1.2 (0.6 -- 2.2),0.059 (-0.12 -- 0.29),12 (2.4 -- -5.8)
Wisconsin,2155 (242 -- 10728),Unsure,1 (0.48 -- 1.5),0.0062 (-0.16 -- 0.14),110 (5 -- -4.4)
Wyoming,30 (0 -- 825),Unsure,0.97 (0.074 -- 1.8),-0.0077 (-0.32 -- 0.21),-90 (3.3 -- -2.2)
