Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,781 (151 -- 4720),Likely decreasing,0.92 (0.58 -- 1.3),-0.021 (-0.12 -- 0.093),-33 (7.5 -- -5.6)
Alaska,114 (0 -- 3638),Stable,0.97 (0.15 -- 1.9),-0.0083 (-0.28 -- 0.23),-84 (3 -- -2.5)
Arizona,3038 (586 -- 52982),Likely increasing,1.1 (0.77 -- 2.2),0.023 (-0.064 -- 0.29),30 (2.4 -- -11)
Arkansas,115 (0 -- 2589),Likely decreasing,0.77 (0.051 -- 2.1),-0.066 (-0.34 -- 0.27),-10 (2.6 -- -2.1)
California,5124 (1984 -- 11169),Likely decreasing,0.89 (0.73 -- 1),-0.031 (-0.079 -- 0.013),-22 (54 -- -8.8)
Colorado,2470 (637 -- 11526),Likely increasing,1.1 (0.82 -- 1.6),0.035 (-0.05 -- 0.15),20 (4.5 -- -14)
Connecticut,1471 (375 -- 6178),Likely increasing,1.1 (0.76 -- 1.5),0.016 (-0.068 -- 0.12),44 (5.9 -- -10)
Delaware,360 (47 -- 3289),Likely decreasing,0.95 (0.59 -- 1.5),-0.014 (-0.12 -- 0.13),-49 (5.2 -- -5.7)
District of Columbia,56 (0 -- 342),Likely decreasing,0.81 (0.21 -- 1.2),-0.053 (-0.26 -- 0.05),-13 (14 -- -2.7)
Florida,10920 (4232 -- 30419),Likely increasing,1 (0.81 -- 1.4),0.012 (-0.054 -- 0.097),56 (7.2 -- -13)
Georgia,4449 (1143 -- 18409),Likely decreasing,0.96 (0.67 -- 1.3),-0.01 (-0.094 -- 0.089),-69 (7.8 -- -7.4)
Guam,0 (0 -- 42),Likely decreasing,0.65 (0.024 -- 1.6),-0.1 (-0.35 -- 0.16),-6.9 (4.2 -- -2)
Hawaii,68 (5 -- 485),Likely decreasing,0.95 (0.56 -- 1.4),-0.014 (-0.13 -- 0.1),-51 (6.7 -- -5.3)
Idaho,310 (24 -- 1888),Likely decreasing,0.95 (0.5 -- 1.3),-0.014 (-0.15 -- 0.079),-50 (8.7 -- -4.6)
Illinois,5235 (2018 -- 16056),Likely increasing,1.1 (0.83 -- 1.4),0.021 (-0.046 -- 0.11),33 (6.1 -- -15)
Indiana,847 (183 -- 3178),Likely decreasing,0.95 (0.61 -- 1.2),-0.014 (-0.11 -- 0.062),-48 (11 -- -6.1)
Iowa,613 (114 -- 5009),Likely decreasing,0.93 (0.62 -- 1.4),-0.021 (-0.11 -- 0.097),-33 (7.1 -- -6.2)
Kansas,176 (6 -- 3391),Likely decreasing,0.88 (0.36 -- 1.6),-0.035 (-0.2 -- 0.16),-20 (4.4 -- -3.5)
Kentucky,20496 (608 -- 624623),Likely increasing,1.6 (0.46 -- 4.3),0.15 (-0.16 -- 0.73),4.5 (0.95 -- -4.2)
Louisiana,662 (146 -- 2671),Likely decreasing,0.91 (0.65 -- 1.2),-0.025 (-0.1 -- 0.05),-28 (14 -- -6.8)
Maine,219 (18 -- 2485),Stable,0.99 (0.49 -- 1.6),-0.0037 (-0.15 -- 0.15),-190 (4.8 -- -4.5)
Maryland,1852 (598 -- 4927),Stable,0.98 (0.7 -- 1.2),-0.0061 (-0.088 -- 0.063),-110 (11 -- -7.8)
Massachusetts,1181 (311 -- 18488),Likely decreasing,0.92 (0.67 -- 1.9),-0.021 (-0.096 -- 0.23),-32 (3.1 -- -7.3)
Michigan,14758 (2582 -- 51259),Likely increasing,1.1 (0.62 -- 1.4),0.016 (-0.11 -- 0.11),43 (6.2 -- -6.3)
Minnesota,1689 (269 -- 7594),Stable,0.99 (0.56 -- 1.3),-0.0034 (-0.13 -- 0.09),-210 (7.7 -- -5.3)
Mississippi,305 (40 -- 1016),Likely decreasing,0.89 (0.5 -- 1.1),-0.029 (-0.15 -- 0.031),-24 (22 -- -4.6)
Missouri,2918 (317 -- 36762),Likely increasing,1.1 (0.61 -- 1.9),0.022 (-0.11 -- 0.23),32 (3 -- -6.1)
Montana,411 (6 -- 1997),Likely decreasing,0.94 (0.3 -- 1.2),-0.016 (-0.22 -- 0.064),-43 (11 -- -3.2)
Nebraska,807 (89 -- 7915),Stable,1 (0.57 -- 1.6),0.0065 (-0.13 -- 0.15),110 (4.6 -- -5.5)
