Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,28817 (483 -- 195114),Stable,0.98 (0.32 -- 1.3),-0.0067 (-0.21 -- 0.09),-100 (7.7 -- -3.2)
Alaska,70 (0 -- 654),Likely decreasing,0.86 (0.19 -- 1.3),-0.039 (-0.27 -- 0.07),-18 (9.9 -- -2.6)
Arizona,16412 (2117 -- 124463),Likely decreasing,0.93 (0.57 -- 1.5),-0.018 (-0.13 -- 0.14),-38 (5.1 -- -5.5)
Arkansas,5979 (1874 -- 19939),Likely decreasing,0.96 (0.71 -- 1.2),-0.011 (-0.084 -- 0.054),-65 (13 -- -8.2)
California,61000 (17194 -- 189244),Likely decreasing,0.92 (0.66 -- 1.3),-0.023 (-0.099 -- 0.066),-30 (11 -- -7)
Colorado,1990 (673 -- 9077),Likely decreasing,0.91 (0.77 -- 1.2),-0.025 (-0.068 -- 0.049),-27 (14 -- -10)
Connecticut,2239 (179 -- 24394),Likely decreasing,0.9 (0.47 -- 1.5),-0.028 (-0.16 -- 0.12),-24 (5.6 -- -4.3)
Delaware,10974 (670 -- 1133260),Likely increasing,1.8 (0.91 -- 6.4),0.19 (-0.024 -- 1.1),3.7 (0.64 -- -28)
District of Columbia,1237 (337 -- 3793),Likely increasing,1 (0.78 -- 1.2),0.0075 (-0.062 -- 0.054),93 (13 -- -11)
Florida,22299 (8315 -- 50934),Likely decreasing,0.96 (0.74 -- 1.1),-0.011 (-0.076 -- 0.039),-64 (18 -- -9.2)
Georgia,14076 (1536 -- 181446),Likely decreasing,0.89 (0.46 -- 1.9),-0.031 (-0.17 -- 0.22),-22 (3.1 -- -4.2)
Guam,5 (0 -- 121),Likely decreasing,0.84 (0.16 -- 1.5),-0.044 (-0.28 -- 0.13),-16 (5.3 -- -2.4)
Hawaii,1 (0 -- 741),Likely decreasing,0.27 (0.0062 -- 1.8),-0.23 (-0.38 -- 0.2),-3 (3.5 -- -1.8)
Idaho,863 (168 -- 4600),Likely decreasing,0.94 (0.67 -- 1.2),-0.018 (-0.096 -- 0.063),-38 (11 -- -7.2)
Illinois,7344 (3044 -- 17369),Likely decreasing,0.92 (0.77 -- 1.1),-0.024 (-0.066 -- 0.031),-29 (22 -- -10)
Indiana,10124 (2259 -- 26673),Stable,0.99 (0.57 -- 1.2),-0.0024 (-0.13 -- 0.064),-290 (11 -- -5.5)
Iowa,5731 (402 -- 51502),Stable,0.97 (0.43 -- 1.4),-0.0072 (-0.17 -- 0.11),-96 (6.3 -- -4)
Kansas,1860950 (12091 -- 323358000),Likely increasing,2.3 (0.44 -- 7.7),0.31 (-0.17 -- 1.2),2.2 (0.56 -- -4.1)
Kentucky,7744 (932 -- 25714),Stable,1 (0.56 -- 1.2),-2e-04 (-0.13 -- 0.061),-3500 (11 -- -5.3)
Louisiana,506 (1 -- 10556),Likely decreasing,0.61 (0.087 -- 1.3),-0.12 (-0.32 -- 0.081),-6 (8.6 -- -2.2)
Maine,75 (1 -- 984),Likely decreasing,0.66 (0.2 -- 1.2),-0.1 (-0.26 -- 0.043),-7 (16 -- -2.6)
Maryland,4720 (2110 -- 9837),Likely decreasing,0.94 (0.8 -- 1.1),-0.016 (-0.057 -- 0.035),-45 (20 -- -12)
Massachusetts,20240 (7992 -- 67991),Likely increasing,1.1 (0.84 -- 1.4),0.021 (-0.044 -- 0.11),33 (6.2 -- -16)
Michigan,3426 (720 -- 14137),Likely decreasing,0.88 (0.61 -- 1.2),-0.033 (-0.11 -- 0.063),-21 (11 -- -6.1)
Minnesota,1100 (334 -- 3231),Likely decreasing,0.89 (0.69 -- 1.2),-0.032 (-0.089 -- 0.041),-22 (17 -- -7.8)
Mississippi,3355 (728 -- 12184),Likely decreasing,0.91 (0.64 -- 1.2),-0.024 (-0.11 -- 0.056),-29 (12 -- -6.5)
Missouri,9332 (3232 -- 71034),Stable,1 (0.87 -- 1.6),0.0051 (-0.037 -- 0.16),140 (4.3 -- -19)
Montana,258 (1 -- 2260),Likely decreasing,0.77 (0.16 -- 1.1),-0.066 (-0.28 -- 0.038),-10 (18 -- -2.5)
