region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Ohio,14797300 (4369280 -- 34974000),14797300,16736600,9412250,4369280,10470300,12962700,17092000,21360800,34974000,New confirmed cases by infection date,Increasing,0
US,167820 (71957 -- 431005),167820,223266,415628,71957,122745,148429,188362,231536,431005,New confirmed cases by infection date,Likely decreasing,0.84
California,43789 (12457 -- 164369),43789,62579,82691,12457,26639,36828,53082,72565,164369,New confirmed cases by infection date,Likely decreasing,0.73
Arizona,26844 (3642 -- 165446),26844,52092,98195,3642,13022,20445,34818,52761,165446,New confirmed cases by infection date,Stable,0.57
Georgia,22935 (3793 -- 211853),22935,60871,160126,3793,11302,17462,30462,51260,211853,New confirmed cases by infection date,Stable,0.47
New York,22151 (11749 -- 44322),22151,24595,11990,11749,17054,20002,24543,29255,44322,New confirmed cases by infection date,Likely decreasing,0.78
Florida,19326 (9015 -- 46895),19326,22944,18304,9015,14372,17242,21728,26235,46895,New confirmed cases by infection date,Likely decreasing,0.62
Missouri,7790 (2656 -- 43195),7790,16476,55337,2656,5073,6576,9431,13201,43195,New confirmed cases by infection date,Stable,0.46
Pennsylvania,7031 (1834 -- 33323),7031,16361,109643,1834,4236,5769,8333,11412,33323,New confirmed cases by infection date,Likely decreasing,0.79
New Jersey,6479 (13 -- 35503),6479,13549,96838,13,3282,5273,8060,11712,35503,New confirmed cases by infection date,Likely decreasing,0.65
North Carolina,6103 (1353 -- 27511),6103,10398,20360,1353,3510,5005,7684,11060,27511,New confirmed cases by infection date,Likely decreasing,0.73
Texas,5165 (756 -- 26995),5165,10406,49631,756,2589,4120,6504,9843,26995,New confirmed cases by infection date,Likely decreasing,0.9
Illinois,5029 (1996 -- 11213),5029,5810,4206,1996,3731,4519,5608,6756,11213,New confirmed cases by infection date,Likely decreasing,0.82
South Carolina,4991 (496 -- 24708),4991,8465,13238,496,2264,3739,6654,10285,24708,New confirmed cases by infection date,Likely decreasing,0.7
Alabama,4420 (41 -- 76841),4420,26036,172895,41,789,2514,7356,15677,76841,New confirmed cases by infection date,Likely decreasing,0.78
Massachusetts,4065 (588 -- 13368),4065,5217,4769,588,2078,3155,5008,7057,13368,New confirmed cases by infection date,Likely decreasing,0.87
Nevada,4005 (1121 -- 12248),4005,5737,23555,1121,2540,3408,4722,6345,12248,New confirmed cases by infection date,Likely decreasing,0.73
Michigan,3365 (907 -- 22901),3365,20543,432379,907,2066,2817,4149,6218,22901,New confirmed cases by infection date,Likely decreasing,0.71
Virginia,2618 (374 -- 17223),2618,6838,32940,374,1293,2047,3457,5056,17223,New confirmed cases by infection date,Likely decreasing,0.79
Maryland,2516 (989 -- 5646),2516,2874,1870,989,1761,2214,2883,3595,5646,New confirmed cases by infection date,Likely decreasing,0.91
Washington,2242 (150 -- 13906),2242,4793,16319,150,1136,1776,2860,4254,13906,New confirmed cases by infection date,Likely decreasing,0.66
Rhode Island,2106 (618 -- 9605),2106,3981,23656,618,1315,1759,2541,3559,9605,New confirmed cases by infection date,Stable,0.53
Connecticut,1933 (151 -- 16503),1933,5522,26134,151,851,1469,2606,4335,16503,New confirmed cases by infection date,Likely decreasing,0.74
Wisconsin,1924 (375 -- 14815),1924,6326,38394,375,1097,1570,2330,3303,14815,New confirmed cases by infection date,Likely decreasing,0.75
Kentucky,1740 (119 -- 9637),1740,3255,9161,119,654,1214,2313,3697,9637,New confirmed cases by infection date,Likely decreasing,0.83
Iowa,1563 (5 -- 13568),1563,5750,46489,5,279,904,2308,3906,13568,New confirmed cases by infection date,Likely decreasing,0.81
Oklahoma,1518 (249 -- 6489),1518,2248,2935,249,806,1206,1888,2684,6489,New confirmed cases by infection date,Likely decreasing,0.86
New Mexico,1439 (446 -- 3887),1439,1802,2472,446,956,1232,1640,2073,3887,New confirmed cases by infection date,Likely decreasing,0.84
Arkansas,1385 (195 -- 6187),1385,2138,3114,195,701,1096,1713,2525,6187,New confirmed cases by infection date,Likely decreasing,0.91
Tennessee,1348 (24 -- 12975),1348,8336,109597,24,394,891,2059,3871,12975,New confirmed cases by infection date,Likely decreasing,0.9
Utah,1079 (255 -- 4513),1079,2153,10132,255,660,890,1259,1718,4513,New confirmed cases by infection date,Likely decreasing,0.73
Mississippi,1069 (89 -- 7448),1069,2407,7319,89,460,777,1479,2430,7448,New confirmed cases by infection date,Likely decreasing,0.9
Colorado,994 (363 -- 3222),994,1427,3020,363,685,868,1148,1479,3222,New confirmed cases by infection date,Likely decreasing,0.86
Louisiana,974 (24 -- 32162),974,59500,1693440,24,285,619,1478,2988,32162,New confirmed cases by infection date,Likely decreasing,0.76
Nebraska,855 (220 -- 8392),855,4325,35253,220,478,677,1123,1849,8392,New confirmed cases by infection date,Stable,0.52
Minnesota,794 (289 -- 1956),794,925,655,289,566,698,903,1104,1956,New confirmed cases by infection date,Likely decreasing,0.93
Puerto Rico,720 (237 -- 2526),720,1143,3267,237,498,626,835,1073,2526,New confirmed cases by infection date,Likely decreasing,0.73
Oregon,687 (56 -- 2532),687,985,1457,56,327,546,860,1180,2532,New confirmed cases by infection date,Likely decreasing,0.86
Kansas,653 (0 -- 188186),653,109820,845795,0,35,237,1759,7181,188186,New confirmed cases by infection date,Likely decreasing,0.77
West Virginia,554 (89 -- 2510),554,966,2388,89,281,428,700,1020,2510,New confirmed cases by infection date,Likely decreasing,0.86
Idaho,378 (35 -- 1459),378,561,841,35,189,298,466,647,1459,New confirmed cases by infection date,Likely decreasing,0.88
South Dakota,351 (29 -- 2007),351,710,2445,29,170,275,435,645,2007,New confirmed cases by infection date,Likely decreasing,0.84
District of Columbia,226 (10 -- 1155),226,378,594,10,76,155,317,497,1155,New confirmed cases by infection date,Likely decreasing,0.84
New Hampshire,165 (9 -- 1129),165,397,2633,9,62,119,222,374,1129,New confirmed cases by infection date,Likely decreasing,0.88
Vermont,163 (28 -- 1714),163,539,2052,28,85,126,215,367,1714,New confirmed cases by infection date,Stable,0.58
Indiana,96 (0 -- 2519),96,690,6342,0,16,50,163,411,2519,New confirmed cases by infection date,Decreasing,0.97
Wyoming,72 (1 -- 768),72,336,2319,1,23,50,100,171,768,New confirmed cases by infection date,Likely decreasing,0.84
Alaska,66 (1 -- 591),66,240,1292,1,24,47,87,137,591,New confirmed cases by infection date,Likely decreasing,0.8
North Dakota,48 (4 -- 395),48,478,8884,4,24,37,60,88,395,New confirmed cases by infection date,Likely decreasing,0.86
Delaware,35 (0 -- 336),35,102,496,0,11,22,54,96,336,New confirmed cases by infection date,Likely decreasing,0.94
Montana,32 (0 -- 827),32,379,2850,0,5,16,60,144,827,New confirmed cases by infection date,Likely decreasing,0.88
Maine,30 (0 -- 539),30,307,3009,0,7,18,45,95,539,New confirmed cases by infection date,Likely decreasing,0.86
