region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,366876 (218648 -- 654199),366876,394216,149673,218648,295182,335770,397343,454116,654199,New confirmed cases by infection date,Likely increasing
Michigan,117531 (27702 -- 661144),117531,232448,642612,27702,63044,91680,148822,217848,661144,New confirmed cases by infection date,Likely increasing
Illinois,47143 (21407 -- 112204),47143,54018,30589,21407,34594,41840,53412,65561,112204,New confirmed cases by infection date,Increasing
Pennsylvania,36337 (10552 -- 177676),36337,72371,308257,10552,20496,28673,45033,66784,177676,New confirmed cases by infection date,Likely increasing
Florida,28605 (6732 -- 289955),28605,97822,526763,6732,14138,20880,37736,64320,289955,New confirmed cases by infection date,Unsure
Texas,28268 (6832 -- 89602),28268,36953,37761,6832,17773,24020,33445,45079,89602,New confirmed cases by infection date,Unsure
California,19632 (6989 -- 82702),19632,31333,60329,6989,12541,16384,23946,32498,82702,New confirmed cases by infection date,Unsure
Minnesota,17051 (7757 -- 42397),17051,20350,14577,7757,12448,15179,19355,23929,42397,New confirmed cases by infection date,Likely increasing
Tennessee,16921 (6670 -- 75881),16921,27661,40569,6670,11133,14152,20226,29125,75881,New confirmed cases by infection date,Likely increasing
Ohio,15673 (3723 -- 90275),15673,29192,67756,3723,8910,12712,19119,28137,90275,New confirmed cases by infection date,Unsure
Colorado,14150 (4300 -- 56924),14150,21370,34253,4300,8965,11896,17277,24847,56924,New confirmed cases by infection date,Likely increasing
Indiana,12633 (6424 -- 38385),12633,15821,12537,6424,9725,11343,14016,17000,38385,New confirmed cases by infection date,Likely increasing
New York,11175 (2929 -- 71347),11175,24305,73878,2929,6747,9060,14002,21318,71347,New confirmed cases by infection date,Likely increasing
New Jersey,9588 (3437 -- 25447),9588,11545,8411,3437,6715,8297,10974,13956,25447,New confirmed cases by infection date,Likely increasing
South Dakota,9464 (2630 -- 47899),9464,16004,24503,2630,5633,7690,11594,16857,47899,New confirmed cases by infection date,Likely increasing
