Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,3507 (545 -- 12837),Unsure,1 (0.66 -- 1.3),0.011 (-0.099 -- 0.083),61 (8.4 -- -7)
Alaska,184 (3 -- 1411),Unsure,0.99 (0.37 -- 1.3),-0.0035 (-0.19 -- 0.088),-200 (7.8 -- -3.6)
Arizona,1547 (68 -- 15662),Unsure,0.82 (0.28 -- 1.6),-0.052 (-0.23 -- 0.16),-13 (4.4 -- -3)
Arkansas,4013 (1544 -- 16120),Unsure,1.1 (0.85 -- 1.5),0.016 (-0.043 -- 0.13),44 (5.3 -- -16)
California,19632 (6989 -- 82702),Unsure,1.2 (0.93 -- 1.7),0.048 (-0.019 -- 0.18),14 (3.8 -- -37)
Colorado,14150 (4300 -- 56924),Likely increasing,1.2 (0.87 -- 1.5),0.05 (-0.036 -- 0.14),14 (5.1 -- -19)
Connecticut,6312 (2314 -- 34582),Likely increasing,1.2 (0.94 -- 1.7),0.05 (-0.016 -- 0.19),14 (3.7 -- -44)
Delaware,518 (72 -- 2876),Unsure,1 (0.66 -- 1.3),0.0032 (-0.099 -- 0.083),220 (8.3 -- -7)
District of Columbia,418 (60 -- 4640),Unsure,1.1 (0.66 -- 1.7),0.027 (-0.099 -- 0.18),25 (3.9 -- -7)
Florida,28605 (6732 -- 289955),Unsure,1.2 (0.88 -- 2.2),0.058 (-0.034 -- 0.29),12 (2.4 -- -20)
Georgia,5341 (1975 -- 18143),Unsure,1 (0.8 -- 1.3),0.0034 (-0.056 -- 0.075),200 (9.3 -- -12)
Guam,219 (41 -- 1308),Unsure,1 (0.68 -- 1.4),-8.2e-05 (-0.094 -- 0.1),-8400 (6.8 -- -7.4)
Hawaii,7625 (48 -- 922861),Unsure,2.4 (0.76 -- 8),0.33 (-0.07 -- 1.3),2.1 (0.52 -- -9.9)
Idaho,3282 (838 -- 15944),Unsure,1.1 (0.76 -- 1.5),0.024 (-0.067 -- 0.13),29 (5.3 -- -10)
Illinois,47143 (21407 -- 112204),Increasing,1.2 (1 -- 1.5),0.058 (0.0047 -- 0.13),12 (5.5 -- 150)
Indiana,12633 (6424 -- 38385),Likely increasing,1.1 (0.96 -- 1.6),0.028 (-0.01 -- 0.16),25 (4.2 -- -67)
Iowa,7581 (3295 -- 24784),Likely increasing,1.1 (0.95 -- 1.4),0.029 (-0.014 -- 0.1),24 (6.9 -- -50)
Kansas,3812 (876 -- 51082),Unsure,1.1 (0.82 -- 1.8),0.016 (-0.051 -- 0.2),44 (3.5 -- -13)
Kentucky,2760 (1223 -- 7801),Likely increasing,1.1 (0.87 -- 1.3),0.015 (-0.037 -- 0.081),45 (8.5 -- -19)
Louisiana,3999 (1428 -- 16428),Unsure,1.1 (0.87 -- 1.5),0.023 (-0.037 -- 0.14),30 (5.1 -- -19)
Maine,702 (20 -- 6934),Unsure,1.1 (0.36 -- 1.9),0.037 (-0.2 -- 0.21),19 (3.3 -- -3.5)
Maryland,8073 (3151 -- 26240),Likely increasing,1.2 (0.96 -- 1.6),0.06 (-0.011 -- 0.15),12 (4.6 -- -64)
