region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,153158 (78002 -- 330372),153158,173055,92654,78002,115952,137673,170950,205682,330372,New confirmed cases by infection date,Unsure
Connecticut,87095 (163 -- 1984550),87095,449475,851061,163,1971,28514,193280,520993,1984550,New confirmed cases by infection date,Unsure
Texas,63544 (23225 -- 182047),63544,80344,72064,23225,42938,54023,74379,94686,182047,New confirmed cases by infection date,Unsure
Arizona,27486 (7453 -- 210061),27486,90805,693209,7453,15290,21960,34735,53785,210061,New confirmed cases by infection date,Likely increasing
Florida,26646 (10077 -- 93431),26646,35847,31957,10077,18226,23036,31735,41700,93431,New confirmed cases by infection date,Unsure
California,15374 (7994 -- 34092),15374,17667,9548,7994,11746,13935,17156,21070,34092,New confirmed cases by infection date,Unsure
South Carolina,8932 (2255 -- 42369),8932,14415,19673,2255,5194,7286,11155,16418,42369,New confirmed cases by infection date,Unsure
New Jersey,6387 (2130 -- 38064),6387,13624,41229,2130,4012,5295,7838,12204,38064,New confirmed cases by infection date,Unsure
Georgia,5153 (1135 -- 296339),5153,71351,364729,1135,2424,3619,9131,23943,296339,New confirmed cases by infection date,Unsure
Louisiana,4086 (1041 -- 22498),4086,8789,32477,1041,2320,3368,5091,7843,22498,New confirmed cases by infection date,Unsure
Mississippi,3873 (1204 -- 20070),3873,6854,11996,1204,2352,3138,4789,6992,20070,New confirmed cases by infection date,Unsure
Ohio,3197 (1076 -- 23956),3197,9102,46441,1076,1950,2613,3945,5986,23956,New confirmed cases by infection date,Unsure
Tennessee,3072 (1049 -- 13874),3072,5073,8270,1049,2078,2606,3766,5302,13874,New confirmed cases by infection date,Likely increasing
Nevada,2975 (469 -- 34552),2975,9398,36990,469,1379,2208,4202,6887,34552,New confirmed cases by infection date,Unsure
Alabama,2647 (869 -- 11398),2647,4433,10810,869,1719,2253,3167,4260,11398,New confirmed cases by infection date,Unsure
Iowa,2596 (298 -- 34861),2596,13653,108546,298,994,1737,3741,7114,34861,New confirmed cases by infection date,Unsure
Michigan,2010 (359 -- 17335),2010,5725,22866,359,1042,1560,2724,4543,17335,New confirmed cases by infection date,Unsure
Pennsylvania,1916 (824 -- 14848),1916,5010,44348,824,1367,1675,2308,3431,14848,New confirmed cases by infection date,Likely decreasing
New York,1915 (418 -- 7246),1915,2849,6070,418,1133,1552,2320,3170,7246,New confirmed cases by infection date,Likely decreasing
Illinois,1765 (568 -- 42046),1765,27958,237954,568,1059,1426,2318,4153,42046,New confirmed cases by infection date,Likely decreasing
North Carolina,1765 (703 -- 5012),1765,2291,3170,703,1282,1557,1998,2530,5012,New confirmed cases by infection date,Unsure
Washington,1569 (446 -- 6523),1569,2393,3364,446,954,1278,1899,2681,6523,New confirmed cases by infection date,Unsure
Montana,1305 (102 -- 82114),1305,28366,189556,102,419,835,2226,5499,82114,New confirmed cases by infection date,Likely increasing
Massachusetts,1226 (409 -- 2515),1226,1332,726,409,931,1119,1359,1592,2515,New confirmed cases by infection date,Decreasing
Oklahoma,1202 (227 -- 11311),1202,8277,69392,227,620,920,1560,2602,11311,New confirmed cases by infection date,Unsure
Missouri,1136 (235 -- 31431),1136,17895,174164,235,610,894,1469,2628,31431,New confirmed cases by infection date,Unsure
Utah,1022 (303 -- 6658),1022,2408,9789,303,604,827,1285,1937,6658,New confirmed cases by infection date,Unsure
Indiana,881 (322 -- 2454),881,1112,1060,322,637,777,1002,1249,2454,New confirmed cases by infection date,Decreasing
Maryland,763 (306 -- 2374),763,1008,1117,306,553,678,857,1067,2374,New confirmed cases by infection date,Likely decreasing
Kentucky,760 (264 -- 3655),760,1402,4965,264,495,645,899,1268,3655,New confirmed cases by infection date,Unsure
New Mexico,705 (267 -- 3094),705,1210,4209,267,480,607,846,1167,3094,New confirmed cases by infection date,Likely decreasing
Arkansas,651 (40 -- 3560),651,1206,2978,40,244,464,850,1297,3560,New confirmed cases by infection date,Unsure
Oregon,628 (97 -- 5007),628,1875,7303,97,327,488,814,1382,5007,New confirmed cases by infection date,Unsure
Virginia,591 (3 -- 5673),591,1714,5054,3,98,321,1073,1838,5673,New confirmed cases by infection date,Unsure
Puerto Rico,571 (53 -- 12789),571,10654,266406,53,191,393,860,1894,12789,New confirmed cases by infection date,Unsure
Wisconsin,483 (123 -- 4595),483,1448,5719,123,277,388,601,944,4595,New confirmed cases by infection date,Unsure
South Dakota,313 (56 -- 3709),313,1400,10666,56,162,242,417,685,3709,New confirmed cases by infection date,Unsure
Idaho,312 (25 -- 8143),312,2672,18566,25,103,204,465,1052,8143,New confirmed cases by infection date,Unsure
Colorado,305 (60 -- 3002),305,1007,4052,60,176,244,383,603,3002,New confirmed cases by infection date,Likely decreasing
Minnesota,268 (52 -- 1640),268,550,1439,52,146,212,345,529,1640,New confirmed cases by infection date,Likely decreasing
Hawaii,262 (4 -- 19821),262,6372,38485,4,61,151,476,1425,19821,New confirmed cases by infection date,Unsure
Kansas,245 (38 -- 1255),245,449,1168,38,141,200,297,427,1255,New confirmed cases by infection date,Unsure
Nebraska,134 (0 -- 1102),134,395,2219,0,38,88,196,339,1102,New confirmed cases by infection date,Unsure
New Hampshire,127 (6 -- 711),127,248,619,6,48,92,172,266,711,New confirmed cases by infection date,Likely decreasing
Rhode Island,120 (0 -- 1313),120,415,2146,0,19,69,187,340,1313,New confirmed cases by infection date,Likely decreasing
Maine,112 (12 -- 3980),112,2095,24831,12,47,80,165,379,3980,New confirmed cases by infection date,Unsure
North Dakota,92 (9 -- 2998),92,2532,36971,9,39,67,129,291,2998,New confirmed cases by infection date,Unsure
District of Columbia,79 (7 -- 240),79,98,118,7,41,65,94,125,240,New confirmed cases by infection date,Decreasing
Alaska,39 (0 -- 997),39,432,4140,0,5,20,65,142,997,New confirmed cases by infection date,Unsure
West Virginia,29 (2 -- 464),29,253,2847,2,13,22,40,69,464,New confirmed cases by infection date,Likely decreasing
Delaware,14 (0 -- 240),14,111,1129,0,1,7,25,57,240,New confirmed cases by infection date,Likely decreasing
Connecticut,3.8 (0.81 -- 9.4),3.8,4.2,2.9,0.81,1.4,2.8,4.9,6.6,9.4,Effective reproduction no.,Unsure
Wyoming,2 (0 -- 310),2,492,5919,0,0,0,4,14,310,New confirmed cases by infection date,Unsure
Hawaii,1.5 (0.38 -- 4),1.5,1.7,1.2,0.38,1.1,1.3,1.6,2.1,4,Effective reproduction no.,Unsure
Montana,1.5 (0.93 -- 4),1.5,1.9,1.1,0.93,1.2,1.4,1.7,2.1,4,Effective reproduction no.,Likely increasing
Iowa,1.3 (0.74 -- 2.5),1.3,1.4,0.62,0.74,1,1.2,1.4,1.7,2.5,Effective reproduction no.,Unsure
Texas,1.3 (1 -- 1.7),1.3,1.3,0.23,1,1.2,1.3,1.4,1.4,1.7,Effective reproduction no.,Unsure
Arizona,1.2 (0.97 -- 1.9),1.2,1.3,0.42,0.97,1.1,1.2,1.3,1.4,1.9,Effective reproduction no.,Likely increasing
Florida,1.2 (0.96 -- 1.7),1.2,1.3,0.22,0.96,1.1,1.2,1.3,1.3,1.7,Effective reproduction no.,Unsure
Idaho,1.2 (0.65 -- 2.3),1.2,1.3,0.54,0.65,0.98,1.1,1.3,1.5,2.3,Effective reproduction no.,Unsure
Nevada,1.2 (0.77 -- 1.9),1.2,1.2,0.4,0.77,1,1.1,1.2,1.4,1.9,Effective reproduction no.,Unsure
Oklahoma,1.2 (0.83 -- 2.1),1.2,1.4,0.69,0.83,1.1,1.2,1.3,1.5,2.1,Effective reproduction no.,Unsure
Puerto Rico,1.2 (0.74 -- 2.5),1.2,1.4,0.66,0.74,1,1.1,1.3,1.6,2.5,Effective reproduction no.,Unsure
South Carolina,1.2 (0.82 -- 1.6),1.2,1.2,0.25,0.82,1,1.1,1.2,1.3,1.6,Effective reproduction no.,Unsure
US,1.2 (0.96 -- 1.4),1.2,1.2,0.16,0.96,1.1,1.1,1.2,1.3,1.4,Effective reproduction no.,Unsure
California,1.1 (0.91 -- 1.2),1.1,1.1,0.11,0.91,1,1,1.1,1.1,1.2,Effective reproduction no.,Unsure
Georgia,1.1 (0.83 -- 3),1.1,1.4,0.79,0.83,0.96,1,1.3,1.6,3,Effective reproduction no.,Unsure
Louisiana,1.1 (0.8 -- 1.6),1.1,1.2,0.29,0.8,0.99,1.1,1.2,1.2,1.6,Effective reproduction no.,Unsure
Michigan,1.1 (0.67 -- 1.8),1.1,1.2,0.42,0.67,0.94,1,1.1,1.3,1.8,Effective reproduction no.,Unsure
Oregon,1.1 (0.68 -- 1.7),1.1,1.1,0.38,0.68,0.96,1,1.1,1.2,1.7,Effective reproduction no.,Unsure
Tennessee,1.1 (0.86 -- 1.4),1.1,1.1,0.19,0.86,1,1,1.1,1.1,1.4,Effective reproduction no.,Likely increasing
Utah,1.1 (0.86 -- 1.6),1.1,1.1,0.28,0.86,1,1.1,1.1,1.2,1.6,Effective reproduction no.,Unsure
Alabama,1 (0.82 -- 1.3),1,1,0.19,0.82,0.97,1,1,1.1,1.3,Effective reproduction no.,Unsure
Alaska,1 (0.15 -- 1.8),1,0.98,0.57,0.15,0.65,0.9,1.1,1.2,1.8,Effective reproduction no.,Unsure
Kentucky,1 (0.8 -- 1.4),1,1,0.21,0.8,0.95,0.98,1,1.1,1.4,Effective reproduction no.,Unsure
Maine,1 (0.62 -- 2.1),1,1.2,0.59,0.62,0.9,0.96,1.1,1.3,2.1,Effective reproduction no.,Unsure
Mississippi,1 (0.82 -- 1.5),1,1.1,0.23,0.82,0.98,1,1.1,1.2,1.5,Effective reproduction no.,Unsure
Missouri,1 (0.7 -- 2.5),1,1.2,0.76,0.7,0.91,0.98,1.1,1.2,2.5,Effective reproduction no.,Unsure
New Jersey,1 (0.8 -- 1.6),1,1.1,0.29,0.8,0.94,0.99,1.1,1.2,1.6,Effective reproduction no.,Unsure
Ohio,1 (0.82 -- 1.6),1,1.1,0.33,0.82,0.94,0.98,1.1,1.2,1.6,Effective reproduction no.,Unsure
South Dakota,1 (0.71 -- 1.6),1,1.1,0.33,0.71,0.95,0.99,1.1,1.1,1.6,Effective reproduction no.,Unsure
Washington,1 (0.76 -- 1.4),1,1.1,0.2,0.76,0.96,1,1.1,1.1,1.4,Effective reproduction no.,Unsure
Kansas,0.98 (0.6 -- 1.4),0.98,0.98,0.25,0.6,0.89,0.96,1,1.1,1.4,Effective reproduction no.,Unsure
North Carolina,0.98 (0.81 -- 1.2),0.98,0.99,0.14,0.81,0.94,0.97,0.99,1,1.2,Effective reproduction no.,Unsure
North Dakota,0.97 (0.61 -- 2.1),0.97,1.1,0.57,0.61,0.88,0.94,1,1.2,2.1,Effective reproduction no.,Unsure
New Mexico,0.96 (0.83 -- 1.3),0.96,1,0.19,0.83,0.93,0.95,0.98,1,1.3,Effective reproduction no.,Likely decreasing
Wisconsin,0.95 (0.72 -- 1.7),0.95,1,0.36,0.72,0.87,0.92,0.99,1.1,1.7,Effective reproduction no.,Unsure
Arkansas,0.94 (0.45 -- 1.4),0.94,0.93,0.3,0.45,0.76,0.88,1,1.1,1.4,Effective reproduction no.,Unsure
Illinois,0.93 (0.72 -- 2.2),0.93,1.2,0.81,0.72,0.83,0.89,1,1.2,2.2,Effective reproduction no.,Likely decreasing
Pennsylvania,0.92 (0.79 -- 1.5),0.92,0.99,0.26,0.79,0.88,0.9,0.94,1,1.5,Effective reproduction no.,Likely decreasing
New York,0.91 (0.57 -- 1.2),0.91,0.92,0.22,0.57,0.82,0.88,0.95,1,1.2,Effective reproduction no.,Likely decreasing
West Virginia,0.91 (0.59 -- 1.6),0.91,0.98,0.4,0.59,0.83,0.88,0.94,1,1.6,Effective reproduction no.,Likely decreasing
Indiana,0.9 (0.7 -- 1.1),0.9,0.89,0.13,0.7,0.85,0.89,0.91,0.93,1.1,Effective reproduction no.,Decreasing
Maryland,0.9 (0.75 -- 1.2),0.9,0.92,0.15,0.75,0.86,0.89,0.91,0.96,1.2,Effective reproduction no.,Likely decreasing
Massachusetts,0.89 (0.65 -- 1),0.89,0.87,0.12,0.65,0.84,0.87,0.89,0.91,1,Effective reproduction no.,Decreasing
Colorado,0.88 (0.6 -- 1.5),0.88,0.95,0.33,0.6,0.81,0.86,0.91,1,1.5,Effective reproduction no.,Likely decreasing
District of Columbia,0.86 (0.49 -- 1),0.86,0.82,0.18,0.49,0.77,0.83,0.87,0.89,1,Effective reproduction no.,Decreasing
Nebraska,0.86 (0.27 -- 1.3),0.86,0.83,0.37,0.27,0.67,0.79,0.91,0.97,1.3,Effective reproduction no.,Unsure
New Hampshire,0.85 (0.42 -- 1.2),0.85,0.83,0.24,0.42,0.71,0.8,0.89,0.94,1.2,Effective reproduction no.,Likely decreasing
Minnesota,0.82 (0.52 -- 1.3),0.82,0.85,0.26,0.52,0.71,0.78,0.86,0.94,1.3,Effective reproduction no.,Likely decreasing
Rhode Island,0.78 (0.16 -- 1.2),0.78,0.74,0.35,0.16,0.54,0.71,0.84,0.91,1.2,Effective reproduction no.,Likely decreasing
Wyoming,0.77 (0.11 -- 2),0.77,0.89,0.81,0.11,0.47,0.67,0.89,1,2,Effective reproduction no.,Unsure
Virginia,0.72 (0.089 -- 1.3),0.72,0.71,0.47,0.089,0.38,0.6,0.84,0.96,1.3,Effective reproduction no.,Unsure
Delaware,0.64 (0.11 -- 1.1),0.64,0.64,0.41,0.11,0.41,0.56,0.71,0.82,1.1,Effective reproduction no.,Likely decreasing
Vermont,0.6 (0.014 -- 1.8),0.6,0.71,0.86,0.014,0.26,0.48,0.7,0.85,1.8,Effective reproduction no.,Likely decreasing
Virgin Islands,0.17 (1.5e-05 -- 2.3),0.17,0.56,1.1,1.5e-05,0.013,0.075,0.32,0.65,2.3,Effective reproduction no.,Likely decreasing
Vermont,0 (0 -- 15),0,216,6124,0,0,0,0,0,15,New confirmed cases by infection date,Likely decreasing
Virgin Islands,0 (0 -- 3),0,51,1105,0,0,0,0,0,3,New confirmed cases by infection date,Likely decreasing
