date,confirm,region
2020-04-20,6,Alabama
2020-04-21,20,Alabama
2020-04-22,13,Alabama
2020-04-23,6,Alabama
2020-04-24,7,Alabama
2020-04-25,0,Alabama
2020-04-26,10,Alabama
2020-04-27,9,Alabama
2020-04-28,14,Alabama
2020-04-29,14,Alabama
2020-04-30,16,Alabama
2020-05-01,17,Alabama
2020-05-02,0,Alabama
2020-05-03,2,Alabama
2020-05-04,8,Alabama
2020-05-05,17,Alabama
2020-05-06,28,Alabama
2020-05-07,26,Alabama
2020-05-08,14,Alabama
2020-05-09,7,Alabama
2020-05-10,3,Alabama
2020-05-11,10,Alabama
2020-05-12,32,Alabama
2020-05-13,15,Alabama
2020-05-14,23,Alabama
2020-05-15,10,Alabama
2020-05-16,2,Alabama
2020-05-17,3,Alabama
2020-05-18,1,Alabama
2020-05-19,15,Alabama
2020-05-20,18,Alabama
2020-05-21,7,Alabama
2020-05-22,12,Alabama
2020-05-23,8,Alabama
2020-05-24,2,Alabama
2020-05-25,15,Alabama
2020-05-26,14,Alabama
2020-05-27,3,Alabama
2020-05-28,8,Alabama
2020-05-29,19,Alabama
2020-05-30,8,Alabama
2020-05-31,12,Alabama
2020-06-01,16,Alabama
2020-06-02,7,Alabama
2020-06-03,0,Alabama
2020-06-04,0,Alabama
2020-06-05,23,Alabama
2020-06-06,13,Alabama
2020-06-07,3,Alabama
2020-06-08,26,Alabama
2020-06-09,11,Alabama
2020-06-10,15,Alabama
2020-06-11,11,Alabama
2020-06-12,14,Alabama
2020-06-13,4,Alabama
2020-06-14,0,Alabama
2020-06-15,1,Alabama
2020-06-16,11,Alabama
2020-06-17,5,Alabama
2020-06-18,20,Alabama
2020-06-19,12,Alabama
2020-06-20,16,Alabama
2020-06-21,1,Alabama
2020-06-22,2,Alabama
2020-06-23,23,Alabama
2020-06-24,27,Alabama
2020-06-25,5,Alabama
2020-06-26,11,Alabama
2020-06-27,12,Alabama
2020-06-28,0,Alabama
2020-06-29,10,Alabama
2020-06-30,21,Alabama
2020-07-01,22,Alabama
2020-07-02,13,Alabama
2020-07-03,21,Alabama
2020-07-04,1,Alabama
2020-07-05,0,Alabama
2020-07-06,0,Alabama
2020-07-07,26,Alabama
2020-07-08,25,Alabama
2020-07-09,10,Alabama
2020-07-10,36,Alabama
2020-07-11,10,Alabama
2020-07-12,7,Alabama
2020-07-13,3,Alabama
2020-04-20,0,Alaska
2020-04-21,0,Alaska
2020-04-22,0,Alaska
2020-04-23,0,Alaska
2020-04-24,0,Alaska
2020-04-25,0,Alaska
2020-04-26,0,Alaska
2020-04-27,0,Alaska
2020-04-28,0,Alaska
2020-04-29,0,Alaska
2020-04-30,0,Alaska
2020-05-01,0,Alaska
2020-05-02,0,Alaska
2020-05-03,0,Alaska
2020-05-04,0,Alaska
2020-05-05,0,Alaska
2020-05-06,1,Alaska
2020-05-07,0,Alaska
2020-05-08,0,Alaska
2020-05-09,0,Alaska
2020-05-10,0,Alaska
2020-05-11,0,Alaska
2020-05-12,0,Alaska
