Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,2647 (869 -- 11398),Unsure,1 (0.82 -- 1.3),0.0043 (-0.051 -- 0.092),160 (7.5 -- -13)
Alaska,39 (0 -- 997),Unsure,1 (0.15 -- 1.8),0.0022 (-0.29 -- 0.2),310 (3.5 -- -2.4)
Arizona,27486 (7453 -- 210061),Likely increasing,1.2 (0.97 -- 1.9),0.059 (-0.0087 -- 0.23),12 (3 -- -80)
Arkansas,651 (40 -- 3560),Unsure,0.94 (0.45 -- 1.4),-0.016 (-0.17 -- 0.1),-42 (6.8 -- -4.1)
California,15374 (7994 -- 34092),Unsure,1.1 (0.91 -- 1.2),0.014 (-0.024 -- 0.066),50 (11 -- -29)
Colorado,305 (60 -- 3002),Likely decreasing,0.88 (0.6 -- 1.5),-0.033 (-0.12 -- 0.13),-21 (5.3 -- -5.9)
Connecticut,87095 (163 -- 1984550),Unsure,3.8 (0.81 -- 9.4),0.61 (-0.054 -- 1.5),1.1 (0.46 -- -13)
Delaware,14 (0 -- 240),Likely decreasing,0.64 (0.11 -- 1.1),-0.1 (-0.3 -- 0.024),-6.6 (29 -- -2.3)
District of Columbia,79 (7 -- 240),Decreasing,0.86 (0.49 -- 1),-0.041 (-0.15 -- 0.0096),-17 (72 -- -4.5)
Florida,26646 (10077 -- 93431),Unsure,1.2 (0.96 -- 1.7),0.061 (-0.012 -- 0.17),11 (4.1 -- -58)
Georgia,5153 (1135 -- 296339),Unsure,1.1 (0.83 -- 3),0.032 (-0.047 -- 0.46),22 (1.5 -- -15)
Hawaii,262 (4 -- 19821),Unsure,1.5 (0.38 -- 4),0.12 (-0.19 -- 0.66),5.8 (1 -- -3.6)
Idaho,312 (25 -- 8143),Unsure,1.2 (0.65 -- 2.3),0.047 (-0.1 -- 0.32),15 (2.2 -- -6.8)
Illinois,1765 (568 -- 42046),Likely decreasing,0.93 (0.72 -- 2.2),-0.02 (-0.08 -- 0.3),-34 (2.3 -- -8.7)
Indiana,881 (322 -- 2454),Decreasing,0.9 (0.7 -- 1.1),-0.028 (-0.088 -- 0.018),-25 (39 -- -7.9)
Iowa,2596 (298 -- 34861),Unsure,1.3 (0.74 -- 2.5),0.076 (-0.074 -- 0.36),9.1 (1.9 -- -9.3)
Kansas,245 (38 -- 1255),Unsure,0.98 (0.6 -- 1.4),-0.0049 (-0.12 -- 0.096),-140 (7.2 -- -5.9)
Kentucky,760 (264 -- 3655),Unsure,1 (0.8 -- 1.4),0.00071 (-0.057 -- 0.1),980 (6.8 -- -12)
Louisiana,4086 (1041 -- 22498),Unsure,1.1 (0.8 -- 1.6),0.029 (-0.056 -- 0.16),24 (4.3 -- -12)
Maine,112 (12 -- 3980),Unsure,1 (0.62 -- 2.1),0.00068 (-0.11 -- 0.28),1000 (2.5 -- -6.3)
Maryland,763 (306 -- 2374),Likely decreasing,0.9 (0.75 -- 1.2),-0.028 (-0.07 -- 0.054),-25 (13 -- -9.8)
