Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,1427 (94 -- 11191),Unsure,0.87 (0.43 -- 1.4),-0.036 (-0.18 -- 0.1),-19 (6.9 -- -4)
Alaska,111 (5 -- 1641),Unsure,1.1 (0.54 -- 1.9),0.017 (-0.14 -- 0.22),40 (3.1 -- -5.1)
Arizona,2007 (205 -- 14450),Unsure,0.79 (0.4 -- 1.3),-0.059 (-0.19 -- 0.08),-12 (8.7 -- -3.7)
Arkansas,3443 (1076 -- 19208),Likely increasing,1.1 (0.84 -- 1.7),0.024 (-0.045 -- 0.17),29 (4 -- -16)
California,19005 (5944 -- 40183),Unsure,1 (0.76 -- 1.2),0.0012 (-0.07 -- 0.041),580 (17 -- -9.9)
Colorado,433 (41 -- 2625),Unsure,0.96 (0.52 -- 1.4),-0.011 (-0.14 -- 0.11),-63 (6 -- -4.8)
Connecticut,38 (0 -- 338),Likely decreasing,0.8 (0.2 -- 1.2),-0.056 (-0.26 -- 0.062),-12 (11 -- -2.6)
Delaware,13913 (61 -- 4151980),Unsure,2.2 (0.68 -- 8.8),0.29 (-0.093 -- 1.5),2.4 (0.48 -- -7.5)
District of Columbia,153 (23 -- 1434),Unsure,1 (0.62 -- 1.5),-0.00089 (-0.11 -- 0.14),-780 (4.9 -- -6.1)
Florida,7141 (1555 -- 22726),Unsure,0.79 (0.48 -- 1.1),-0.059 (-0.16 -- 0.024),-12 (29 -- -4.4)
Georgia,15907 (1890 -- 108802),Unsure,1.1 (0.56 -- 1.8),0.02 (-0.13 -- 0.2),35 (3.4 -- -5.4)
Guam,67 (2 -- 1181),Unsure,0.97 (0.52 -- 1.8),-0.0074 (-0.14 -- 0.2),-94 (3.5 -- -4.9)
Hawaii,423 (6 -- 5487),Unsure,1.1 (0.26 -- 1.9),0.032 (-0.24 -- 0.21),22 (3.2 -- -2.9)
Idaho,1063 (105 -- 24870),Unsure,1 (0.51 -- 2.5),0.0049 (-0.15 -- 0.34),140 (2 -- -4.7)
Illinois,2568 (625 -- 9423),Unsure,1 (0.67 -- 1.4),-0.00051 (-0.097 -- 0.11),-1400 (6.6 -- -7.2)
Indiana,1592 (488 -- 4418),Unsure,0.99 (0.72 -- 1.2),-0.0017 (-0.082 -- 0.062),-400 (11 -- -8.4)
Iowa,1176 (257 -- 4525),Unsure,1 (0.66 -- 1.4),0.012 (-0.099 -- 0.11),59 (6.1 -- -7)
Kansas,395 (45 -- 1529),Unsure,0.97 (0.59 -- 1.2),-0.007 (-0.12 -- 0.065),-99 (11 -- -5.7)
Kentucky,1683 (675 -- 9032),Likely increasing,1.1 (0.9 -- 1.6),0.018 (-0.028 -- 0.14),38 (4.9 -- -25)
Louisiana,5687 (911 -- 18349),Unsure,1 (0.65 -- 1.3),0.0068 (-0.1 -- 0.083),100 (8.4 -- -6.9)
Maine,70 (5 -- 1079),Unsure,1 (0.57 -- 1.8),0.00019 (-0.12 -- 0.2),3600 (3.4 -- -5.6)
Maryland,487 (100 -- 1642),Unsure,0.9 (0.56 -- 1.2),-0.028 (-0.13 -- 0.062),-25 (11 -- -5.4)
Massachusetts,2891 (991 -- 11600),Unsure,1.1 (0.8 -- 1.5),0.014 (-0.057 -- 0.13),48 (5.5 -- -12)
Michigan,1453 (444 -- 6094),Unsure,1 (0.77 -- 1.3),0.0052 (-0.067 -- 0.091),130 (7.6 -- -10)
Minnesota,1466 (144 -- 6027),Unsure,0.99 (0.45 -- 1.4),-0.0026 (-0.16 -- 0.097),-270 (7.1 -- -4.2)
Mississippi,2458 (202 -- 9565),Unsure,0.92 (0.48 -- 1.2),-0.023 (-0.16 -- 0.041),-30 (17 -- -4.4)
Missouri,1346 (98 -- 6732),Unsure,0.96 (0.45 -- 1.2),-0.0099 (-0.17 -- 0.062),-70 (11 -- -4.2)
Montana,106 (1 -- 2567),Unsure,0.84 (0.26 -- 1.7),-0.044 (-0.24 -- 0.18),-16 (3.8 -- -2.9)
Nebraska,713 (132 -- 10573),Unsure,1.1 (0.73 -- 1.9),0.018 (-0.079 -- 0.24),38 (2.9 -- -8.8)
Nevada,1683 (121 -- 7891),Unsure,0.92 (0.43 -- 1.2),-0.022 (-0.18 -- 0.064),-32 (11 -- -3.9)
New Hampshire,46 (7 -- 389),Likely decreasing,0.9 (0.62 -- 1.4),-0.028 (-0.11 -- 0.096),-25 (7.2 -- -6.2)
New Jersey,263 (39 -- 1113),Decreasing,0.83 (0.54 -- 1.1),-0.049 (-0.14 -- 0.038),-14 (18 -- -5.1)
New Mexico,562 (120 -- 2200),Unsure,0.99 (0.65 -- 1.4),-0.0034 (-0.1 -- 0.1),-200 (6.7 -- -6.7)
New York,315 (0 -- 1154),Likely decreasing,0.84 (0.03 -- 1.1),-0.046 (-0.34 -- 0.021),-15 (33 -- -2.1)
North Carolina,3240 (440 -- 13725),Unsure,0.96 (0.54 -- 1.4),-0.01 (-0.14 -- 0.1),-67 (6.9 -- -5.1)
North Dakota,430 (94 -- 2303),Likely increasing,1.1 (0.79 -- 1.5),0.025 (-0.059 -- 0.12),27 (5.6 -- -12)
Ohio,1992 (273 -- 7058),Unsure,0.96 (0.57 -- 1.3),-0.01 (-0.13 -- 0.07),-68 (9.9 -- -5.4)
Oklahoma,1928 (514 -- 6451),Likely increasing,1.1 (0.76 -- 1.4),0.014 (-0.069 -- 0.1),48 (7 -- -10)
Oregon,683 (84 -- 2967),Unsure,0.97 (0.58 -- 1.3),-0.007 (-0.12 -- 0.076),-99 (9.1 -- -5.6)
Pennsylvania,1578 (454 -- 4341),Unsure,0.97 (0.66 -- 1.2),-0.0072 (-0.1 -- 0.051),-96 (13 -- -7)
Puerto Rico,1701 (162 -- 7519),Unsure,1 (0.54 -- 1.4),0.0094 (-0.14 -- 0.1),74 (6.8 -- -5.1)
Rhode Island,111 (9 -- 5960),Unsure,0.91 (0.49 -- 2.2),-0.026 (-0.15 -- 0.29),-27 (2.4 -- -4.6)
South Carolina,2217 (365 -- 12335),Unsure,0.86 (0.48 -- 1.4),-0.038 (-0.16 -- 0.1),-18 (6.6 -- -4.4)
South Dakota,227 (27 -- 1408),Unsure,0.99 (0.61 -- 1.3),-0.0028 (-0.11 -- 0.086),-250 (8 -- -6.1)
Tennessee,5581 (2601 -- 12977),Likely increasing,1.1 (0.91 -- 1.3),0.02 (-0.024 -- 0.07),35 (9.9 -- -29)
Texas,17387 (2732 -- 96294),Unsure,0.89 (0.52 -- 1.4),-0.031 (-0.14 -- 0.1),-23 (6.8 -- -4.8)
