region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,74731 (31905 -- 161101),74731,83995,50324,31905,54830,66171,83903,101388,161101,New confirmed cases by infection date,Unsure
California,19005 (5944 -- 40183),19005,20707,14200,5944,13066,16770,21390,25643,40183,New confirmed cases by infection date,Unsure
Texas,17387 (2732 -- 96294),17387,31995,76421,2732,9390,13571,21580,33141,96294,New confirmed cases by infection date,Unsure
Georgia,15907 (1890 -- 108802),15907,37316,121205,1890,7497,12200,19958,31020,108802,New confirmed cases by infection date,Unsure
Delaware,13913 (61 -- 4151980),13913,761420,3005880,61,490,3545,49284,264724,4151980,New confirmed cases by infection date,Unsure
Florida,7141 (1555 -- 22726),7141,9231,8857,1555,4284,5983,8390,11453,22726,New confirmed cases by infection date,Unsure
Louisiana,5687 (911 -- 18349),5687,7952,15537,911,3295,4765,6697,8706,18349,New confirmed cases by infection date,Unsure
Tennessee,5581 (2601 -- 12977),5581,6378,3862,2601,4175,4968,6153,7358,12977,New confirmed cases by infection date,Likely increasing
Arkansas,3443 (1076 -- 19208),3443,7788,36899,1076,2252,2879,4092,5705,19208,New confirmed cases by infection date,Likely increasing
North Carolina,3240 (440 -- 13725),3240,5033,8943,440,1607,2527,3965,5616,13725,New confirmed cases by infection date,Unsure
Massachusetts,2891 (991 -- 11600),2891,4704,11187,991,1796,2444,3416,4681,11600,New confirmed cases by infection date,Unsure
Illinois,2568 (625 -- 9423),2568,3687,6555,625,1510,2101,3089,4187,9423,New confirmed cases by infection date,Unsure
Mississippi,2458 (202 -- 9565),2458,3614,8091,202,1038,1865,3183,4434,9565,New confirmed cases by infection date,Unsure
Washington,2298 (461 -- 6451),2298,2826,2786,461,1395,1927,2697,3519,6451,New confirmed cases by infection date,Unsure
South Carolina,2217 (365 -- 12335),2217,4208,10053,365,1139,1752,2837,4369,12335,New confirmed cases by infection date,Unsure
Virginia,2210 (807 -- 20055),2210,19003,189375,807,1501,1893,2601,3663,20055,New confirmed cases by infection date,Unsure
Arizona,2007 (205 -- 14450),2007,5332,18616,205,916,1531,2744,4416,14450,New confirmed cases by infection date,Unsure
Ohio,1992 (273 -- 7058),1992,2901,6589,273,1038,1639,2437,3288,7058,New confirmed cases by infection date,Unsure
Oklahoma,1928 (514 -- 6451),1928,2771,5515,514,1211,1606,2274,3027,6451,New confirmed cases by infection date,Likely increasing
Puerto Rico,1701 (162 -- 7519),1701,2629,3622,162,763,1282,2238,3334,7519,New confirmed cases by infection date,Unsure
Kentucky,1683 (675 -- 9032),1683,3186,9532,675,1141,1451,1963,2770,9032,New confirmed cases by infection date,Likely increasing
