region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,796133 (568904 -- 1181050),796133,820306,193761,568904,685632,753687,839580,920992,1181050,New confirmed cases by infection date,Likely increasing
Illinois,70381 (43977 -- 112490),70381,73699,21953,43977,58817,65813,75836,85465,112490,New confirmed cases by infection date,Likely increasing
Ohio,59624 (40085 -- 92817),59624,62371,16834,40085,50646,55826,63809,71442,92817,New confirmed cases by infection date,Likely increasing
Michigan,54403 (32480 -- 99095),54403,58969,21908,32480,43900,50069,59631,69925,99095,New confirmed cases by infection date,Likely increasing
California,54306 (35922 -- 91622),54306,58128,18296,35922,45827,50679,58714,66660,91622,New confirmed cases by infection date,Unsure
Texas,49618 (18074 -- 105114),49618,54191,28772,18074,35939,44286,54980,66169,105114,New confirmed cases by infection date,Unsure
Minnesota,46404 (24028 -- 86392),46404,49384,20028,24028,36068,42247,50826,58780,86392,New confirmed cases by infection date,Likely increasing
Pennsylvania,42753 (26284 -- 75643),42753,45942,15865,26284,35048,39646,46207,53471,75643,New confirmed cases by infection date,Increasing
Florida,33924 (20935 -- 56632),33924,35623,11121,20935,27696,31211,36277,41269,56632,New confirmed cases by infection date,Unsure
Wisconsin,32597 (18448 -- 54331),32597,34122,11707,18448,26376,29899,35169,39962,54331,New confirmed cases by infection date,Likely increasing
Indiana,30347 (20574 -- 45189),30347,31305,7810,20574,25884,28678,32043,35509,45189,New confirmed cases by infection date,Likely increasing
Colorado,28937 (16586 -- 48037),28937,30074,9842,16586,23656,26828,31017,35128,48037,New confirmed cases by infection date,Increasing
Missouri,27051 (14052 -- 57203),27051,30518,16082,14052,20583,24182,30086,36023,57203,New confirmed cases by infection date,Likely increasing
Tennessee,26785 (15577 -- 61486),26785,31411,18962,15577,20856,24186,29674,36227,61486,New confirmed cases by infection date,Likely increasing
Kansas,26667 (9628 -- 103967),26667,39087,52541,9628,17436,22719,31360,43353,103967,New confirmed cases by infection date,Unsure
New York,25981 (12492 -- 45208),25981,27013,9857,12492,20287,23770,28217,32672,45208,New confirmed cases by infection date,Likely increasing
Oklahoma,24860 (13958 -- 44356),24860,26541,10125,13958,19517,22673,27238,31354,44356,New confirmed cases by infection date,Likely increasing
New Jersey,21969 (14926 -- 35153),21969,23144,6505,14926,18743,20739,23285,26208,35153,New confirmed cases by infection date,Increasing
Iowa,18647 (6994 -- 42745),18647,21245,12051,6994,12653,16293,21821,27274,42745,New confirmed cases by infection date,Unsure
Washington,16129 (8943 -- 29760),16129,17398,6717,8943,12884,14798,17655,20568,29760,New confirmed cases by infection date,Likely increasing
Nebraska,15343 (9520 -- 27488),15343,16548,6133,9520,12284,14186,16731,19160,27488,New confirmed cases by infection date,Increasing
Arizona,14370 (8513 -- 25738),14370,15370,5715,8513,11529,13218,15598,17723,25738,New confirmed cases by infection date,Likely increasing
Connecticut,14040 (7576 -- 28051),14040,15458,7115,7576,10794,12665,15585,18282,28051,New confirmed cases by infection date,Increasing
Massachusetts,13326 (8348 -- 22040),13326,14076,4548,8348,11094,12483,14347,16130,22040,New confirmed cases by infection date,Likely increasing
Utah,13116 (6869 -- 23452),13116,13855,5116,6869,10420,11982,14309,16538,23452,New confirmed cases by infection date,Likely increasing
Louisiana,12622 (5922 -- 35891),12622,15915,11795,5922,9112,11052,14619,18805,35891,New confirmed cases by infection date,Unsure
North Carolina,11740 (7013 -- 21110),11740,12667,4735,7013,9607,10918,12675,14539,21110,New confirmed cases by infection date,Unsure
Maryland,11644 (7699 -- 18310),11644,12139,3328,7699,9868,10956,12347,13843,18310,New confirmed cases by infection date,Unsure
Georgia,10513 (2588 -- 24627),10513,11744,7505,2588,6508,8792,12242,15451,24627,New confirmed cases by infection date,Unsure
Kentucky,10026 (6799 -- 15607),10026,10539,2907,6799,8561,9503,10705,12067,15607,New confirmed cases by infection date,Likely increasing
Nevada,9554 (5538 -- 17628),9554,10276,3914,5538,7618,8784,10472,12062,17628,New confirmed cases by infection date,Likely increasing
Virginia,9025 (6055 -- 14530),9025,9504,2789,6055,7543,8416,9645,10808,14530,New confirmed cases by infection date,Unsure
Alabama,8732 (5193 -- 17145),8732,9582,4118,5193,6957,7964,9517,10975,17145,New confirmed cases by infection date,Unsure
Arkansas,8291 (5396 -- 13779),8291,8791,2709,5396,6914,7782,8940,10093,13779,New confirmed cases by infection date,Likely increasing
Montana,7910 (4375 -- 16819),7910,8928,4436,4375,6126,7188,8734,10342,16819,New confirmed cases by infection date,Likely increasing
South Dakota,7426 (4235 -- 13029),7426,7914,2779,4235,6041,6870,8137,9330,13029,New confirmed cases by infection date,Likely increasing
West Virginia,7106 (4137 -- 14174),7106,7815,3335,4137,5619,6506,7751,9026,14174,New confirmed cases by infection date,Likely increasing
North Dakota,6944 (4360 -- 10994),6944,7213,2036,4360,5868,6518,7382,8264,10994,New confirmed cases by infection date,Likely increasing
South Carolina,6614 (4114 -- 11769),6614,7106,2822,4114,5362,6096,7129,8151,11769,New confirmed cases by infection date,Unsure
Idaho,6333 (3714 -- 10818),6333,6679,2299,3714,5171,5830,6785,7703,10818,New confirmed cases by infection date,Likely increasing
New Mexico,6309 (3538 -- 11336),6309,6745,2518,3538,5042,5817,6887,7944,11336,New confirmed cases by infection date,Likely increasing
Rhode Island,5883 (3433 -- 10390),5883,6291,2523,3433,4699,5389,6321,7215,10390,New confirmed cases by infection date,Increasing
Mississippi,5646 (3110 -- 11796),5646,6290,2831,3110,4424,5137,6212,7421,11796,New confirmed cases by infection date,Unsure
Oregon,5044 (3086 -- 8356),5044,5302,1690,3086,4184,4699,5453,6140,8356,New confirmed cases by infection date,Likely increasing
Wyoming,4522 (2799 -- 8043),4522,4852,1778,2799,3690,4172,4885,5624,8043,New confirmed cases by infection date,Increasing
Alaska,3123 (1965 -- 4979),3123,3253,964,1965,2579,2898,3344,3735,4979,New confirmed cases by infection date,Increasing
Puerto Rico,2725 (1460 -- 5970),2725,3177,2136,1460,2138,2482,3028,3632,5970,New confirmed cases by infection date,Likely increasing
Delaware,2081 (1018 -- 4697),2081,2397,1296,1018,1530,1866,2370,2920,4697,New confirmed cases by infection date,Likely increasing
New Hampshire,1962 (1156 -- 4718),1962,2321,1291,1156,1541,1786,2159,2643,4718,New confirmed cases by infection date,Increasing
Maine,1136 (378 -- 2621),1136,1269,742,378,764,978,1308,1583,2621,New confirmed cases by infection date,Unsure
Vermont,783 (350 -- 2218),783,982,704,350,549,683,914,1190,2218,New confirmed cases by infection date,Likely increasing
District of Columbia,752 (434 -- 1531),752,830,368,434,589,685,819,962,1531,New confirmed cases by infection date,Likely increasing
Guam,678 (226 -- 3076),678,1129,2230,226,438,573,788,1114,3076,New confirmed cases by infection date,Unsure
Hawaii,485 (281 -- 815),485,506,169,281,389,446,523,589,815,New confirmed cases by infection date,Unsure
Virgin Islands,16 (1 -- 111),16,33,70,1,7,12,22,36,111,New confirmed cases by infection date,Unsure
Northern Mariana Islands,2 (0 -- 11),2,4,6,0,1,2,3,4,11,New confirmed cases by infection date,Unsure
Vermont,1.4 (1.1 -- 2),1.4,1.5,0.28,1.1,1.3,1.4,1.5,1.6,2,Effective reproduction no.,Likely increasing
California,1.3 (1.1 -- 1.5),1.3,1.3,0.12,1.1,1.2,1.2,1.3,1.3,1.5,Effective reproduction no.,Unsure
Kansas,1.3 (1 -- 1.9),1.3,1.4,0.28,1,1.2,1.3,1.4,1.5,1.9,Effective reproduction no.,Unsure
Louisiana,1.3 (1.1 -- 1.7),1.3,1.3,0.22,1.1,1.2,1.2,1.3,1.4,1.7,Effective reproduction no.,Unsure
Ohio,1.3 (1.1 -- 1.4),1.3,1.3,0.084,1.1,1.2,1.2,1.3,1.3,1.4,Effective reproduction no.,Likely increasing
Oklahoma,1.3 (1.1 -- 1.5),1.3,1.3,0.14,1.1,1.2,1.3,1.3,1.4,1.5,Effective reproduction no.,Likely increasing
