Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,8732 (5193 -- 17145),Unsure,1.1 (0.95 -- 1.3),0.02 (-0.013 -- 0.078),35 (8.9 -- -55)
Alaska,3123 (1965 -- 4979),Increasing,1.1 (0.99 -- 1.2),0.032 (-0.0041 -- 0.061),22 (11 -- -170)
Arizona,14370 (8513 -- 25738),Likely increasing,1.2 (1 -- 1.4),0.045 (0.0098 -- 0.095),15 (7.3 -- 71)
Arkansas,8291 (5396 -- 13779),Likely increasing,1.1 (1 -- 1.2),0.028 (0.0012 -- 0.062),25 (11 -- 560)
California,54306 (35922 -- 91622),Unsure,1.3 (1.1 -- 1.5),0.067 (0.028 -- 0.12),10 (5.6 -- 25)
Colorado,28937 (16586 -- 48037),Increasing,1.2 (0.96 -- 1.4),0.052 (-0.0097 -- 0.099),13 (7 -- -72)
Connecticut,14040 (7576 -- 28051),Increasing,1.2 (1 -- 1.4),0.056 (0.0087 -- 0.11),12 (6.4 -- 79)
Delaware,2081 (1018 -- 4697),Likely increasing,1.2 (1 -- 1.5),0.045 (0.0025 -- 0.12),15 (5.9 -- 280)
District of Columbia,752 (434 -- 1531),Likely increasing,1.1 (0.99 -- 1.3),0.036 (-0.0028 -- 0.09),19 (7.7 -- -250)
Florida,33924 (20935 -- 56632),Unsure,1.1 (0.99 -- 1.3),0.031 (-0.0032 -- 0.071),23 (9.8 -- -220)
Georgia,10513 (2588 -- 24627),Unsure,0.94 (0.52 -- 1.2),-0.018 (-0.14 -- 0.052),-39 (13 -- -4.8)
Guam,678 (226 -- 3076),Unsure,1.1 (0.81 -- 1.8),0.027 (-0.053 -- 0.19),26 (3.6 -- -13)
Hawaii,485 (281 -- 815),Unsure,1.1 (0.88 -- 1.2),0.015 (-0.034 -- 0.058),48 (12 -- -21)
Idaho,6333 (3714 -- 10818),Likely increasing,1.1 (0.86 -- 1.3),0.026 (-0.04 -- 0.079),27 (8.8 -- -17)
Illinois,70381 (43977 -- 112490),Likely increasing,1.1 (0.96 -- 1.3),0.034 (-0.011 -- 0.067),20 (10 -- -63)
Indiana,30347 (20574 -- 45189),Likely increasing,1.2 (1 -- 1.3),0.051 (0.012 -- 0.087),14 (8 -- 58)
Iowa,18647 (6994 -- 42745),Unsure,0.94 (0.57 -- 1.3),-0.018 (-0.13 -- 0.07),-39 (9.9 -- -5.5)
Kansas,26667 (9628 -- 103967),Unsure,1.3 (1 -- 1.9),0.083 (0.0078 -- 0.21),8.3 (3.2 -- 89)
Kentucky,10026 (6799 -- 15607),Likely increasing,1.1 (0.98 -- 1.2),0.026 (-0.0066 -- 0.057),27 (12 -- -110)
