Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,1383 (380 -- 9256),Likely decreasing,0.95 (0.73 -- 1.3),-0.015 (-0.079 -- 0.083),-47 (8.3 -- -8.8)
Alaska,67 (0 -- 525),Unsure,0.94 (0.23 -- 1.3),-0.017 (-0.24 -- 0.078),-41 (8.9 -- -2.8)
Arizona,362 (8 -- 1281),Decreasing,0.81 (0.29 -- 1),-0.053 (-0.23 -- 0.0035),-13 (200 -- -3.1)
Arkansas,4585 (1291 -- 14917),Likely increasing,1.1 (0.71 -- 1.4),0.015 (-0.085 -- 0.097),46 (7.1 -- -8.2)
California,4544 (800 -- 12552),Likely decreasing,0.86 (0.54 -- 1),-0.04 (-0.13 -- 0.0043),-17 (160 -- -5.1)
Colorado,1352 (319 -- 6848),Unsure,1.1 (0.78 -- 1.5),0.024 (-0.062 -- 0.14),29 (5 -- -11)
Connecticut,345 (29 -- 2812),Unsure,1 (0.52 -- 1.6),0.0064 (-0.14 -- 0.14),110 (4.8 -- -4.8)
Delaware,366 (38 -- 2504),Unsure,1.1 (0.61 -- 1.6),0.016 (-0.11 -- 0.15),44 (4.6 -- -6.1)
District of Columbia,178 (33 -- 1336),Unsure,1 (0.73 -- 1.5),0.0057 (-0.077 -- 0.13),120 (5.3 -- -9)
Florida,80467 (19054 -- 1008850),Unsure,1.3 (0.97 -- 2.6),0.084 (-0.0091 -- 0.38),8.3 (1.8 -- -76)
Georgia,6810 (1971 -- 25022),Unsure,0.98 (0.73 -- 1.4),-0.0066 (-0.078 -- 0.095),-110 (7.3 -- -8.9)
Guam,146 (0 -- 2240),Unsure,0.91 (0.18 -- 1.7),-0.024 (-0.27 -- 0.19),-29 (3.7 -- -2.6)
Hawaii,382 (17 -- 3128),Unsure,0.94 (0.39 -- 1.4),-0.017 (-0.19 -- 0.11),-41 (6.2 -- -3.7)
Idaho,529 (180 -- 2310),Unsure,0.97 (0.8 -- 1.3),-0.0088 (-0.056 -- 0.071),-78 (9.8 -- -12)
Illinois,4629 (2449 -- 9505),Likely increasing,1 (0.91 -- 1.1),0.0084 (-0.025 -- 0.038),83 (18 -- -28)
Indiana,3860 (1560 -- 11099),Unsure,1.1 (0.9 -- 1.4),0.024 (-0.029 -- 0.095),29 (7.3 -- -24)
Iowa,3395 (1075 -- 17669),Unsure,1.1 (0.85 -- 1.6),0.025 (-0.041 -- 0.15),28 (4.6 -- -17)
Kansas,2471 (422 -- 20391),Unsure,1.1 (0.69 -- 1.8),0.018 (-0.09 -- 0.2),38 (3.5 -- -7.7)
Kentucky,1099 (294 -- 4019),Unsure,0.96 (0.72 -- 1.3),-0.01 (-0.079 -- 0.078),-69 (8.8 -- -8.8)
Louisiana,1566 (721 -- 4005),Likely decreasing,0.94 (0.81 -- 1.2),-0.016 (-0.055 -- 0.048),-43 (14 -- -13)
Maine,18 (0 -- 252),Unsure,0.91 (0.33 -- 1.3),-0.025 (-0.21 -- 0.088),-27 (7.9 -- -3.3)
Maryland,744 (321 -- 2325),Likely decreasing,0.97 (0.82 -- 1.2),-0.0075 (-0.05 -- 0.062),-93 (11 -- -14)
Massachusetts,2458 (926 -- 7364),Unsure,1 (0.81 -- 1.2),-3e-04 (-0.052 -- 0.051),-2300 (14 -- -13)
Michigan,2183 (439 -- 12694),Unsure,1 (0.69 -- 1.4),-0.00086 (-0.091 -- 0.11),-810 (6.4 -- -7.6)
Minnesota,1794 (490 -- 7094),Unsure,1 (0.73 -- 1.3),0.0013 (-0.077 -- 0.078),520 (8.9 -- -9)
Mississippi,1707 (527 -- 5584),Likely decreasing,0.93 (0.72 -- 1.1),-0.02 (-0.079 -- 0.03),-34 (23 -- -8.7)
Missouri,4864 (1223 -- 19393),Unsure,1 (0.75 -- 1.3),0.012 (-0.072 -- 0.083),56 (8.3 -- -9.6)
Montana,572 (122 -- 3104),Unsure,1 (0.73 -- 1.5),0.0086 (-0.078 -- 0.12),81 (5.7 -- -8.9)
Nebraska,1040 (170 -- 6552),Unsure,1 (0.71 -- 1.4),0.014 (-0.084 -- 0.11),51 (6.3 -- -8.3)
Nevada,819 (236 -- 2929),Likely decreasing,0.93 (0.74 -- 1.2),-0.02 (-0.073 -- 0.057),-35 (12 -- -9.5)
New Hampshire,2545 (164 -- 62309),Unsure,1.6 (0.89 -- 3.5),0.15 (-0.031 -- 0.56),4.6 (1.2 -- -22)
New Jersey,540 (99 -- 2147),Unsure,0.96 (0.63 -- 1.3),-0.01 (-0.11 -- 0.078),-69 (8.9 -- -6.4)
New Mexico,406 (169 -- 1571),Unsure,0.98 (0.83 -- 1.4),-0.0043 (-0.047 -- 0.1),-160 (6.7 -- -15)
New York,2089 (120 -- 11799),Unsure,0.99 (0.42 -- 1.4),-0.0029 (-0.18 -- 0.093),-240 (7.4 -- -3.9)
North Carolina,2123 (441 -- 5348),Unsure,0.94 (0.63 -- 1.1),-0.017 (-0.11 -- 0.023),-42 (30 -- -6.4)
North Dakota,3504 (857 -- 13430),Likely increasing,1.2 (0.79 -- 1.5),0.042 (-0.061 -- 0.13),16 (5.3 -- -11)
Ohio,1320 (135 -- 4428),Likely decreasing,0.89 (0.49 -- 1.1),-0.03 (-0.15 -- 0.037),-23 (19 -- -4.5)
Oklahoma,1360 (579 -- 3887),Unsure,0.99 (0.86 -- 1.2),-0.0016 (-0.04 -- 0.059),-430 (12 -- -17)
Oregon,559 (173 -- 2124),Unsure,0.98 (0.77 -- 1.2),-0.0054 (-0.067 -- 0.061),-130 (11 -- -10)
Pennsylvania,4671 (1587 -- 16844),Unsure,1 (0.84 -- 1.3),0.011 (-0.044 -- 0.09),63 (7.7 -- -16)
Puerto Rico,2087 (456 -- 15577),Unsure,1 (0.8 -- 2.5),0.0052 (-0.056 -- 0.38),130 (1.8 -- -12)
Rhode Island,218 (4 -- 1562),Unsure,0.96 (0.36 -- 1.3),-0.011 (-0.2 -- 0.076),-62 (9.1 -- -3.5)
South Carolina,1560 (543 -- 3623),Likely decreasing,0.93 (0.72 -- 1.1),-0.019 (-0.08 -- 0.022),-36 (31 -- -8.7)
South Dakota,2182 (230 -- 20114),Unsure,1.2 (0.64 -- 1.9),0.045 (-0.1 -- 0.22),16 (3.2 -- -6.7)
Tennessee,5099 (2009 -- 12813),Unsure,1 (0.82 -- 1.2),0.0022 (-0.05 -- 0.047),320 (15 -- -14)
Texas,10491 (3592 -- 37719),Likely decreasing,0.95 (0.74 -- 1.2),-0.014 (-0.077 -- 0.047),-51 (15 -- -9)
US,103541 (63291 -- 181811),Unsure,1 (0.92 -- 1.1),-0.0013 (-0.023 -- 0.029),-510 (24 -- -30)
Utah,5077 (659 -- 35915),Unsure,1.4 (0.77 -- 2.2),0.1 (-0.067 -- 0.29),7 (2.4 -- -10)
Vermont,0 (0 -- 5),Likely decreasing,0.23 (3.7e-05 -- 2.2),-0.25 (-0.4 -- 0.28),-2.8 (2.5 -- -1.7)
Virgin Islands,0 (0 -- 39),Unsure,0.47 (0.007 -- 1.6),-0.16 (-0.37 -- 0.16),-4.3 (4.4 -- -1.9)
Virginia,490 (0 -- 6180),Unsure,0.71 (0.18 -- 1.3),-0.084 (-0.27 -- 0.086),-8.2 (8 -- -2.6)
Washington,636 (31 -- 4865),Likely decreasing,0.92 (0.41 -- 1.3),-0.023 (-0.18 -- 0.076),-30 (9.2 -- -3.8)
West Virginia,601 (68 -- 3581),Unsure,0.94 (0.59 -- 1.3),-0.016 (-0.12 -- 0.076),-44 (9.1 -- -5.8)
Wisconsin,11488 (4459 -- 31410),Unsure,1.3 (1 -- 1.7),0.084 (0.0052 -- 0.19),8.3 (3.7 -- 130)
Wyoming,32 (0 -- 450),Unsure,0.93 (0.29 -- 1.4),-0.019 (-0.23 -- 0.11),-36 (6.2 -- -3.1)
