Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,8562 (4176 -- 19539),Unsure,1.2 (0.92 -- 1.6),0.049 (-0.021 -- 0.15),14 (4.6 -- -33)
Alaska,227 (100 -- 493),Unsure,0.94 (0.66 -- 1.3),-0.017 (-0.1 -- 0.067),-42 (10 -- -6.9)
Arizona,1170 (599 -- 2383),Unsure,0.84 (0.67 -- 1),-0.046 (-0.097 -- 0.013),-15 (53 -- -7.1)
Arkansas,2201 (1414 -- 3868),Unsure,0.98 (0.88 -- 1.1),-0.0064 (-0.032 -- 0.038),-110 (18 -- -21)
California,17478 (9952 -- 31338),Unsure,0.92 (0.75 -- 1.1),-0.023 (-0.071 -- 0.018),-30 (39 -- -9.8)
Colorado,906 (504 -- 1657),Unsure,0.95 (0.76 -- 1.1),-0.015 (-0.068 -- 0.038),-46 (18 -- -10)
Connecticut,735 (373 -- 2207),Unsure,1 (0.9 -- 1.5),0.013 (-0.029 -- 0.13),55 (5.5 -- -24)
Delaware,309 (158 -- 762),Unsure,0.98 (0.83 -- 1.3),-0.0056 (-0.047 -- 0.077),-120 (8.9 -- -15)
District of Columbia,176 (86 -- 388),Unsure,0.95 (0.71 -- 1.3),-0.013 (-0.084 -- 0.07),-52 (10 -- -8.3)
Florida,8170 (4773 -- 14238),Unsure,0.85 (0.71 -- 1),-0.042 (-0.082 -- 0.0021),-17 (330 -- -8.4)
Georgia,5420 (3394 -- 8932),Unsure,0.88 (0.74 -- 1),-0.034 (-0.074 -- 0.0052),-21 (130 -- -9.3)
Guam,1359 (234 -- 8026),Unsure,1.5 (0.8 -- 2.3),0.12 (-0.057 -- 0.31),5.7 (2.2 -- -12)
Hawaii,972 (334 -- 2684),Unsure,0.95 (0.62 -- 1.4),-0.013 (-0.11 -- 0.11),-54 (6.6 -- -6.2)
Idaho,830 (322 -- 2498),Unsure,0.9 (0.63 -- 1.3),-0.029 (-0.11 -- 0.085),-24 (8.2 -- -6.4)
Illinois,6934 (4980 -- 9973),Likely increasing,1 (0.93 -- 1.1),0.0049 (-0.02 -- 0.024),140 (28 -- -35)
Indiana,4062 (2384 -- 7865),Unsure,1 (0.86 -- 1.2),0.007 (-0.039 -- 0.062),99 (11 -- -18)
Iowa,6549 (3315 -- 13248),Likely increasing,1.2 (0.98 -- 1.5),0.059 (-0.0054 -- 0.14),12 (5.1 -- -130)
Kansas,1889 (863 -- 3653),Unsure,0.93 (0.67 -- 1.2),-0.019 (-0.096 -- 0.041),-36 (17 -- -7.2)
Kentucky,2658 (1319 -- 5043),Unsure,1 (0.79 -- 1.2),-0.0011 (-0.06 -- 0.043),-660 (16 -- -12)
Louisiana,2956 (1393 -- 6947),Unsure,0.97 (0.76 -- 1.3),-0.0092 (-0.069 -- 0.082),-76 (8.4 -- -10)
Maine,120 (60 -- 254),Unsure,1.1 (0.85 -- 1.3),0.018 (-0.041 -- 0.073),39 (9.5 -- -17)
Maryland,1922 (1058 -- 3714),Unsure,1 (0.8 -- 1.3),0.0022 (-0.058 -- 0.073),310 (9.5 -- -12)
Massachusetts,1296 (919 -- 1931),Unsure,1.1 (0.96 -- 1.2),0.021 (-0.0097 -- 0.059),32 (12 -- -71)
Michigan,4707 (2694 -- 9266),Likely increasing,1.1 (0.93 -- 1.3),0.018 (-0.02 -- 0.076),39 (9.1 -- -35)
Minnesota,3772 (2351 -- 6550),Unsure,1.1 (0.97 -- 1.3),0.033 (-0.0088 -- 0.091),21 (7.7 -- -79)
Mississippi,2176 (1068 -- 4664),Unsure,0.93 (0.76 -- 1.2),-0.019 (-0.069 -- 0.042),-36 (17 -- -10)
Missouri,5454 (2900 -- 12788),Unsure,1 (0.87 -- 1.4),0.011 (-0.036 -- 0.1),62 (6.9 -- -19)
Montana,704 (347 -- 1508),Unsure,1.1 (0.89 -- 1.4),0.029 (-0.03 -- 0.11),24 (6.3 -- -23)
Nebraska,1724 (958 -- 3969),Unsure,1.2 (0.97 -- 1.6),0.044 (-0.0072 -- 0.15),16 (4.7 -- -96)
Nevada,1279 (736 -- 2248),Unsure,0.89 (0.73 -- 1.1),-0.032 (-0.077 -- 0.02),-22 (34 -- -8.9)
New Hampshire,74 (38 -- 159),Unsure,0.97 (0.82 -- 1.2),-0.0077 (-0.051 -- 0.065),-90 (11 -- -14)
New Jersey,1221 (699 -- 2530),Unsure,1 (0.85 -- 1.3),-0.0011 (-0.042 -- 0.07),-650 (9.9 -- -17)
New Mexico,362 (190 -- 665),Unsure,0.92 (0.71 -- 1.1),-0.022 (-0.084 -- 0.029),-31 (24 -- -8.3)
New York,2486 (1818 -- 3967),Unsure,1 (0.98 -- 1.2),0.0091 (-0.0066 -- 0.052),76 (13 -- -110)
North Carolina,7225 (4321 -- 11657),Unsure,1 (0.82 -- 1.1),7e-04 (-0.05 -- 0.036),990 (19 -- -14)
North Dakota,1378 (663 -- 2886),Likely increasing,1.1 (0.84 -- 1.4),0.033 (-0.045 -- 0.11),21 (6.4 -- -15)
Northern Mariana Islands,0 (0 -- 5),Unsure,0.9 (0.41 -- 1.4),-0.028 (-0.18 -- 0.1),-25 (6.7 -- -3.8)
Ohio,4780 (3226 -- 7570),Unsure,1.1 (0.98 -- 1.3),0.027 (-0.0067 -- 0.073),26 (9.5 -- -100)
Oklahoma,4579 (2315 -- 10873),Unsure,1.1 (0.92 -- 1.5),0.029 (-0.022 -- 0.13),24 (5.2 -- -31)
Oregon,713 (420 -- 1221),Unsure,0.94 (0.82 -- 1.1),-0.017 (-0.052 -- 0.025),-41 (28 -- -13)
Pennsylvania,2435 (1616 -- 4420),Unsure,1 (0.91 -- 1.3),0.0043 (-0.025 -- 0.068),160 (10 -- -27)
