date,confirm,region
2020-07-20,1503,Alabama
2020-07-21,1364,Alabama
2020-07-22,1994,Alabama
2020-07-23,2091,Alabama
2020-07-24,2110,Alabama
2020-07-25,1393,Alabama
2020-07-26,1760,Alabama
2020-07-27,1308,Alabama
2020-07-28,1442,Alabama
2020-07-29,1954,Alabama
2020-07-30,2012,Alabama
2020-07-31,1602,Alabama
2020-08-01,2033,Alabama
2020-08-02,1159,Alabama
2020-08-03,1044,Alabama
2020-08-04,955,Alabama
2020-08-05,1866,Alabama
2020-08-06,1721,Alabama
2020-08-07,1851,Alabama
2020-08-08,959,Alabama
2020-08-09,1612,Alabama
2020-08-10,925,Alabama
2020-08-11,1094,Alabama
2020-08-12,734,Alabama
2020-08-13,757,Alabama
2020-08-14,1120,Alabama
2020-08-15,830,Alabama
2020-08-16,741,Alabama
2020-08-17,1425,Alabama
2020-08-18,1323,Alabama
2020-08-19,1281,Alabama
2020-08-20,1041,Alabama
2020-08-21,1475,Alabama
2020-08-22,597,Alabama
2020-08-23,676,Alabama
2020-08-24,560,Alabama
2020-08-25,2145,Alabama
2020-08-26,1714,Alabama
2020-08-27,1137,Alabama
2020-08-28,1838,Alabama
2020-08-29,1276,Alabama
2020-08-30,789,Alabama
2020-08-31,1556,Alabama
2020-09-01,734,Alabama
2020-09-02,1006,Alabama
2020-09-03,985,Alabama
2020-09-04,1148,Alabama
2020-09-05,541,Alabama
2020-09-06,776,Alabama
2020-09-07,531,Alabama
2020-09-08,784,Alabama
2020-09-09,1056,Alabama
2020-09-10,1077,Alabama
2020-09-11,969,Alabama
2020-09-12,1059,Alabama
2020-09-13,695,Alabama
2020-09-14,758,Alabama
2020-09-15,1041,Alabama
2020-09-16,763,Alabama
2020-09-17,1031,Alabama
2020-09-18,1314,Alabama
2020-09-19,810,Alabama
2020-09-20,747,Alabama
2020-09-21,877,Alabama
2020-09-22,657,Alabama
2020-09-23,1038,Alabama
2020-09-24,2366,Alabama
2020-09-25,976,Alabama
2020-09-26,726,Alabama
2020-09-27,639,Alabama
2020-09-28,746,Alabama
2020-09-29,1234,Alabama
2020-09-30,1188,Alabama
2020-10-01,955,Alabama
2020-10-02,1675,Alabama
2020-10-03,779,Alabama
2020-10-04,536,Alabama
2020-10-05,759,Alabama
2020-10-06,1009,Alabama
2020-10-07,600,Alabama
2020-10-08,1598,Alabama
2020-10-09,1214,Alabama
2020-10-10,801,Alabama
2020-10-11,716,Alabama
2020-10-12,1100,Alabama
2020-07-20,140,Alaska
2020-07-21,106,Alaska
2020-07-22,107,Alaska
2020-07-23,79,Alaska
2020-07-24,66,Alaska
2020-07-25,118,Alaska
2020-07-26,233,Alaska
2020-07-27,111,Alaska
2020-07-28,135,Alaska
2020-07-29,93,Alaska
2020-07-30,122,Alaska
2020-07-31,111,Alaska
2020-08-01,150,Alaska
2020-08-02,148,Alaska
2020-08-03,78,Alaska
2020-08-04,69,Alaska
2020-08-05,59,Alaska
2020-08-06,46,Alaska
2020-08-07,68,Alaska
2020-08-08,87,Alaska
2020-08-09,100,Alaska
2020-08-10,69,Alaska
2020-08-11,55,Alaska
2020-08-12,67,Alaska
2020-08-13,101,Alaska
2020-08-14,105,Alaska
2020-08-15,85,Alaska
2020-08-16,104,Alaska
2020-08-17,50,Alaska
2020-08-18,71,Alaska
2020-08-19,77,Alaska
2020-08-20,85,Alaska
2020-08-21,72,Alaska
2020-08-22,90,Alaska
2020-08-23,67,Alaska
2020-08-24,72,Alaska
2020-08-25,36,Alaska
2020-08-26,54,Alaska
2020-08-27,89,Alaska
2020-08-28,119,Alaska
2020-08-29,97,Alaska
2020-08-30,49,Alaska
2020-08-31,38,Alaska
2020-09-01,36,Alaska
2020-09-02,67,Alaska
2020-09-03,90,Alaska
2020-09-04,126,Alaska
2020-09-05,90,Alaska
2020-09-06,97,Alaska
2020-09-07,35,Alaska
2020-09-08,34,Alaska
2020-09-09,65,Alaska
2020-09-10,115,Alaska
2020-09-11,97,Alaska
2020-09-12,104,Alaska
2020-09-13,62,Alaska
2020-09-14,77,Alaska
2020-09-15,44,Alaska
2020-09-16,52,Alaska
2020-09-17,112,Alaska
2020-09-18,111,Alaska
2020-09-19,96,Alaska
2020-09-20,108,Alaska
2020-09-21,71,Alaska
2020-09-22,60,Alaska
2020-09-23,77,Alaska
2020-09-24,143,Alaska
2020-09-25,127,Alaska
2020-09-26,119,Alaska
2020-09-27,112,Alaska
2020-09-28,117,Alaska
2020-09-29,122,Alaska
2020-09-30,106,Alaska
2020-10-01,140,Alaska
2020-10-02,144,Alaska
2020-10-03,141,Alaska
2020-10-04,143,Alaska
2020-10-05,199,Alaska
2020-10-06,151,Alaska
2020-10-07,122,Alaska
2020-10-08,140,Alaska
2020-10-09,189,Alaska
2020-10-10,233,Alaska
2020-10-11,250,Alaska
2020-10-12,196,Alaska
2020-07-20,1559,Arizona
2020-07-21,3500,Arizona
2020-07-22,1926,Arizona
2020-07-23,2335,Arizona
2020-07-24,3357,Arizona
2020-07-25,3740,Arizona
2020-07-26,1973,Arizona
2020-07-27,1813,Arizona
2020-07-28,2107,Arizona
2020-07-29,2339,Arizona
2020-07-30,2525,Arizona
2020-07-31,3212,Arizona
2020-08-01,2992,Arizona
2020-08-02,1465,Arizona
2020-08-03,1030,Arizona
2020-08-04,1008,Arizona
2020-08-05,1698,Arizona
2020-08-06,1453,Arizona
2020-08-07,1397,Arizona
2020-08-08,1054,Arizona
2020-08-09,816,Arizona
2020-08-10,600,Arizona
2020-08-11,1214,Arizona
2020-08-12,706,Arizona
2020-08-13,1351,Arizona
2020-08-14,927,Arizona
2020-08-15,933,Arizona
2020-08-16,883,Arizona
2020-08-17,468,Arizona
2020-08-18,915,Arizona
2020-08-19,637,Arizona
2020-08-20,723,Arizona
2020-08-21,619,Arizona
2020-08-22,996,Arizona
2020-08-23,208,Arizona
2020-08-24,311,Arizona
2020-08-25,859,Arizona
2020-08-26,186,Arizona
2020-08-27,680,Arizona
2020-08-28,519,Arizona
2020-08-29,629,Arizona
2020-08-30,374,Arizona
2020-08-31,174,Arizona
2020-09-01,507,Arizona
2020-09-02,519,Arizona
2020-09-03,1092,Arizona
2020-09-04,728,Arizona
2020-09-05,836,Arizona
2020-09-06,250,Arizona
2020-09-07,197,Arizona
2020-09-08,81,Arizona
2020-09-09,496,Arizona
2020-09-10,461,Arizona
2020-09-11,521,Arizona
2020-09-12,605,Arizona
2020-09-13,384,Arizona
2020-09-14,213,Arizona
2020-09-15,484,Arizona
2020-09-16,698,Arizona
2020-09-17,1753,Arizona
2020-09-18,1282,Arizona
2020-09-19,609,Arizona
2020-09-20,470,Arizona
2020-09-21,230,Arizona
2020-09-22,595,Arizona
2020-09-23,438,Arizona
2020-09-24,568,Arizona
2020-09-25,515,Arizona
2020-09-26,459,Arizona
2020-09-27,411,Arizona
2020-09-28,273,Arizona
2020-09-29,674,Arizona
