Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,4022 (2597 -- 6938),Unsure,1 (0.91 -- 1.1),0.0027 (-0.025 -- 0.037),260 (19 -- -27)
Alaska,1069 (646 -- 1843),Unsure,1.2 (1 -- 1.4),0.045 (0.0046 -- 0.093),15 (7.5 -- 150)
Arizona,3814 (1892 -- 9983),Unsure,1.1 (0.92 -- 1.6),0.037 (-0.022 -- 0.16),19 (4.4 -- -32)
Arkansas,3201 (1973 -- 5459),Unsure,1 (0.86 -- 1.2),-0.00025 (-0.038 -- 0.041),-2800 (17 -- -18)
California,11414 (7207 -- 18983),Unsure,0.99 (0.87 -- 1.1),-0.0027 (-0.037 -- 0.041),-260 (17 -- -19)
Colorado,3880 (2312 -- 7430),Unsure,1.1 (0.93 -- 1.4),0.026 (-0.018 -- 0.1),27 (6.8 -- -38)
Connecticut,1897 (962 -- 4905),Likely increasing,1.1 (0.94 -- 1.4),0.025 (-0.017 -- 0.1),28 (6.6 -- -40)
Delaware,594 (310 -- 1310),Unsure,1 (0.89 -- 1.3),0.0079 (-0.032 -- 0.069),88 (10 -- -22)
District of Columbia,312 (169 -- 668),Unsure,1.1 (0.97 -- 1.4),0.029 (-0.0071 -- 0.1),24 (6.8 -- -98)
Florida,13925 (8551 -- 27133),Unsure,1.1 (0.98 -- 1.4),0.033 (-0.0049 -- 0.11),21 (6.2 -- -140)
Georgia,4357 (3006 -- 7443),Likely decreasing,0.97 (0.93 -- 1.2),-0.0075 (-0.02 -- 0.041),-92 (17 -- -35)
Guam,823 (129 -- 6894),Unsure,1.4 (0.68 -- 2.6),0.095 (-0.091 -- 0.38),7.3 (1.8 -- -7.6)
Hawaii,371 (152 -- 826),Unsure,0.93 (0.66 -- 1.2),-0.018 (-0.098 -- 0.056),-38 (12 -- -7)
Idaho,2963 (1698 -- 5152),Unsure,1.1 (0.88 -- 1.3),0.018 (-0.032 -- 0.079),38 (8.7 -- -22)
Illinois,14691 (9806 -- 25041),Likely increasing,1.2 (1 -- 1.3),0.042 (0.01 -- 0.09),17 (7.7 -- 69)
Indiana,9279 (5897 -- 15900),Unsure,1.2 (1.1 -- 1.4),0.054 (0.014 -- 0.1),13 (6.7 -- 50)
Iowa,4048 (1695 -- 11487),Unsure,1 (0.74 -- 1.6),0.013 (-0.075 -- 0.17),53 (4.2 -- -9.3)
Kansas,2768 (1362 -- 5460),Unsure,1 (0.87 -- 1.1),0.0031 (-0.038 -- 0.04),220 (17 -- -18)
Kentucky,5376 (3205 -- 9281),Unsure,1.1 (0.92 -- 1.2),0.023 (-0.023 -- 0.063),30 (11 -- -30)
Louisiana,2190 (1104 -- 4451),Unsure,0.98 (0.81 -- 1.2),-0.0052 (-0.054 -- 0.045),-130 (15 -- -13)
Maine,135 (67 -- 240),Unsure,1 (0.83 -- 1.1),0.0058 (-0.049 -- 0.033),120 (21 -- -14)
Maryland,2629 (1722 -- 4422),Unsure,1 (0.91 -- 1.2),0.008 (-0.026 -- 0.05),87 (14 -- -27)
Massachusetts,3176 (2061 -- 5233),Likely increasing,1.1 (0.96 -- 1.2),0.022 (-0.01 -- 0.053),31 (13 -- -70)
Michigan,6652 (4327 -- 11463),Likely increasing,1.1 (1 -- 1.2),0.019 (0.0021 -- 0.058),36 (12 -- 340)
Minnesota,5297 (2523 -- 10639),Unsure,1.1 (0.74 -- 1.5),0.017 (-0.074 -- 0.12),41 (5.7 -- -9.4)
Mississippi,2513 (1494 -- 4584),Unsure,1.1 (0.9 -- 1.3),0.018 (-0.029 -- 0.072),38 (9.7 -- -24)
Missouri,5759 (3258 -- 10192),Unsure,1 (0.87 -- 1.1),-1.9e-05 (-0.037 -- 0.029),-36000 (24 -- -19)
Montana,4433 (2659 -- 7630),Likely increasing,1.3 (1.1 -- 1.5),0.067 (0.02 -- 0.12),10 (5.8 -- 35)
Nebraska,4179 (2592 -- 7592),Unsure,1.1 (1 -- 1.3),0.038 (0.006 -- 0.088),18 (7.9 -- 110)
Nevada,2415 (1302 -- 4232),Unsure,1 (0.83 -- 1.3),0.011 (-0.049 -- 0.066),65 (10 -- -14)
New Hampshire,568 (261 -- 1365),Unsure,1.2 (0.95 -- 1.5),0.049 (-0.014 -- 0.13),14 (5.5 -- -48)
New Jersey,4339 (2400 -- 8148),Unsure,1.1 (0.91 -- 1.3),0.024 (-0.025 -- 0.067),29 (10 -- -27)
New Mexico,2729 (1580 -- 5069),Unsure,1.2 (1 -- 1.5),0.064 (0.0091 -- 0.13),11 (5.4 -- 76)
New York,4469 (2197 -- 7710),Unsure,0.92 (0.64 -- 1.1),-0.021 (-0.1 -- 0.036),-33 (19 -- -6.7)
North Carolina,9787 (5679 -- 19686),Unsure,1.1 (0.97 -- 1.4),0.034 (-0.0072 -- 0.099),21 (7 -- -96)
North Dakota,2531 (1755 -- 4326),Increasing,1.1 (1 -- 1.2),0.023 (0.002 -- 0.065),30 (11 -- 340)
Northern Mariana Islands,1 (0 -- 6),Unsure,0.98 (0.59 -- 1.3),-0.0068 (-0.12 -- 0.075),-100 (9.2 -- -5.8)
Ohio,8036 (5279 -- 12760),Unsure,1.1 (0.98 -- 1.3),0.04 (-0.0046 -- 0.085),17 (8.2 -- -150)
Oklahoma,5848 (3309 -- 11646),Unsure,1 (0.85 -- 1.1),-0.00089 (-0.043 -- 0.039),-770 (18 -- -16)
Oregon,1532 (1011 -- 2316),Unsure,1.1 (0.92 -- 1.2),0.014 (-0.023 -- 0.041),50 (17 -- -31)
Pennsylvania,5906 (3832 -- 9221),Unsure,1.1 (0.93 -- 1.2),0.021 (-0.018 -- 0.051),33 (13 -- -38)
Puerto Rico,863 (174 -- 2274),Unsure,0.91 (0.47 -- 1.2),-0.024 (-0.16 -- 0.041),-29 (17 -- -4.4)
Rhode Island,999 (583 -- 1908),Likely increasing,1.1 (0.95 -- 1.2),0.017 (-0.014 -- 0.062),40 (11 -- -49)
South Carolina,3011 (1658 -- 6060),Unsure,0.97 (0.82 -- 1.2),-0.008 (-0.052 -- 0.053),-87 (13 -- -13)
South Dakota,3234 (1558 -- 7142),Likely increasing,1.1 (0.84 -- 1.5),0.034 (-0.045 -- 0.13),21 (5.3 -- -15)
Tennessee,10718 (6213 -- 21909),Unsure,1.1 (1 -- 1.4),0.035 (3.3e-05 -- 0.1),20 (6.8 -- 21000)
Texas,12688 (4731 -- 25153),Unsure,0.92 (0.63 -- 1.1),-0.022 (-0.11 -- 0.02),-31 (35 -- -6.4)
US,194415 (146647 -- 268105),Unsure,1 (0.98 -- 1.1),0.013 (-0.0055 -- 0.036),51 (19 -- -130)
Utah,5078 (3062 -- 8963),Unsure,1 (0.88 -- 1.3),0.011 (-0.032 -- 0.081),61 (8.6 -- -21)
Vermont,59 (22 -- 182),Unsure,1.2 (0.84 -- 1.6),0.043 (-0.046 -- 0.15),16 (4.7 -- -15)
Virgin Islands,0 (0 -- 3),Unsure,0.46 (0.082 -- 0.91),-0.16 (-0.32 -- -0.026),-4.3 (-26 -- -2.2)
Virginia,3827 (2656 -- 7720),Unsure,1 (0.97 -- 1.3),0.0059 (-0.0094 -- 0.073),120 (9.5 -- -74)
Washington,2226 (1435 -- 3450),Unsure,1 (0.89 -- 1.1),0.0089 (-0.029 -- 0.038),78 (18 -- -24)
West Virginia,938 (554 -- 1774),Unsure,1 (0.9 -- 1.3),0.01 (-0.028 -- 0.08),69 (8.7 -- -24)
Wisconsin,10603 (6200 -- 20202),Unsure,1 (0.86 -- 1.3),0.01 (-0.041 -- 0.086),66 (8 -- -17)
Wyoming,1027 (435 -- 2205),Unsure,1.1 (0.85 -- 1.4),0.038 (-0.043 -- 0.11),18 (6.1 -- -16)
