Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,1219 (510 -- 2540),Likely decreasing,0.9 (0.67 -- 1.1),-0.029 (-0.095 -- 0.016),-24 (44 -- -7.3)
Alaska,637 (189 -- 2840),Stable,1 (0.75 -- 1.5),0.01 (-0.072 -- 0.14),69 (4.9 -- -9.7)
Arizona,3102 (1336 -- 10073),Likely increasing,1.1 (0.86 -- 1.8),0.033 (-0.039 -- 0.19),21 (3.6 -- -18)
Arkansas,426 (254 -- 852),Likely decreasing,0.87 (0.78 -- 1.1),-0.037 (-0.061 -- 0.015),-19 (47 -- -11)
California,6589 (3924 -- 11004),Likely decreasing,0.92 (0.78 -- 1),-0.023 (-0.063 -- 0.0099),-30 (70 -- -11)
Colorado,5846 (3787 -- 10431),Likely increasing,1.1 (0.97 -- 1.3),0.023 (-0.0089 -- 0.074),31 (9.4 -- -78)
Connecticut,7153 (3628 -- 14839),Likely increasing,1.1 (0.91 -- 1.4),0.031 (-0.025 -- 0.094),22 (7.4 -- -28)
Delaware,1521 (944 -- 2794),Likely increasing,1.1 (0.97 -- 1.3),0.023 (-0.0092 -- 0.081),31 (8.5 -- -76)
District of Columbia,495 (279 -- 961),Stable,1 (0.84 -- 1.2),-0.00046 (-0.044 -- 0.051),-1500 (14 -- -16)
Florida,21461 (15317 -- 31705),Likely increasing,1.1 (0.98 -- 1.2),0.017 (-0.0063 -- 0.048),41 (15 -- -110)
Georgia,3922 (2045 -- 6585),Likely decreasing,0.94 (0.68 -- 1.1),-0.018 (-0.091 -- 0.028),-39 (24 -- -7.6)
Guam,14 (4 -- 86),Likely increasing,1.1 (0.84 -- 1.6),0.016 (-0.044 -- 0.16),43 (4.2 -- -16)
Hawaii,668 (276 -- 1863),Likely increasing,1.1 (0.86 -- 1.5),0.035 (-0.038 -- 0.12),20 (5.7 -- -18)
Idaho,873 (216 -- 3308),Stable,0.96 (0.6 -- 1.4),-0.011 (-0.12 -- 0.094),-65 (7.4 -- -5.9)
Illinois,12176 (8383 -- 18290),Likely increasing,1.1 (0.99 -- 1.2),0.033 (-0.0026 -- 0.065),21 (11 -- -260)
Indiana,4045 (2791 -- 5885),Likely increasing,1.1 (0.97 -- 1.2),0.022 (-0.0095 -- 0.052),31 (13 -- -73)
Iowa,2365 (1523 -- 3952),Likely increasing,1.1 (0.94 -- 1.2),0.016 (-0.017 -- 0.055),44 (13 -- -41)
Kansas,524 (153 -- 1653),Likely decreasing,0.89 (0.61 -- 1.2),-0.03 (-0.11 -- 0.042),-23 (17 -- -6.2)
Kentucky,2178 (1330 -- 4256),Likely decreasing,0.97 (0.88 -- 1.2),-0.0089 (-0.033 -- 0.044),-78 (16 -- -21)
Louisiana,1161 (489 -- 3573),Likely decreasing,0.91 (0.74 -- 1.2),-0.024 (-0.074 -- 0.047),-28 (15 -- -9.3)
Maine,1238 (682 -- 2417),Likely increasing,1.1 (0.9 -- 1.3),0.024 (-0.028 -- 0.091),29 (7.7 -- -25)
Maryland,4913 (3298 -- 7120),Likely increasing,1.1 (0.93 -- 1.2),0.017 (-0.019 -- 0.047),41 (15 -- -36)
Massachusetts,9760 (6170 -- 15178),Likely increasing,1.1 (0.9 -- 1.2),0.016 (-0.027 -- 0.049),42 (14 -- -26)
Michigan,39971 (25646 -- 61490),Increasing,1.2 (1 -- 1.4),0.056 (0.012 -- 0.098),12 (7.1 -- 56)
Minnesota,9319 (6409 -- 14246),Increasing,1.1 (1 -- 1.3),0.038 (0.0083 -- 0.075),18 (9.2 -- 84)
