region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
US,232064 (140930 -- 333343),232064,233966,59196,140930,193582,217840,247008,270703,333343,New confirmed cases by infection date,Stable,0.42
Michigan,39971 (25646 -- 61490),39971,41309,11334,25646,33511,37473,42366,47728,61490,New confirmed cases by infection date,Increasing,0.022
New York,36085 (21720 -- 58841),36085,37489,11749,21720,29348,33405,38542,43631,58841,New confirmed cases by infection date,Likely increasing,0.27
Florida,21461 (15317 -- 31705),21461,22247,5171,15317,18625,20284,22637,25036,31705,New confirmed cases by infection date,Likely increasing,0.1
Pennsylvania,19843 (11896 -- 34748),19843,21095,7412,11896,15938,18184,21684,24851,34748,New confirmed cases by infection date,Likely increasing,0.13
New Jersey,17438 (11243 -- 26056),17438,17908,4644,11243,14634,16277,18492,20569,26056,New confirmed cases by infection date,Stable,0.4
Illinois,12176 (8383 -- 18290),12176,12607,3025,8383,10497,11485,12972,14344,18290,New confirmed cases by infection date,Likely increasing,0.065
Texas,9768 (5235 -- 17417),9768,10350,4096,5235,7814,8961,10558,12154,17417,New confirmed cases by infection date,Likely decreasing,0.87
Massachusetts,9760 (6170 -- 15178),9760,10103,2832,6170,8129,9113,10360,11554,15178,New confirmed cases by infection date,Likely increasing,0.24
Minnesota,9319 (6409 -- 14246),9319,9753,2591,6409,8000,8765,9911,11058,14246,New confirmed cases by infection date,Increasing,0.022
Ohio,8311 (5761 -- 12755),8311,8663,2108,5761,7270,7917,8879,9730,12755,New confirmed cases by infection date,Likely increasing,0.071
Connecticut,7153 (3628 -- 14839),7153,7936,3962,3628,5452,6453,7885,9414,14839,New confirmed cases by infection date,Likely increasing,0.16
California,6589 (3924 -- 11004),6589,6905,2237,3924,5336,6111,7110,8110,11004,New confirmed cases by infection date,Likely decreasing,0.89
Virginia,6317 (3796 -- 10754),6317,6658,2197,3796,5171,5881,6784,7662,10754,New confirmed cases by infection date,Stable,0.44
Colorado,5846 (3787 -- 10431),5846,6288,2189,3787,4806,5418,6306,7148,10431,New confirmed cases by infection date,Likely increasing,0.11
Maryland,4913 (3298 -- 7120),4913,5021,1189,3298,4199,4641,5203,5707,7120,New confirmed cases by infection date,Likely increasing,0.19
Washington,4910 (1482 -- 24117),4910,8381,16789,1482,2948,4015,6050,8687,24117,New confirmed cases by infection date,Likely increasing,0.32
Indiana,4045 (2791 -- 5885),4045,4172,972,2791,3474,3849,4312,4724,5885,New confirmed cases by infection date,Likely increasing,0.11
Puerto Rico,4006 (1664 -- 11549),4006,4995,3671,1664,2793,3453,4654,5990,11549,New confirmed cases by infection date,Increasing,0.046
South Carolina,3951 (2262 -- 6907),3951,4151,1409,2262,3182,3639,4270,4856,6907,New confirmed cases by infection date,Likely decreasing,0.67
Georgia,3922 (2045 -- 6585),3922,4090,1407,2045,3243,3669,4196,4784,6585,New confirmed cases by infection date,Likely decreasing,0.8
North Carolina,3869 (1467 -- 12464),3869,5110,5203,1467,2616,3329,4444,5916,12464,New confirmed cases by infection date,Likely decreasing,0.8
Arizona,3102 (1336 -- 10073),3102,4100,3654,1336,2106,2656,3668,4876,10073,New confirmed cases by infection date,Likely increasing,0.3
Wisconsin,3093 (1814 -- 5862),3093,3381,1361,1814,2492,2862,3402,3913,5862,New confirmed cases by infection date,Likely increasing,0.22
Tennessee,2809 (981 -- 8048),2809,3563,3621,981,1943,2421,3256,4183,8048,New confirmed cases by infection date,Likely decreasing,0.8
Missouri,2389 (1367 -- 4235),2389,2543,919,1367,1904,2191,2633,3022,4235,New confirmed cases by infection date,Stable,0.48
Iowa,2365 (1523 -- 3952),2365,2517,810,1523,1966,2209,2560,2912,3952,New confirmed cases by infection date,Likely increasing,0.18
Nebraska,2301 (942 -- 7812),2301,3237,3855,942,1588,2012,2686,3641,7812,New confirmed cases by infection date,Likely increasing,0.17
Kentucky,2178 (1330 -- 4256),2178,2414,1055,1330,1745,1996,2371,2780,4256,New confirmed cases by infection date,Likely decreasing,0.66
Oregon,1818 (1011 -- 3625),1818,2012,885,1011,1429,1655,1989,2371,3625,New confirmed cases by infection date,Likely increasing,0.15
Rhode Island,1605 (712 -- 4255),1605,1960,1462,712,1149,1444,1838,2317,4255,New confirmed cases by infection date,Stable,0.41
West Virginia,1552 (911 -- 2567),1552,1638,531,911,1278,1434,1698,1934,2567,New confirmed cases by infection date,Stable,0.52
Delaware,1521 (944 -- 2794),1521,1655,620,944,1242,1412,1663,1901,2794,New confirmed cases by infection date,Likely increasing,0.12
New Hampshire,1512 (886 -- 2552),1512,1593,537,886,1232,1412,1632,1861,2552,New confirmed cases by infection date,Likely increasing,0.36
Maine,1238 (682 -- 2417),1238,1363,616,682,964,1121,1376,1600,2417,New confirmed cases by infection date,Likely increasing,0.19
