date,confirm,region
2021-01-11,2100,Alabama
2021-01-12,3848,Alabama
2021-01-13,3147,Alabama
2021-01-14,3588,Alabama
2021-01-15,2945,Alabama
2021-01-16,3153,Alabama
2021-01-17,1917,Alabama
2021-01-18,1430,Alabama
2021-01-19,2515,Alabama
2021-01-20,3112,Alabama
2021-01-21,2881,Alabama
2021-01-22,3551,Alabama
2021-01-23,3355,Alabama
2021-01-24,1728,Alabama
2021-01-25,1839,Alabama
2021-01-26,2900,Alabama
2021-01-27,3177,Alabama
2021-01-28,3648,Alabama
2021-01-29,2848,Alabama
2021-01-30,0,Alabama
2021-01-31,4057,Alabama
2021-02-01,1221,Alabama
2021-02-02,2078,Alabama
2021-02-03,2118,Alabama
2021-02-04,2767,Alabama
2021-02-05,1496,Alabama
2021-02-06,1992,Alabama
2021-02-07,1112,Alabama
2021-02-08,925,Alabama
2021-02-09,1318,Alabama
2021-02-10,1401,Alabama
2021-02-11,1503,Alabama
2021-02-12,1097,Alabama
2021-02-13,1189,Alabama
2021-02-14,1075,Alabama
2021-02-15,674,Alabama
2021-02-16,883,Alabama
2021-02-17,679,Alabama
2021-02-18,1198,Alabama
2021-02-19,847,Alabama
2021-02-20,774,Alabama
2021-02-21,857,Alabama
2021-02-22,677,Alabama
2021-02-23,1453,Alabama
2021-02-24,1247,Alabama
2021-02-25,890,Alabama
2021-02-26,739,Alabama
2021-02-27,834,Alabama
2021-02-28,569,Alabama
2021-03-01,517,Alabama
2021-03-02,652,Alabama
2021-03-03,2733,Alabama
2021-03-04,922,Alabama
2021-03-05,811,Alabama
2021-03-06,524,Alabama
2021-03-07,408,Alabama
2021-03-08,273,Alabama
2021-03-09,524,Alabama
2021-03-10,782,Alabama
2021-03-11,865,Alabama
2021-03-12,448,Alabama
2021-03-13,594,Alabama
2021-03-14,368,Alabama
2021-03-15,4556,Alabama
2021-03-16,488,Alabama
2021-03-17,759,Alabama
2021-03-18,572,Alabama
2021-03-19,531,Alabama
2021-03-20,508,Alabama
2021-03-21,373,Alabama
2021-03-22,319,Alabama
2021-03-23,10,Alabama
2021-03-24,922,Alabama
2021-03-25,427,Alabama
2021-03-26,442,Alabama
2021-03-27,492,Alabama
2021-03-28,319,Alabama
2021-03-29,228,Alabama
2021-03-30,361,Alabama
2021-03-31,408,Alabama
2021-04-01,478,Alabama
2021-04-02,400,Alabama
2021-04-03,349,Alabama
2021-01-11,175,Alaska
2021-01-12,131,Alaska
2021-01-13,296,Alaska
2021-01-14,345,Alaska
2021-01-15,300,Alaska
2021-01-16,193,Alaska
2021-01-17,281,Alaska
2021-01-18,154,Alaska
2021-01-19,130,Alaska
2021-01-20,170,Alaska
2021-01-21,214,Alaska
2021-01-22,299,Alaska
2021-01-23,249,Alaska
2021-01-24,161,Alaska
2021-01-25,85,Alaska
2021-01-26,89,Alaska
2021-01-27,182,Alaska
2021-01-28,184,Alaska
2021-01-29,187,Alaska
2021-01-30,155,Alaska
2021-01-31,132,Alaska
2021-02-01,107,Alaska
2021-02-02,139,Alaska
2021-02-03,224,Alaska
2021-02-04,184,Alaska
2021-02-05,254,Alaska
2021-02-06,3,Alaska
2021-02-07,0,Alaska
2021-02-08,505,Alaska
2021-02-09,125,Alaska
2021-02-10,205,Alaska
2021-02-11,158,Alaska
2021-02-12,155,Alaska
2021-02-13,1,Alaska
2021-02-14,1,Alaska
2021-02-15,0,Alaska
2021-02-16,501,Alaska
2021-02-17,63,Alaska
2021-02-18,217,Alaska
2021-02-19,212,Alaska
2021-02-20,2,Alaska
2021-02-21,0,Alaska
2021-02-22,345,Alaska
2021-02-23,57,Alaska
2021-02-24,188,Alaska
2021-02-25,183,Alaska
2021-02-26,112,Alaska
2021-02-27,4,Alaska
2021-02-28,1,Alaska
2021-03-01,385,Alaska
2021-03-02,157,Alaska
2021-03-03,197,Alaska
2021-03-04,150,Alaska
2021-03-05,149,Alaska
2021-03-06,0,Alaska
2021-03-07,1,Alaska
2021-03-08,342,Alaska
2021-03-09,89,Alaska
2021-03-10,155,Alaska
2021-03-11,236,Alaska
2021-03-12,109,Alaska
2021-03-13,0,Alaska
2021-03-14,1,Alaska
2021-03-15,388,Alaska
2021-03-16,103,Alaska
2021-03-17,176,Alaska
2021-03-18,157,Alaska
2021-03-19,71,Alaska
2021-03-20,3,Alaska
2021-03-21,0,Alaska
2021-03-22,352,Alaska
2021-03-23,177,Alaska
2021-03-24,220,Alaska
2021-03-25,149,Alaska
2021-03-26,192,Alaska
2021-03-27,8,Alaska
2021-03-28,1,Alaska
2021-03-29,1,Alaska
2021-03-30,636,Alaska
2021-03-31,0,Alaska
2021-04-01,397,Alaska
2021-04-02,203,Alaska
2021-04-03,0,Alaska
2021-01-11,8995,Arizona
2021-01-12,8559,Arizona
2021-01-13,5629,Arizona
2021-01-14,7311,Arizona
2021-01-15,9146,Arizona
2021-01-16,8715,Arizona
2021-01-17,6981,Arizona
2021-01-18,5400,Arizona
2021-01-19,6417,Arizona
2021-01-20,4845,Arizona
2021-01-21,9398,Arizona
2021-01-22,8099,Arizona
2021-01-23,7316,Arizona
2021-01-24,7217,Arizona
2021-01-25,5321,Arizona
2021-01-26,4748,Arizona
2021-01-27,5918,Arizona
2021-01-28,4671,Arizona
2021-01-29,5028,Arizona
2021-01-30,5119,Arizona
2021-01-31,5025,Arizona
2021-02-01,3741,Arizona
2021-02-02,2938,Arizona
2021-02-03,2296,Arizona
2021-02-04,4417,Arizona
2021-02-05,3826,Arizona
2021-02-06,3471,Arizona
2021-02-07,1544,Arizona
2021-02-08,2250,Arizona
2021-02-09,4381,Arizona
2021-02-10,1977,Arizona
2021-02-11,1861,Arizona
2021-02-12,2426,Arizona
2021-02-13,1791,Arizona
2021-02-14,1947,Arizona
2021-02-15,1338,Arizona
2021-02-16,1132,Arizona
2021-02-17,1315,Arizona
2021-02-18,1143,Arizona
2021-02-19,1918,Arizona
2021-02-20,2047,Arizona
2021-02-21,1804,Arizona
2021-02-22,1507,Arizona
2021-02-23,1184,Arizona
2021-02-24,1310,Arizona
2021-02-25,939,Arizona
2021-02-26,1621,Arizona
2021-02-27,1179,Arizona
2021-02-28,1075,Arizona
2021-03-01,1039,Arizona
2021-03-02,849,Arizona
2021-03-03,1284,Arizona
2021-03-04,1154,Arizona
2021-03-05,2276,Arizona
2021-03-06,1735,Arizona
2021-03-07,1335,Arizona
2021-03-08,783,Arizona
2021-03-09,563,Arizona
2021-03-10,830,Arizona
2021-03-11,2025,Arizona
2021-03-12,1177,Arizona
2021-03-13,262,Arizona
2021-03-14,649,Arizona
2021-03-15,638,Arizona
2021-03-16,497,Arizona
2021-03-17,445,Arizona
2021-03-18,284,Arizona
2021-03-19,423,Arizona
2021-03-20,735,Arizona
