region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,710349 (443998 -- 1197750),710349,755265,246956,443998,583242,658042,769121,877641,1197750,New confirmed cases by infection date,Unsure
California,91013 (52335 -- 151557),91013,94581,32511,52335,72277,83632,97990,111009,151557,New confirmed cases by infection date,Unsure
Texas,47401 (18615 -- 103536),47401,53048,30518,18615,33206,41218,53188,65952,103536,New confirmed cases by infection date,Unsure
Florida,46348 (29483 -- 77371),46348,48742,14963,29483,38021,42769,50049,56802,77371,New confirmed cases by infection date,Likely increasing
Michigan,43018 (20617 -- 82350),43018,45991,19305,20617,32008,39158,47306,56263,82350,New confirmed cases by infection date,Likely increasing
New York,41336 (24512 -- 74583),41336,44562,16647,24512,32905,37953,44942,51990,74583,New confirmed cases by infection date,Likely increasing
Ohio,35308 (20251 -- 59562),35308,37094,12268,20251,28347,32687,38303,43889,59562,New confirmed cases by infection date,Unsure
Pennsylvania,23521 (12924 -- 42556),23521,25203,9659,12924,18557,21472,25792,29824,42556,New confirmed cases by infection date,Unsure
Minnesota,22918 (12487 -- 43993),22918,25049,10653,12487,17990,20883,25106,29605,43993,New confirmed cases by infection date,Unsure
Tennessee,21481 (13972 -- 36138),21481,22900,7347,13972,18171,20211,22990,26255,36138,New confirmed cases by infection date,Likely increasing
North Carolina,18930 (13145 -- 32522),18930,20401,6691,13145,16064,17694,20307,23066,32522,New confirmed cases by infection date,Increasing
Kentucky,18557 (12894 -- 28963),18557,19316,5238,12894,15770,17489,19606,21761,28963,New confirmed cases by infection date,Increasing
Kansas,18523 (5178 -- 59934),18523,24363,23675,5178,11421,15139,22038,29995,59934,New confirmed cases by infection date,Unsure
Washington,18420 (8378 -- 35350),18420,19787,8545,8378,14011,16616,20459,24004,35350,New confirmed cases by infection date,Likely increasing
Arizona,18249 (6356 -- 39666),18249,19796,10776,6356,12051,15914,20854,24951,39666,New confirmed cases by infection date,Unsure
Missouri,17760 (6407 -- 39889),17760,19663,10442,6407,12276,15501,20032,24653,39889,New confirmed cases by infection date,Unsure
New Jersey,17006 (8926 -- 30062),17006,17951,6543,8926,13390,15563,18596,21718,30062,New confirmed cases by infection date,Likely increasing
Indiana,16613 (9035 -- 32451),16613,18194,7717,9035,13085,15215,18213,21390,32451,New confirmed cases by infection date,Unsure
Illinois,16507 (9489 -- 29420),16507,17578,6189,9489,13195,15214,18056,20659,29420,New confirmed cases by infection date,Unsure
Colorado,14782 (7757 -- 30312),14782,16405,8019,7757,11333,13440,16431,19610,30312,New confirmed cases by infection date,Unsure
Georgia,13859 (6061 -- 33239),13859,16195,10317,6061,10053,12378,15661,19756,33239,New confirmed cases by infection date,Unsure
Wisconsin,13682 (4913 -- 30213),13682,14935,8061,4913,9422,11923,15392,18755,30213,New confirmed cases by infection date,Unsure
Connecticut,12789 (5112 -- 24786),12789,13583,7024,5112,9058,11379,14209,16703,24786,New confirmed cases by infection date,Likely increasing
Virginia,12631 (7110 -- 21527),12631,13317,4542,7110,10312,11764,13641,15604,21527,New confirmed cases by infection date,Unsure
Oklahoma,12371 (5698 -- 25057),12371,13600,6283,5698,9239,11187,13908,16708,25057,New confirmed cases by infection date,Unsure
Louisiana,11312 (2150 -- 27318),11312,12650,8299,2150,6914,9510,13291,16621,27318,New confirmed cases by infection date,Unsure
Massachusetts,11213 (5597 -- 20302),11213,11843,4744,5597,8536,10104,12215,14251,20302,New confirmed cases by infection date,Unsure
Alabama,11194 (7030 -- 18776),11194,11874,4293,7030,9330,10452,11926,13492,18776,New confirmed cases by infection date,Likely increasing
Nevada,11008 (5687 -- 17577),11008,11312,3642,5687,8835,10295,11866,13452,17577,New confirmed cases by infection date,Likely increasing
New Mexico,9673 (3487 -- 19601),9673,10392,5237,3487,6523,8415,11070,13547,19601,New confirmed cases by infection date,Unsure
Oregon,8945 (5768 -- 14443),8945,9344,2751,5768,7365,8281,9633,10791,14443,New confirmed cases by infection date,Increasing
South Carolina,8853 (5063 -- 15783),8853,9443,3500,5063,7061,8130,9604,11095,15783,New confirmed cases by infection date,Unsure
Mississippi,8495 (5259 -- 17807),8495,9664,4541,5259,6662,7675,9381,11231,17807,New confirmed cases by infection date,Increasing
Arkansas,7872 (4039 -- 14591),7872,8419,3418,4039,6157,7177,8645,10053,14591,New confirmed cases by infection date,Unsure
Idaho,7658 (4752 -- 13470),7658,8172,2938,4752,6252,7127,8203,9412,13470,New confirmed cases by infection date,Likely increasing
Nebraska,7456 (3209 -- 15413),7456,8190,4041,3209,5414,6598,8456,10180,15413,New confirmed cases by infection date,Unsure
Rhode Island,7265 (4235 -- 12085),7265,7580,2480,4235,5960,6770,7772,8657,12085,New confirmed cases by infection date,Increasing
Utah,6277 (3013 -- 12602),6277,6860,3025,3013,4739,5636,6998,8381,12602,New confirmed cases by infection date,Unsure
Maryland,5612 (2998 -- 9717),5612,5900,2140,2998,4349,5104,6073,7087,9717,New confirmed cases by infection date,Unsure
Iowa,4603 (1952 -- 11497),4603,5407,3318,1952,3318,4066,5215,6595,11497,New confirmed cases by infection date,Unsure
West Virginia,4357 (2448 -- 7598),4357,4659,1672,2448,3503,3995,4763,5538,7598,New confirmed cases by infection date,Unsure
Puerto Rico,3250 (1734 -- 6252),3250,3530,1530,1734,2589,2991,3545,4149,6252,New confirmed cases by infection date,Likely increasing
South Dakota,3135 (1872 -- 5343),3135,3304,1122,1872,2543,2900,3380,3832,5343,New confirmed cases by infection date,Unsure
New Hampshire,3110 (1449 -- 5938),3110,3328,1527,1449,2377,2822,3423,3981,5938,New confirmed cases by infection date,Likely increasing
Alaska,2747 (1635 -- 4752),2747,2930,1042,1635,2221,2524,2987,3416,4752,New confirmed cases by infection date,Unsure
Montana,2600 (1015 -- 5246),2600,2798,1329,1015,1855,2282,2928,3529,5246,New confirmed cases by infection date,Unsure
Delaware,2593 (1346 -- 4782),2593,2778,1131,1346,2012,2377,2865,3364,4782,New confirmed cases by infection date,Likely increasing
Wyoming,2443 (1049 -- 5002),2443,2657,1227,1049,1770,2154,2747,3308,5002,New confirmed cases by infection date,Unsure
North Dakota,2068 (1068 -- 3973),2068,2260,991,1068,1594,1890,2293,2737,3973,New confirmed cases by infection date,Unsure
District of Columbia,968 (528 -- 1749),968,1039,414,528,770,897,1059,1223,1749,New confirmed cases by infection date,Likely increasing
Maine,790 (333 -- 2049),790,935,606,333,548,683,905,1137,2049,New confirmed cases by infection date,Unsure
Hawaii,368 (221 -- 618),368,388,127,221,301,342,400,457,618,New confirmed cases by infection date,Unsure
Vermont,227 (45 -- 798),227,304,259,45,120,180,289,418,798,New confirmed cases by infection date,Unsure
Guam,94 (18 -- 319),94,124,106,18,53,77,114,165,319,New confirmed cases by infection date,Unsure
Virgin Islands,21 (1 -- 156),21,49,134,1,8,15,28,48,156,New confirmed cases by infection date,Unsure
New York,1.2 (0.96 -- 1.5),1.2,1.2,0.17,0.96,1.1,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing
Alabama,1.1 (0.96 -- 1.2),1.1,1.1,0.068,0.96,1,1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing
California,1.1 (0.91 -- 1.2),1.1,1.1,0.1,0.91,1,1.1,1.1,1.2,1.2,Effective reproduction no.,Unsure
Connecticut,1.1 (0.81 -- 1.2),1.1,1.1,0.14,0.81,0.99,1.1,1.1,1.2,1.2,Effective reproduction no.,Likely increasing
Delaware,1.1 (0.85 -- 1.3),1.1,1.1,0.13,0.85,1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing
District of Columbia,1.1 (0.9 -- 1.2),1.1,1.1,0.1,0.9,1,1.1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing
Florida,1.1 (0.95 -- 1.2),1.1,1.1,0.08,0.95,1,1.1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing
Kansas,1.1 (0.73 -- 1.4),1.1,1.1,0.21,0.73,0.98,1.1,1.1,1.2,1.4,Effective reproduction no.,Unsure
Kentucky,1.1 (1 -- 1.1),1.1,1.1,0.036,1,1.1,1.1,1.1,1.1,1.1,Effective reproduction no.,Increasing
Mississippi,1.1 (1 -- 1.4),1.1,1.2,0.14,1,1.1,1.1,1.1,1.2,1.4,Effective reproduction no.,Increasing
Nevada,1.1 (0.84 -- 1.2),1.1,1,0.1,0.84,1,1.1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing
New Hampshire,1.1 (0.86 -- 1.3),1.1,1.1,0.15,0.86,1.1,1.1,1.2,1.2,1.3,Effective reproduction no.,Likely increasing
