Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,11194 (7030 -- 18776),Likely increasing,1.1 (0.96 -- 1.2),0.016 (-0.0098 -- 0.043),44 (16 -- -71)
Alaska,2747 (1635 -- 4752),Unsure,0.99 (0.85 -- 1.1),-0.0025 (-0.041 -- 0.028),-270 (24 -- -17)
Arizona,18249 (6356 -- 39666),Unsure,1 (0.69 -- 1.2),0.0092 (-0.088 -- 0.056),76 (12 -- -7.9)
Arkansas,7872 (4039 -- 14591),Unsure,0.98 (0.78 -- 1.1),-0.0049 (-0.063 -- 0.025),-140 (28 -- -11)
California,91013 (52335 -- 151557),Unsure,1.1 (0.91 -- 1.2),0.027 (-0.024 -- 0.063),25 (11 -- -28)
Colorado,14782 (7757 -- 30312),Unsure,0.87 (0.66 -- 1.2),-0.036 (-0.098 -- 0.041),-19 (17 -- -7)
Connecticut,12789 (5112 -- 24786),Likely increasing,1.1 (0.81 -- 1.2),0.025 (-0.052 -- 0.062),28 (11 -- -13)
Delaware,2593 (1346 -- 4782),Likely increasing,1.1 (0.85 -- 1.3),0.027 (-0.043 -- 0.071),25 (9.8 -- -16)
District of Columbia,968 (528 -- 1749),Likely increasing,1.1 (0.9 -- 1.2),0.025 (-0.028 -- 0.06),28 (12 -- -24)
Florida,46348 (29483 -- 77371),Likely increasing,1.1 (0.95 -- 1.2),0.023 (-0.013 -- 0.056),31 (12 -- -54)
Georgia,13859 (6061 -- 33239),Unsure,0.99 (0.75 -- 1.3),-0.0028 (-0.071 -- 0.082),-250 (8.4 -- -9.7)
Guam,94 (18 -- 319),Unsure,0.78 (0.42 -- 1.1),-0.061 (-0.18 -- 0.02),-11 (34 -- -3.9)
Hawaii,368 (221 -- 618),Unsure,0.98 (0.83 -- 1.1),-0.0063 (-0.047 -- 0.021),-110 (32 -- -15)
Idaho,7658 (4752 -- 13470),Likely increasing,1 (0.91 -- 1.1),0.0057 (-0.026 -- 0.023),120 (30 -- -27)
Illinois,16507 (9489 -- 29420),Unsure,0.74 (0.57 -- 0.95),-0.075 (-0.13 -- -0.016),-9.3 (-45 -- -5.4)
Indiana,16613 (9035 -- 32451),Unsure,0.83 (0.65 -- 1),-0.049 (-0.1 -- 0.011),-14 (60 -- -6.9)
Iowa,4603 (1952 -- 11497),Unsure,0.73 (0.5 -- 1.1),-0.078 (-0.15 -- 0.03),-8.9 (23 -- -4.7)
Kansas,18523 (5178 -- 59934),Unsure,1.1 (0.73 -- 1.4),0.026 (-0.077 -- 0.11),26 (6.6 -- -9)
Kentucky,18557 (12894 -- 28963),Increasing,1.1 (1 -- 1.1),0.025 (0.0093 -- 0.04),28 (17 -- 75)
Louisiana,11312 (2150 -- 27318),Unsure,1 (0.54 -- 1.3),0.01 (-0.14 -- 0.075),66 (9.2 -- -5)
Maine,790 (333 -- 2049),Unsure,0.95 (0.66 -- 1.3),-0.013 (-0.097 -- 0.088),-55 (7.9 -- -7.2)
Maryland,5612 (2998 -- 9717),Unsure,0.85 (0.65 -- 1),-0.042 (-0.1 -- 0.0096),-16 (72 -- -6.7)
Massachusetts,11213 (5597 -- 20302),Unsure,0.97 (0.73 -- 1.1),-0.0086 (-0.077 -- 0.031),-80 (22 -- -9)
Michigan,43018 (20617 -- 82350),Likely increasing,1 (0.82 -- 1.2),0.01 (-0.051 -- 0.056),68 (12 -- -14)
Minnesota,22918 (12487 -- 43993),Unsure,0.93 (0.73 -- 1.2),-0.019 (-0.077 -- 0.054),-37 (13 -- -9)
Mississippi,8495 (5259 -- 17807),Increasing,1.1 (1 -- 1.4),0.03 (0.009 -- 0.11),23 (6.4 -- 77)
Missouri,17760 (6407 -- 39889),Unsure,0.98 (0.7 -- 1.2),-0.0061 (-0.086 -- 0.048),-110 (14 -- -8.1)
Montana,2600 (1015 -- 5246),Unsure,0.84 (0.57 -- 1),-0.045 (-0.13 -- 0.0059),-15 (120 -- -5.5)
Nebraska,7456 (3209 -- 15413),Unsure,0.95 (0.7 -- 1.1),-0.014 (-0.087 -- 0.033),-49 (21 -- -7.9)
Nevada,11008 (5687 -- 17577),Likely increasing,1.1 (0.84 -- 1.2),0.021 (-0.045 -- 0.045),32 (15 -- -15)
New Hampshire,3110 (1449 -- 5938),Likely increasing,1.1 (0.86 -- 1.3),0.039 (-0.038 -- 0.082),18 (8.4 -- -18)
New Jersey,17006 (8926 -- 30062),Likely increasing,1 (0.78 -- 1.1),-1.3e-05 (-0.062 -- 0.038),-55000 (18 -- -11)
New Mexico,9673 (3487 -- 19601),Unsure,0.95 (0.61 -- 1.1),-0.013 (-0.11 -- 0.037),-54 (19 -- -6.1)
New York,41336 (24512 -- 74583),Likely increasing,1.2 (0.96 -- 1.5),0.045 (-0.012 -- 0.13),16 (5.4 -- -60)
North Carolina,18930 (13145 -- 32522),Increasing,1.1 (0.99 -- 1.2),0.019 (-0.0018 -- 0.055),36 (13 -- -400)
North Dakota,2068 (1068 -- 3973),Unsure,0.76 (0.58 -- 0.9),-0.07 (-0.13 -- -0.028),-10 (-25 -- -5.5)
Northern Mariana Islands,0 (0 -- 4),Unsure,0.93 (0.57 -- 1.3),-0.02 (-0.13 -- 0.07),-34 (9.9 -- -5.5)
Ohio,35308 (20251 -- 59562),Unsure,0.92 (0.73 -- 1.1),-0.021 (-0.077 -- 0.024),-32 (29 -- -9)
Oklahoma,12371 (5698 -- 25057),Unsure,0.96 (0.69 -- 1.2),-0.012 (-0.089 -- 0.048),-59 (14 -- -7.8)
Oregon,8945 (5768 -- 14443),Increasing,1.1 (0.99 -- 1.3),0.034 (-0.0032 -- 0.069),21 (10 -- -220)
Pennsylvania,23521 (12924 -- 42556),Unsure,0.92 (0.7 -- 1.1),-0.023 (-0.087 -- 0.037),-30 (19 -- -7.9)
Puerto Rico,3250 (1734 -- 6252),Likely increasing,1 (0.88 -- 1.2),0.013 (-0.033 -- 0.044),53 (16 -- -21)
Rhode Island,7265 (4235 -- 12085),Increasing,1.1 (0.97 -- 1.2),0.034 (-0.0076 -- 0.056),20 (12 -- -91)
South Carolina,8853 (5063 -- 15783),Unsure,1.1 (0.91 -- 1.2),0.015 (-0.025 -- 0.048),47 (14 -- -28)
South Dakota,3135 (1872 -- 5343),Unsure,0.9 (0.76 -- 1),-0.029 (-0.07 -- 0.0079),-24 (88 -- -10)
Tennessee,21481 (13972 -- 36138),Likely increasing,1.1 (0.96 -- 1.2),0.017 (-0.011 -- 0.041),40 (17 -- -66)
Texas,47401 (18615 -- 103536),Unsure,0.97 (0.71 -- 1.2),-0.0091 (-0.085 -- 0.047),-76 (15 -- -8.1)
US,710349 (443998 -- 1197750),Unsure,0.92 (0.8 -- 1),-0.023 (-0.056 -- 0.012),-31 (60 -- -12)
Utah,6277 (3013 -- 12602),Unsure,0.77 (0.57 -- 0.98),-0.065 (-0.13 -- -0.0048),-11 (-150 -- -5.4)
Vermont,227 (45 -- 798),Unsure,0.81 (0.39 -- 1.2),-0.055 (-0.19 -- 0.058),-13 (12 -- -3.7)
Virgin Islands,21 (1 -- 156),Unsure,0.9 (0.34 -- 1.6),-0.027 (-0.21 -- 0.16),-26 (4.4 -- -3.4)
Virginia,12631 (7110 -- 21527),Unsure,1.1 (0.86 -- 1.2),0.02 (-0.039 -- 0.052),34 (13 -- -18)
Washington,18420 (8378 -- 35350),Likely increasing,1.1 (0.87 -- 1.3),0.035 (-0.035 -- 0.079),20 (8.8 -- -20)
West Virginia,4357 (2448 -- 7598),Unsure,1 (0.81 -- 1.2),0.002 (-0.052 -- 0.043),360 (16 -- -13)
Wisconsin,13682 (4913 -- 30213),Unsure,0.84 (0.55 -- 1),-0.045 (-0.14 -- 0.0041),-16 (170 -- -5.1)
Wyoming,2443 (1049 -- 5002),Unsure,0.93 (0.68 -- 1.1),-0.019 (-0.091 -- 0.029),-37 (24 -- -7.6)
