region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,528696 (317679 -- 853125),528696,552178,170494,317679,432924,489240,567871,648019,853125,New confirmed cases by infection date,
California,165795 (87702 -- 290228),165795,174451,63560,87702,130328,150867,181083,209469,290228,New confirmed cases by infection date,Likely increasing
Florida,56566 (33112 -- 101010),56566,60636,22574,33112,45535,51595,61605,71660,101010,New confirmed cases by infection date,Likely increasing
Texas,49660 (25630 -- 90978),49660,53150,21815,25630,38312,45242,54759,63850,90978,New confirmed cases by infection date,Likely increasing
Tennessee,41742 (15659 -- 70826),41742,42626,16695,15659,32229,38556,45433,51834,70826,New confirmed cases by infection date,Likely increasing
Georgia,34098 (13727 -- 61478),34098,35584,14897,13727,26265,31347,37282,42855,61478,New confirmed cases by infection date,Likely increasing
New York,32972 (21264 -- 54896),32972,34920,10793,21264,27494,30847,35488,40449,54896,New confirmed cases by infection date,Likely increasing
North Carolina,28883 (19013 -- 42696),28883,29463,7296,19013,24409,27200,30453,33555,42696,New confirmed cases by infection date,Likely increasing
Ohio,26661 (15953 -- 44992),26661,28153,9397,15953,21739,24692,28796,32696,44992,New confirmed cases by infection date,
Arizona,19964 (6227 -- 41970),19964,21572,11175,6227,13947,17401,22584,27399,41970,New confirmed cases by infection date,Likely increasing
South Carolina,19279 (13333 -- 29490),19279,20030,5228,13333,16491,18126,20438,22568,29490,New confirmed cases by infection date,Increasing
Massachusetts,18475 (11247 -- 29450),18475,19215,5877,11247,15093,17111,19894,22310,29450,New confirmed cases by infection date,Likely increasing
Virginia,16914 (9866 -- 28620),16914,17821,5793,9866,13879,15725,18253,20892,28620,New confirmed cases by infection date,Likely increasing
Pennsylvania,16601 (8999 -- 29701),16601,17766,6814,8999,13065,15203,18229,21149,29701,New confirmed cases by infection date,
Alabama,14959 (6344 -- 25830),14959,15375,6237,6344,10771,13386,16409,19259,25830,New confirmed cases by infection date,Likely increasing
New Jersey,13468 (7749 -- 23771),13468,14297,5149,7749,10923,12470,14400,16724,23771,New confirmed cases by infection date,
Kansas,13168 (5217 -- 41736),13168,17834,19199,5217,8801,11360,15407,19950,41736,New confirmed cases by infection date,Likely increasing
Michigan,12758 (6717 -- 30215),12758,15060,8150,6717,9834,11589,14417,17880,30215,New confirmed cases by infection date,
Oklahoma,11192 (4898 -- 22489),11192,12135,5775,4898,8172,9941,12375,14868,22489,New confirmed cases by infection date,
Louisiana,10087 (4077 -- 22586),10087,11438,6571,4077,7085,8814,11640,14317,22586,New confirmed cases by infection date,Likely increasing
