Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,14959 (6344 -- 25830),Likely increasing,1 (0.76 -- 1.1),0.0025 (-0.068 -- 0.026),280 (26 -- -10)
Alaska,708 (411 -- 1390),,0.83 (0.68 -- 1.1),-0.048 (-0.092 -- 0.029),-14 (24 -- -7.6)
Arizona,19964 (6227 -- 41970),Likely increasing,0.91 (0.57 -- 1.1),-0.025 (-0.13 -- 0.025),-27 (27 -- -5.4)
Arkansas,4062 (1416 -- 8268),,0.75 (0.46 -- 0.97),-0.07 (-0.16 -- -0.0096),-9.9 (-72 -- -4.2)
California,165795 (87702 -- 290228),Likely increasing,0.98 (0.76 -- 1.1),-0.0046 (-0.068 -- 0.039),-150 (18 -- -10)
Colorado,4978 (2795 -- 8660),Likely decreasing,0.77 (0.6 -- 0.92),-0.065 (-0.12 -- -0.022),-11 (-31 -- -5.9)
Connecticut,7821 (3080 -- 17292),,0.91 (0.67 -- 1.1),-0.026 (-0.096 -- 0.029),-27 (24 -- -7.2)
Delaware,1950 (1083 -- 3716),,0.89 (0.72 -- 1.1),-0.031 (-0.08 -- 0.025),-22 (28 -- -8.6)
District of Columbia,1184 (669 -- 2206),Likely increasing,1 (0.88 -- 1.2),0.011 (-0.033 -- 0.065),65 (11 -- -21)
Florida,56566 (33112 -- 101010),Likely increasing,1 (0.92 -- 1.2),0.013 (-0.022 -- 0.041),51 (17 -- -32)
Georgia,34098 (13727 -- 61478),Likely increasing,1.1 (0.75 -- 1.2),0.018 (-0.071 -- 0.049),40 (14 -- -9.8)
Guam,12 (2 -- 47),Likely decreasing,0.73 (0.41 -- 1.1),-0.077 (-0.18 -- 0.02),-9 (35 -- -3.8)
Hawaii,477 (281 -- 743),Likely increasing,1 (0.82 -- 1.1),0.0037 (-0.052 -- 0.022),190 (31 -- -13)
Idaho,2655 (1548 -- 4291),,0.85 (0.69 -- 0.95),-0.043 (-0.088 -- -0.015),-16 (-48 -- -7.8)
Illinois,9933 (4515 -- 19019),Likely decreasing,0.7 (0.48 -- 0.9),-0.087 (-0.16 -- -0.027),-8 (-25 -- -4.4)
Indiana,7983 (3663 -- 15961),,0.69 (0.47 -- 0.88),-0.09 (-0.16 -- -0.035),-7.7 (-20 -- -4.3)
Iowa,1319 (341 -- 3843),Likely decreasing,0.57 (0.27 -- 0.91),-0.13 (-0.24 -- -0.024),-5.4 (-29 -- -2.9)
Kansas,13168 (5217 -- 41736),Likely increasing,1 (0.86 -- 1.4),0.012 (-0.041 -- 0.11),57 (6.2 -- -17)
Kentucky,9031 (5927 -- 15097),,0.96 (0.86 -- 1.1),-0.011 (-0.041 -- 0.034),-63 (20 -- -17)
Louisiana,10087 (4077 -- 22586),Likely increasing,0.96 (0.71 -- 1.2),-0.01 (-0.083 -- 0.062),-67 (11 -- -8.3)
Maine,1800 (780 -- 4116),Likely increasing,0.97 (0.66 -- 1.3),-0.0083 (-0.099 -- 0.086),-84 (8.1 -- -7)
Maryland,6944 (4076 -- 12105),,0.91 (0.74 -- 1.1),-0.026 (-0.074 -- 0.023),-27 (30 -- -9.4)
Massachusetts,18475 (11247 -- 29450),Likely increasing,0.99 (0.86 -- 1.1),-0.0027 (-0.04 -- 0.027),-250 (26 -- -17)
Michigan,12758 (6717 -- 30215),,0.9 (0.74 -- 1.2),-0.028 (-0.075 -- 0.053),-25 (13 -- -9.2)
Minnesota,7361 (3993 -- 16252),,0.99 (0.78 -- 1.4),-0.0026 (-0.062 -- 0.095),-270 (7.3 -- -11)
Mississippi,5161 (2367 -- 10196),,0.85 (0.63 -- 1),-0.041 (-0.11 -- 0.01),-17 (67 -- -6.3)
Missouri,7356 (2990 -- 15888),,0.88 (0.64 -- 1.1),-0.032 (-0.1 -- 0.027),-21 (26 -- -6.7)
Montana,1241 (695 -- 2298),Likely decreasing,0.84 (0.69 -- 0.98),-0.045 (-0.091 -- -0.0059),-15 (-120 -- -7.6)
Nebraska,1988 (838 -- 4679),Likely decreasing,0.83 (0.62 -- 1.1),-0.048 (-0.11 -- 0.023),-15 (30 -- -6.3)
Nevada,6087 (3576 -- 10568),,0.87 (0.72 -- 1),-0.035 (-0.079 -- 0.0057),-20 (120 -- -8.8)
New Hampshire,2668 (1333 -- 5187),Likely increasing,0.95 (0.75 -- 1.1),-0.014 (-0.071 -- 0.039),-49 (18 -- -9.8)
New Jersey,13468 (7749 -- 23771),,0.91 (0.76 -- 1),-0.026 (-0.069 -- 0.012),-27 (59 -- -10)
New Mexico,3103 (1555 -- 5776),,0.83 (0.64 -- 1),-0.048 (-0.11 -- -0.00034),-14 (-2000 -- -6.5)
New York,32972 (21264 -- 54896),Likely increasing,0.93 (0.76 -- 1.1),-0.02 (-0.069 -- 0.022),-35 (31 -- -10)
North Carolina,28883 (19013 -- 42696),Likely increasing,1.1 (0.94 -- 1.1),0.015 (-0.017 -- 0.039),46 (18 -- -41)
North Dakota,317 (141 -- 671),Likely decreasing,0.7 (0.51 -- 0.9),-0.087 (-0.15 -- -0.028),-7.9 (-25 -- -4.7)
