Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,2054 (212 -- 13212),Unsure,0.95 (0.58 -- 1.2),-0.015 (-0.13 -- 0.052),-46 (13 -- -5.5)
Alaska,57 (0 -- 21854),Unsure,1.2 (0.3 -- 4.2),0.047 (-0.22 -- 0.68),15 (1 -- -3.1)
Arizona,6550 (1578 -- 55011),Unsure,1 (0.77 -- 1.4),0.0092 (-0.065 -- 0.1),75 (6.8 -- -11)
Arkansas,854 (225 -- 4671),Unsure,1 (0.79 -- 1.5),0.012 (-0.061 -- 0.13),58 (5.5 -- -11)
California,21268 (4243 -- 96514),Unsure,0.94 (0.67 -- 1.2),-0.016 (-0.097 -- 0.052),-44 (13 -- -7.2)
Colorado,1278 (195 -- 11471),Unsure,0.86 (0.56 -- 1.2),-0.04 (-0.13 -- 0.061),-17 (11 -- -5.4)
Connecticut,4422 (218 -- 74428),Unsure,0.82 (0.34 -- 1.6),-0.052 (-0.21 -- 0.16),-13 (4.2 -- -3.3)
Delaware,290 (17 -- 2390),Unsure,0.82 (0.39 -- 1.4),-0.052 (-0.19 -- 0.095),-13 (7.3 -- -3.7)
District of Columbia,487 (47 -- 5214),Unsure,0.91 (0.48 -- 1.6),-0.026 (-0.16 -- 0.17),-27 (4.2 -- -4.4)
Florida,14045 (1681 -- 134363),Unsure,0.95 (0.6 -- 1.2),-0.013 (-0.12 -- 0.065),-52 (11 -- -5.8)
Georgia,11353 (3628 -- 57920),Unsure,1 (0.83 -- 1.3),0.0026 (-0.049 -- 0.075),260 (9.3 -- -14)
Guam,0 (0 -- 3),Likely decreasing,0.18 (1.2e-05 -- 2.4),-0.27 (-0.4 -- 0.33),-2.6 (2.1 -- -1.7)
Hawaii,0 (0 -- 2),Likely decreasing,0.2 (0.00035 -- 2),-0.26 (-0.39 -- 0.25),-2.7 (2.8 -- -1.8)
Idaho,33 (1 -- 492),Likely decreasing,0.88 (0.46 -- 1.5),-0.034 (-0.16 -- 0.13),-21 (5.3 -- -4.3)
Illinois,178547 (17101 -- 1910040),Unsure,0.82 (0.5 -- 1.1),-0.051 (-0.15 -- 0.026),-14 (27 -- -4.7)
Indiana,10975 (1515 -- 97297),Unsure,0.94 (0.61 -- 1.4),-0.015 (-0.12 -- 0.11),-45 (6.6 -- -6)
Iowa,452 (39 -- 3198),Unsure,0.76 (0.37 -- 1.2),-0.069 (-0.2 -- 0.042),-10 (16 -- -3.5)
Kansas,280 (40 -- 2440),Likely decreasing,0.92 (0.59 -- 1.3),-0.022 (-0.12 -- 0.086),-32 (8.1 -- -5.7)
Kentucky,1024 (119 -- 8254),Unsure,0.95 (0.57 -- 1.3),-0.013 (-0.13 -- 0.073),-52 (9.4 -- -5.5)
Louisiana,2532 (436 -- 12700),Likely decreasing,0.87 (0.59 -- 1.1),-0.036 (-0.12 -- 0.029),-19 (24 -- -5.7)
Maine,71 (0 -- 502),Unsure,0.88 (0.091 -- 1.2),-0.034 (-0.31 -- 0.064),-21 (11 -- -2.2)
Maryland,5932 (267 -- 113470),Unsure,0.73 (0.25 -- 1.3),-0.078 (-0.24 -- 0.073),-8.9 (9.5 -- -2.9)
