region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,174154 (111954 -- 333763),174154,191406,75188,111954,144724,161947,187005,215684,333763,New confirmed cases by infection date,Unsure
West Virginia,20906 (2939 -- 367259),20906,131990,698613,2939,8992,15119,29185,53888,367259,New confirmed cases by infection date,Unsure
Texas,17766 (6295 -- 76725),17766,26787,30752,6295,11469,15070,20980,30100,76725,New confirmed cases by infection date,Unsure
Illinois,17248 (8879 -- 44340),17248,21149,17696,8879,12858,15484,19395,23580,44340,New confirmed cases by infection date,Likely increasing
Arizona,15121 (2293 -- 109454),15121,32809,77764,2293,7312,11619,19676,30888,109454,New confirmed cases by infection date,Unsure
Michigan,14885 (2802 -- 126474),14885,50312,393017,2802,7793,11614,20462,33512,126474,New confirmed cases by infection date,Unsure
Ohio,13110 (2397 -- 81833),13110,28269,92795,2397,6778,10235,17716,27555,81833,New confirmed cases by infection date,Unsure
Indiana,12590 (5638 -- 31861),12590,15249,13401,5638,8976,11037,14141,17568,31861,New confirmed cases by infection date,Likely increasing
Minnesota,8651 (3672 -- 24666),8651,11358,13701,3672,6043,7655,9934,12550,24666,New confirmed cases by infection date,Likely increasing
Florida,7086 (2061 -- 59492),7086,45857,292020,2061,4523,6069,8497,11363,59492,New confirmed cases by infection date,Unsure
New Mexico,6923 (1759 -- 26235),6923,9433,9140,1759,4208,5788,8327,11161,26235,New confirmed cases by infection date,Unsure
California,6515 (3089 -- 25160),6515,10245,19231,3089,4693,5709,7616,10010,25160,New confirmed cases by infection date,Unsure
New York,6319 (1754 -- 37868),6319,14438,61670,1754,3871,5245,7576,10822,37868,New confirmed cases by infection date,Likely increasing
South Dakota,5526 (1400 -- 26186),5526,9150,16520,1400,3413,4620,6696,9371,26186,New confirmed cases by infection date,Likely increasing
Colorado,5404 (1839 -- 31932),5404,11307,33312,1839,3416,4539,6637,9327,31932,New confirmed cases by infection date,Likely increasing
North Carolina,4823 (457 -- 12510),4823,5428,4347,457,2567,4021,5547,7144,12510,New confirmed cases by infection date,Unsure
Tennessee,4814 (1696 -- 11034),4814,5409,3402,1696,3427,4240,5455,6435,11034,New confirmed cases by infection date,Unsure
Connecticut,4479 (1501 -- 21193),4479,8490,44227,1501,2844,3701,5408,7541,21193,New confirmed cases by infection date,Increasing
North Dakota,4134 (1310 -- 17537),4134,6730,15554,1310,2656,3486,4917,6783,17537,New confirmed cases by infection date,Likely increasing
Pennsylvania,4110 (1254 -- 10199),4110,4775,3537,1254,2815,3594,4712,5785,10199,New confirmed cases by infection date,Unsure
Georgia,4108 (1788 -- 17416),4108,6313,8714,1788,2934,3569,4800,6570,17416,New confirmed cases by infection date,Unsure
Montana,3964 (701 -- 18531),3964,6572,10687,701,2321,3234,4923,7087,18531,New confirmed cases by infection date,Likely increasing
Iowa,3782 (1184 -- 14345),3782,5811,11768,1184,2462,3224,4483,6108,14345,New confirmed cases by infection date,Unsure
