region,date,median,lower_90,upper_90,lower_50,upper_50,confidence
Alabama,2020-01-23,1,1,1,1,1,1
Alabama,2020-01-24,0.5,0,1,0,1,1
Alabama,2020-01-25,0,0,0,0,0,1
Alabama,2020-01-26,0.5,0,1,0,1,1
Alabama,2020-01-27,1,0,1,1,1,1
Alabama,2020-01-28,1,0,1,1,1,1
Alabama,2020-01-29,0,0,1,0,0,1
Alabama,2020-01-30,0,0,1,0,0,1
Alabama,2020-01-31,0,0,1,0,0,1
Alabama,2020-02-01,0,0,1,0,0,1
Alabama,2020-02-02,0,0,1,0,0,1
Alabama,2020-02-03,0,0,1,0,0,1
Alabama,2020-02-04,0,0,1,0,0,1
Alabama,2020-02-05,0,0,1,0,0,1
Alabama,2020-02-06,0,0,1,0,0,1
Alabama,2020-02-07,0,0,1,0,0,1
Alabama,2020-02-08,0,0,1,0,0,1
Alabama,2020-02-09,0,0,1,0,0,1
Alabama,2020-02-10,0,0,1,0,0,1
Alabama,2020-02-11,0,0,1,0,0,1
Alabama,2020-02-12,0,0,1,0,0,1
Alabama,2020-02-13,0,0,1,0,0,1
Alabama,2020-02-14,0,0,1,0,0,1
Alabama,2020-02-15,0,0,1,0,0,1
Alabama,2020-02-16,0,0,1,0,0,1
Alabama,2020-02-17,0,0,1,0,0,1
Alabama,2020-02-18,0,0,1,0,0,1
Alabama,2020-02-19,0,0,1,0,0,1
Alabama,2020-02-20,0,0,1,0,0,1
Alabama,2020-02-21,0,0,1,0,0,1
Alabama,2020-02-22,0,0,1,0,0,1
Alabama,2020-02-23,0,0,1,0,0,1
Alabama,2020-02-24,0,0,1,0,0,1
Alabama,2020-02-25,0,0,1,0,0,1
Alabama,2020-02-26,0,0,1,0,0,1
Alabama,2020-02-27,0,0,2,0,0,1
Alabama,2020-02-28,0,0,2,0,0,1
Alabama,2020-02-29,1,0,2,0,1,1
Alabama,2020-03-01,1,0,2,0,1,1
Alabama,2020-03-02,1,0,2,0,1,1
Alabama,2020-03-03,1,0,2,0,1,1
Alabama,2020-03-04,1,0,3,0,1,1
Alabama,2020-03-05,1,0,3,0,1,1
Alabama,2020-03-06,1,0,3,0,1,1
Alabama,2020-03-07,1,0,3,0,1,1
Alabama,2020-03-08,2,0,4,1,2,1
Alabama,2020-03-09,2,0,4,1,2,1
Alabama,2020-03-10,2,0,4,1,2,1
Alabama,2020-03-11,2,0,5,0,2,1
Alabama,2020-03-12,3,0,5,1,3,1
Alabama,2020-03-13,3,1,6,1,3,1
Alabama,2020-03-14,3,0,6,1,3,1
Alabama,2020-03-15,4,0,6,2,4,1
Alabama,2020-03-16,4,1,7,2,4,1
Alabama,2020-03-17,4,1,7,3,5,1
Alabama,2020-03-18,5,1,8,3,5,1
Alabama,2020-03-19,5,1,8,2,5,1
Alabama,2020-03-20,5,2,9,3,6,1
Alabama,2020-03-21,6,1,9,3,6,1
Alabama,2020-03-22,6,3,10,3,6,1
Alabama,2020-03-23,6,2,10,4,7,1
Alabama,2020-03-24,7,2,10,4,7,1
Alabama,2020-03-25,7,2,11,5,8,1
Alabama,2020-03-26,7,3,11,5,8,1
Alabama,2020-03-27,8,4,12,5,8,1
Alabama,2020-03-28,8,3,12,5,8,1
Alabama,2020-03-29,8,4,12,5,8,1
Alabama,2020-03-30,8,3,12,6,9,1
Alabama,2020-03-31,8,4,13,4,8,1
Alabama,2020-04-01,9,4,13,5,9,1
Alabama,2020-04-02,9,4,13,5,9,1
Alabama,2020-04-03,9,4,13,8,11,1
Alabama,2020-04-04,9,4,14,5,9,1
Alabama,2020-04-05,9,5,14,6,10,1
Alabama,2020-04-06,10,4,14,6,10,1
Alabama,2020-04-07,10,4,14,7,11,1
Alabama,2020-04-08,10,4,14,6,10,1
Alabama,2020-04-09,10,5,15,7,11,1
Alabama,2020-04-10,10,6,15,8,11,1
Alabama,2020-04-11,10,5,15,7,11,1
Alabama,2020-04-12,10,5,15,7,11,1
Alabama,2020-04-13,10,5,15,7,11,1
Alabama,2020-04-14,11,5,15,7,11,1
Alabama,2020-04-15,11,6,16,7,11,1
Alabama,2020-04-16,11,5,15,8,12,1
Alabama,2020-04-17,11,6,16,8,12,1
Alabama,2020-04-18,11,6,16,8,12,1
Alabama,2020-04-19,12,7,17,8,12,1
Alabama,2020-04-20,12,6,17,9,13,1
Alabama,2020-04-21,12,6,17,9,13,1
Alabama,2020-04-22,12,6,17,10,14,1
Alabama,2020-04-23,12,6,17,9,13,1
Alabama,2020-04-24,12,7,18,10,14,1
Alabama,2020-04-25,12,6,17,9,13,1
Alabama,2020-04-26,12,7,18,9,13,1
Alabama,2020-04-27,12,7,18,10,14,1
Alabama,2020-04-28,13,6,17,10,14,1
Alabama,2020-04-29,12,6,17,10,14,0.99
Alabama,2020-04-30,13,6,18,10,14,0.99
Alabama,2020-05-01,12,6,17,10,14,0.99
Alabama,2020-05-02,12,6,17,9,13,0.99
Alabama,2020-05-03,12,6,16,9,13,0.99
Alabama,2020-05-04,11,6,16,8,12,0.99
Alabama,2020-05-05,11,4,15,7,11,0.98
Alabama,2020-05-06,11,5,15,8,12,0.98
Alabama,2020-05-07,11,6,16,7,11,0.98
Alabama,2020-05-08,10,6,15,7,11,0.98
Alabama,2020-05-09,10,5,15,6,10,0.97
Alabama,2020-05-10,10,4,14,6,10,0.97
Alabama,2020-05-11,10,5,15,6,10,0.96
Alabama,2020-05-12,10,5,15,7,11,0.96
Alabama,2020-05-13,10,5,15,9,12,0.95
Alabama,2020-05-14,10,5,15,7,11,0.94
Alabama,2020-05-15,11,6,16,8,12,0.93
Alabama,2020-05-16,11,4,15,7,11,0.93
Alabama,2020-05-17,11,5,16,8,12,0.92
Alabama,2020-05-18,11,5,16,8,12,0.9
Alabama,2020-05-19,11,6,17,8,12,0.89
Alabama,2020-05-20,12,6,17,9,13,0.88
Alabama,2020-05-21,12,6,17,7,12,0.86
Alabama,2020-05-22,12,6,18,10,14,0.84
Alabama,2020-05-23,12,6,18,10,14,0.82
Alabama,2020-05-24,13,6,18,8,13,0.79
Alabama,2020-05-25,13,6,19,9,14,0.77
Alabama,2020-05-26,14,7,20,10,15,0.74
Alabama,2020-05-27,14,6,21,12,17,0.71
Alabama,2020-05-28,15,8,23,10,16,0.67
Alabama,2020-05-29,16,6,23,11,17,0.63
Alabama,2020-05-30,16.5,7,25,10,17,0.59
Arizona,2020-01-21,1,1,1,1,1,1
Arizona,2020-01-22,0,0,0,0,0,1
Arizona,2020-01-23,0.5,0,1,0,1,1
Arizona,2020-01-24,0.5,0,1,0,1,1
Arizona,2020-01-25,0,0,1,0,0,1
Arizona,2020-01-26,0,0,1,0,0,1
Arizona,2020-01-27,1,0,1,1,1,1
Arizona,2020-01-28,0,0,1,0,0,1
Arizona,2020-01-29,0,0,1,0,0,1
Arizona,2020-01-30,0,0,1,0,0,1
Arizona,2020-01-31,0,0,1,0,0,1
Arizona,2020-02-01,0,0,1,0,0,1
Arizona,2020-02-02,0,0,1,0,0,1
Arizona,2020-02-03,0,0,1,0,0,1
