region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Ohio,386546 (7814 -- 10177600),386546,2113790,5914560,7814,85781,231507,670376,1573830,10177600,New confirmed cases by infection date,Likely increasing,0.088
US,24406 (10782 -- 52952),24406,27229,16227,10782,18007,21831,26960,31852,52952,New confirmed cases by infection date,Likely decreasing,0.9
Georgia,3242 (887 -- 13796),3242,5282,11967,887,2041,2694,3867,5234,13796,New confirmed cases by infection date,Stable,0.51
Texas,2751 (1303 -- 5329),2751,2997,1557,1303,2118,2500,3023,3503,5329,New confirmed cases by infection date,Likely decreasing,0.87
Florida,1944 (160 -- 32534),1944,27444,336840,160,787,1419,2693,4568,32534,New confirmed cases by infection date,Likely decreasing,0.71
Arizona,1822 (482 -- 7531),1822,3786,21180,482,1125,1526,2194,3073,7531,New confirmed cases by infection date,Stable,0.52
North Carolina,1757 (343 -- 5098),1757,2218,2584,343,1100,1502,2021,2571,5098,New confirmed cases by infection date,Likely decreasing,0.75
California,1637 (588 -- 4077),1637,1987,2630,588,1208,1474,1838,2207,4077,New confirmed cases by infection date,Likely decreasing,0.87
Alabama,1485 (135 -- 8383),1485,2905,8352,135,743,1176,1860,2739,8383,New confirmed cases by infection date,Stable,0.57
Colorado,1257 (253 -- 4521),1257,1689,1693,253,728,1041,1520,2087,4521,New confirmed cases by infection date,Likely decreasing,0.62
Indiana,1241 (375 -- 4930),1241,1844,3599,375,782,1036,1447,1933,4930,New confirmed cases by infection date,Likely decreasing,0.66
Michigan,975 (98 -- 4358),975,1597,3700,98,477,753,1256,1870,4358,New confirmed cases by infection date,Likely decreasing,0.94
Illinois,904 (145 -- 2913),904,1135,1008,145,487,744,1078,1474,2913,New confirmed cases by infection date,Likely decreasing,0.94
Washington,804 (94 -- 2936),804,1109,1417,94,406,619,992,1345,2936,New confirmed cases by infection date,Likely decreasing,0.76
Pennsylvania,786 (143 -- 3112),786,1138,1364,143,438,647,979,1355,3112,New confirmed cases by infection date,Likely decreasing,0.9
Louisiana,756 (295 -- 2653),756,1104,1933,295,537,666,865,1116,2653,New confirmed cases by infection date,Likely decreasing,0.61
Virginia,693 (174 -- 1868),693,820,619,174,430,584,819,1021,1868,New confirmed cases by infection date,Likely decreasing,0.86
Minnesota,644 (154 -- 2060),644,824,726,154,393,535,768,1012,2060,New confirmed cases by infection date,Likely decreasing,0.82
New York,630 (116 -- 1546),630,714,586,116,394,528,739,919,1546,New confirmed cases by infection date,Decreasing,0.95
Missouri,593 (35 -- 3320),593,1080,2094,35,228,418,801,1272,3320,New confirmed cases by infection date,Likely decreasing,0.84
Kansas,570 (74 -- 3617),570,1267,3862,74,296,452,714,1073,3617,New confirmed cases by infection date,Stable,0.47
Nevada,514 (140 -- 3415),514,1249,9838,140,312,424,637,995,3415,New confirmed cases by infection date,Stable,0.58
Oregon,367 (25 -- 2581),367,1276,10454,25,144,262,499,769,2581,New confirmed cases by infection date,Likely decreasing,0.72
New Jersey,351 (94 -- 1202),351,464,469,94,218,297,409,549,1202,New confirmed cases by infection date,Likely decreasing,0.89
New Mexico,336 (7 -- 2574),336,1286,7152,7,119,248,457,708,2574,New confirmed cases by infection date,Likely decreasing,0.74
Iowa,327 (34 -- 1632),327,645,2102,34,173,261,406,571,1632,New confirmed cases by infection date,Likely decreasing,0.73
West Virginia,292 (42 -- 1257),292,449,675,42,172,247,358,491,1257,New confirmed cases by infection date,Likely decreasing,0.78
Mississippi,289 (29 -- 1223),289,540,2305,29,161,237,352,508,1223,New confirmed cases by infection date,Likely decreasing,0.71
South Carolina,275 (24 -- 1399),275,517,1513,24,126,212,349,527,1399,New confirmed cases by infection date,Likely decreasing,0.86
Massachusetts,251 (32 -- 894),251,369,741,32,123,199,305,421,894,New confirmed cases by infection date,Likely decreasing,0.88
Arkansas,222 (58 -- 829),222,321,478,58,141,191,259,345,829,New confirmed cases by infection date,Likely decreasing,0.68
Montana,191 (2 -- 2111),191,849,7817,2,60,130,274,520,2111,New confirmed cases by infection date,Likely decreasing,0.65
Tennessee,184 (14 -- 1200),184,623,4658,14,73,131,253,390,1200,New confirmed cases by infection date,Likely decreasing,0.82
Maine,170 (13 -- 734),170,270,532,13,78,129,211,301,734,New confirmed cases by infection date,Likely decreasing,0.69
Wisconsin,161 (0 -- 2841),161,1934,24791,0,10,67,325,807,2841,New confirmed cases by infection date,Likely decreasing,0.85
Wyoming,150 (18 -- 2246),150,2563,65088,18,71,113,203,371,2246,New confirmed cases by infection date,Likely increasing,0.29
