Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,1485 (135 -- 8383),Stable,0.98 (0.54 -- 1.3),-0.0055 (-0.14 -- 0.077),-130 (9 -- -5.1)
Alaska,3 (0 -- 283),Likely decreasing,0.67 (0.033 -- 1.5),-0.098 (-0.36 -- 0.12),-7.1 (5.7 -- -1.9)
Arizona,1822 (482 -- 7531),Stable,1 (0.76 -- 1.4),-0.001 (-0.069 -- 0.094),-660 (7.4 -- -10)
Arkansas,222 (58 -- 829),Likely decreasing,0.96 (0.73 -- 1.3),-0.011 (-0.079 -- 0.074),-60 (9.4 -- -8.7)
California,1637 (588 -- 4077),Likely decreasing,0.91 (0.72 -- 1.1),-0.024 (-0.082 -- 0.027),-29 (26 -- -8.4)
Colorado,1257 (253 -- 4521),Likely decreasing,0.97 (0.68 -- 1.2),-0.0087 (-0.091 -- 0.054),-80 (13 -- -7.6)
Connecticut,130 (15 -- 861),Likely decreasing,0.87 (0.54 -- 1.3),-0.038 (-0.14 -- 0.085),-18 (8.2 -- -5)
Delaware,52 (2 -- 308),Likely decreasing,0.89 (0.45 -- 1.2),-0.031 (-0.16 -- 0.057),-22 (12 -- -4.2)
District of Columbia,35 (0 -- 381),Likely decreasing,0.91 (0.4 -- 1.8),-0.026 (-0.18 -- 0.21),-27 (3.4 -- -3.8)
Florida,1944 (160 -- 32534),Likely decreasing,0.9 (0.53 -- 1.8),-0.028 (-0.14 -- 0.2),-24 (3.4 -- -4.9)
Georgia,3242 (887 -- 13796),Stable,1 (0.73 -- 1.3),-0.00046 (-0.078 -- 0.092),-1500 (7.6 -- -8.9)
Guam,0 (0 -- 12),Likely decreasing,0.3 (0.00093 -- 2),-0.22 (-0.39 -- 0.24),-3.1 (2.8 -- -1.8)
Hawaii,121 (15 -- 1281),Stable,1 (0.66 -- 1.6),0.0015 (-0.1 -- 0.16),480 (4.3 -- -6.9)
Idaho,105 (6 -- 676),Likely decreasing,0.9 (0.39 -- 1.2),-0.029 (-0.19 -- 0.061),-24 (11 -- -3.6)
Illinois,904 (145 -- 2913),Likely decreasing,0.8 (0.47 -- 1),-0.058 (-0.16 -- 0.0058),-12 (120 -- -4.4)
Indiana,1241 (375 -- 4930),Likely decreasing,0.98 (0.77 -- 1.3),-0.0065 (-0.065 -- 0.085),-110 (8.2 -- -11)
Iowa,327 (34 -- 1632),Likely decreasing,0.94 (0.56 -- 1.2),-0.016 (-0.13 -- 0.06),-42 (11 -- -5.4)
Kansas,570 (74 -- 3617),Stable,1 (0.65 -- 1.4),0.0025 (-0.1 -- 0.11),280 (6.2 -- -6.7)
Kentucky,44 (0 -- 1525),Likely decreasing,0.48 (0.049 -- 1.1),-0.16 (-0.34 -- 0.015),-4.4 (45 -- -2.1)
