region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,130404 (80325 -- 237169),130404,141332,52885,80325,105505,120574,142429,164784,237169,New confirmed cases by infection date,Likely decreasing
Texas,17012 (6437 -- 77255),17012,27715,38299,6437,11227,14441,20626,29194,77255,New confirmed cases by infection date,Likely decreasing
Florida,16461 (6285 -- 59761),16461,24434,42191,6285,11056,14092,19208,25431,59761,New confirmed cases by infection date,Unsure
California,9085 (1905 -- 22162),9085,10261,6536,1905,5574,7802,10677,13609,22162,New confirmed cases by infection date,Likely decreasing
Georgia,7707 (2018 -- 43447),7707,15144,37919,2018,4510,6295,9441,13257,43447,New confirmed cases by infection date,Unsure
Tennessee,6275 (2285 -- 28798),6275,13188,102412,2285,4282,5503,7350,10184,28798,New confirmed cases by infection date,Unsure
Illinois,5707 (2936 -- 15248),5707,7136,6198,2936,4171,5043,6415,7920,15248,New confirmed cases by infection date,Likely increasing
Arkansas,5123 (2003 -- 22356),5123,8021,10650,2003,3465,4373,6045,8331,22356,New confirmed cases by infection date,Likely increasing
Wisconsin,4980 (1545 -- 16803),4980,6548,5833,1545,3169,4156,5808,7685,16803,New confirmed cases by infection date,Unsure
Missouri,4124 (913 -- 14973),4124,5672,7320,913,2585,3512,4962,6624,14973,New confirmed cases by infection date,Unsure
North Carolina,4043 (1297 -- 10966),4043,5046,5190,1297,2888,3620,4644,5868,10966,New confirmed cases by infection date,Unsure
Ohio,3859 (917 -- 22511),3859,8989,33107,917,2343,3187,4702,7118,22511,New confirmed cases by infection date,Unsure
Pennsylvania,3796 (1407 -- 13869),3796,5626,10471,1407,2538,3268,4410,5906,13869,New confirmed cases by infection date,Unsure
New York,3791 (367 -- 26139),3791,9749,58539,367,1779,2893,4971,7777,26139,New confirmed cases by infection date,Unsure
Utah,3180 (350 -- 49303),3180,12371,41327,350,1201,2186,4502,8937,49303,New confirmed cases by infection date,Unsure
Puerto Rico,3051 (604 -- 5138020),3051,685453,2631170,604,1528,2295,4098,11186,5138020,New confirmed cases by infection date,Unsure
Massachusetts,2985 (1222 -- 9900),2985,4191,6361,1222,2137,2616,3492,4665,9900,New confirmed cases by infection date,Unsure
Louisiana,2898 (1179 -- 9204),2898,3964,5231,1179,2036,2566,3430,4503,9204,New confirmed cases by infection date,Likely decreasing
South Carolina,2854 (1007 -- 8358),2854,3564,2942,1007,1968,2462,3275,4146,8358,New confirmed cases by infection date,Likely decreasing
Indiana,2794 (1183 -- 10309),2794,3881,3596,1183,1950,2439,3285,4426,10309,New confirmed cases by infection date,Unsure
Virginia,2535 (51 -- 12207),2535,4253,9550,51,723,1676,3487,5308,12207,New confirmed cases by infection date,Unsure
North Dakota,2395 (392 -- 11240),2395,3816,5546,392,1369,1941,2989,4246,11240,New confirmed cases by infection date,Likely increasing
Michigan,2124 (362 -- 12847),2124,5060,23966,362,1164,1728,2634,3748,12847,New confirmed cases by infection date,Unsure
Iowa,2087 (720 -- 15178),2087,5330,38853,720,1340,1778,2589,3834,15178,New confirmed cases by infection date,Unsure
Nebraska,1963 (345 -- 31634),1963,17481,228933,345,917,1447,2698,4854,31634,New confirmed cases by infection date,Unsure
Mississippi,1939 (393 -- 8437),1939,2910,3554,393,1089,1564,2379,3426,8437,New confirmed cases by infection date,Likely decreasing
Minnesota,1816 (438 -- 8012),1816,3175,9598,438,1110,1530,2188,3069,8012,New confirmed cases by infection date,Unsure
Oklahoma,1499 (515 -- 4764),1499,1977,1976,515,999,1281,1751,2298,4764,New confirmed cases by infection date,Unsure
Kansas,1277 (50 -- 8961),1277,3627,22067,50,530,978,1650,2529,8961,New confirmed cases by infection date,Unsure
Colorado,1126 (276 -- 10392),1126,7453,112086,276,617,879,1456,2388,10392,New confirmed cases by infection date,Unsure
Arizona,1119 (204 -- 4225),1119,1569,1725,204,710,948,1320,1835,4225,New confirmed cases by infection date,Decreasing
Washington,1106 (191 -- 8320),1106,3191,21311,191,600,869,1418,2171,8320,New confirmed cases by infection date,Unsure
South Dakota,1105 (141 -- 10646),1105,3837,27799,141,564,862,1508,2598,10646,New confirmed cases by infection date,Unsure
Hawaii,1093 (128 -- 25856),1093,9716,65404,128,483,820,1496,2808,25856,New confirmed cases by infection date,Unsure
