Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,2047 (167 -- 10595),Unsure,0.9 (0.47 -- 1.2),-0.029 (-0.16 -- 0.064),-24 (11 -- -4.3)
Alaska,141 (5 -- 1066),Unsure,1 (0.47 -- 1.5),0.011 (-0.16 -- 0.14),61 (5 -- -4.3)
Arizona,1951 (161 -- 19023),Unsure,0.84 (0.39 -- 1.5),-0.045 (-0.19 -- 0.13),-15 (5.4 -- -3.7)
Arkansas,3325 (1293 -- 7951),Likely increasing,1.1 (0.85 -- 1.3),0.021 (-0.041 -- 0.068),33 (10 -- -17)
California,10624 (3084 -- 29287),Unsure,0.89 (0.63 -- 1.1),-0.03 (-0.11 -- 0.027),-23 (26 -- -6.4)
Colorado,689 (199 -- 4343),Unsure,1 (0.8 -- 1.5),0.0011 (-0.057 -- 0.13),640 (5.4 -- -12)
Connecticut,24 (0 -- 201),Decreasing,0.82 (0.35 -- 1.2),-0.05 (-0.2 -- 0.044),-14 (16 -- -3.5)
Delaware,115 (10 -- 2649),Unsure,0.94 (0.55 -- 1.7),-0.016 (-0.13 -- 0.19),-43 (3.6 -- -5.2)
District of Columbia,49 (2 -- 318),Unsure,0.93 (0.44 -- 1.3),-0.019 (-0.17 -- 0.084),-37 (8.2 -- -4.1)
Florida,5383 (1258 -- 20616),Unsure,0.8 (0.51 -- 1.1),-0.057 (-0.15 -- 0.032),-12 (21 -- -4.7)
Georgia,8406 (1807 -- 28710),Unsure,1 (0.68 -- 1.3),-0.00044 (-0.091 -- 0.078),-1600 (8.9 -- -7.6)
Guam,79 (0 -- 14036),Unsure,0.9 (0.095 -- 3.6),-0.028 (-0.31 -- 0.61),-25 (1.1 -- -2.2)
Hawaii,1315 (94 -- 8524),Likely increasing,1.2 (0.56 -- 1.7),0.047 (-0.13 -- 0.18),15 (4 -- -5.3)
Idaho,170 (2 -- 2065),Unsure,0.7 (0.14 -- 1.3),-0.086 (-0.29 -- 0.092),-8.1 (7.5 -- -2.4)
Illinois,2437 (919 -- 5795),Unsure,1 (0.78 -- 1.2),0.0061 (-0.061 -- 0.056),110 (12 -- -11)
Indiana,1155 (379 -- 2545),Unsure,0.99 (0.75 -- 1.2),-0.0037 (-0.07 -- 0.043),-190 (16 -- -9.9)
Iowa,1563 (294 -- 4697),Unsure,1 (0.67 -- 1.2),0.0032 (-0.095 -- 0.057),210 (12 -- -7.3)
Kansas,897 (253 -- 4760),Unsure,1 (0.79 -- 1.4),0.0078 (-0.06 -- 0.11),89 (6.3 -- -12)
Kentucky,1599 (346 -- 4799),Unsure,1 (0.69 -- 1.2),0.0077 (-0.088 -- 0.055),90 (13 -- -7.9)
Louisiana,2648 (360 -- 12156),Unsure,0.94 (0.6 -- 1.3),-0.017 (-0.12 -- 0.072),-40 (9.7 -- -5.8)
Maine,30 (0 -- 319),Unsure,0.92 (0.38 -- 1.4),-0.022 (-0.19 -- 0.094),-31 (7.3 -- -3.6)
Maryland,794 (337 -- 2138),Unsure,0.97 (0.78 -- 1.2),-0.0073 (-0.063 -- 0.059),-95 (12 -- -11)
