region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,74542 (35625 -- 168777),74542,87734,65452,35625,55814,66770,83681,101178,168777,New confirmed cases by infection date,Unsure
California,14469 (5501 -- 51189),14469,20152,22948,5501,9857,12459,16860,22025,51189,New confirmed cases by infection date,Unsure
Florida,12789 (3297 -- 57724),12789,20639,34825,3297,7731,10769,15853,21615,57724,New confirmed cases by infection date,Unsure
Georgia,7536 (1755 -- 30315),7536,11159,17354,1755,4399,6221,9284,12956,30315,New confirmed cases by infection date,Unsure
Texas,7043 (824 -- 43413),7043,15465,53017,824,3321,5311,8972,14007,43413,New confirmed cases by infection date,Unsure
South Carolina,6954 (1425 -- 46507),6954,15241,39093,1425,3897,5661,8646,13317,46507,New confirmed cases by infection date,Unsure
Tennessee,6665 (2720 -- 24962),6665,12149,41547,2720,4749,5830,7745,10305,24962,New confirmed cases by infection date,Likely increasing
Kansas,5373 (902 -- 56879),5373,23758,141990,902,2299,3797,7332,13322,56879,New confirmed cases by infection date,Unsure
Pennsylvania,3757 (1329 -- 29163),3757,11509,63302,1329,2330,3053,4785,7277,29163,New confirmed cases by infection date,Unsure
Puerto Rico,3496 (642 -- 40691),3496,21601,370292,642,1713,2703,4812,8335,40691,New confirmed cases by infection date,Unsure
Ohio,3021 (679 -- 10957),3021,4417,7044,679,1813,2528,3654,5006,10957,New confirmed cases by infection date,Unsure
Louisiana,2830 (751 -- 14676),2830,5151,15388,751,1660,2315,3424,4861,14676,New confirmed cases by infection date,Unsure
Arkansas,2792 (724 -- 7146),2792,3213,2219,724,1811,2373,3224,4080,7146,New confirmed cases by infection date,Unsure
Illinois,2661 (1287 -- 5701),2661,3107,3419,1287,2031,2423,2947,3433,5701,New confirmed cases by infection date,Unsure
North Carolina,2588 (561 -- 9594),2588,3550,3656,561,1590,2131,3130,4279,9594,New confirmed cases by infection date,Unsure
Michigan,2562 (333 -- 14355),2562,4542,8612,333,1370,2088,3240,4798,14355,New confirmed cases by infection date,Unsure
