forecast_date,submission_date,target,target_end_date,location,type,quantile,value,model
2021-04-05,2021-04-05,1 wk ahead inc death,2021-04-10,01,point,,104.333333333333,mean
2021-04-05,2021-04-05,1 wk ahead inc death,2021-04-10,01,quantile,0.01,30.65,mean
2021-04-05,2021-04-05,1 wk ahead inc death,2021-04-10,01,quantile,0.025,37.6583333333333,mean
2021-04-05,2021-04-05,1 wk ahead inc death,2021-04-10,01,quantile,0.05,44.65,mean
2021-04-05,2021-04-05,1 wk ahead inc death,2021-04-10,01,quantile,0.1,54.3333333333333,mean
2021-04-05,2021-04-05,1 wk ahead inc death,2021-04-10,01,quantile,0.15,61.3333333333333,mean
2021-04-05,2021-04-05,1 wk ahead inc death,2021-04-10,01,quantile,0.2,67.6666666666667,mean
2021-04-05,2021-04-05,1 wk ahead inc death,2021-04-10,01,quantile,0.25,73.6666666666667,mean
2021-04-05,2021-04-05,1 wk ahead inc death,2021-04-10,01,quantile,0.3,80,mean
2021-04-05,2021-04-05,1 wk ahead inc death,2021-04-10,01,quantile,0.35,85.6666666666667,mean
2021-04-05,2021-04-05,1 wk ahead inc death,2021-04-10,01,quantile,0.4,91,mean
2021-04-05,2021-04-05,1 wk ahead inc death,2021-04-10,01,quantile,0.45,97,mean
2021-04-05,2021-04-05,1 wk ahead inc death,2021-04-10,01,quantile,0.5,104.333333333333,mean
2021-04-05,2021-04-05,1 wk ahead inc death,2021-04-10,01,quantile,0.55,111,mean
2021-04-05,2021-04-05,1 wk ahead inc death,2021-04-10,01,quantile,0.6,118.666666666667,mean
2021-04-05,2021-04-05,1 wk ahead inc death,2021-04-10,01,quantile,0.65,126,mean
2021-04-05,2021-04-05,1 wk ahead inc death,2021-04-10,01,quantile,0.7,134.666666666667,mean
2021-04-05,2021-04-05,1 wk ahead inc death,2021-04-10,01,quantile,0.75,144.75,mean
2021-04-05,2021-04-05,1 wk ahead inc death,2021-04-10,01,quantile,0.8,157.4,mean
2021-04-05,2021-04-05,1 wk ahead inc death,2021-04-10,01,quantile,0.85,173.716666666667,mean
2021-04-05,2021-04-05,1 wk ahead inc death,2021-04-10,01,quantile,0.9,193.666666666667,mean
2021-04-05,2021-04-05,1 wk ahead inc death,2021-04-10,01,quantile,0.95,226.05,mean
2021-04-05,2021-04-05,1 wk ahead inc death,2021-04-10,01,quantile,0.975,251.683333333333,mean
2021-04-05,2021-04-05,1 wk ahead inc death,2021-04-10,01,quantile,0.99,283.04,mean
2021-04-05,2021-04-05,2 wk ahead inc death,2021-04-17,01,point,,91.6666666666667,mean
2021-04-05,2021-04-05,2 wk ahead inc death,2021-04-17,01,quantile,0.01,22.66,mean
2021-04-05,2021-04-05,2 wk ahead inc death,2021-04-17,01,quantile,0.025,30.6583333333333,mean
2021-04-05,2021-04-05,2 wk ahead inc death,2021-04-17,01,quantile,0.05,36.3333333333333,mean
2021-04-05,2021-04-05,2 wk ahead inc death,2021-04-17,01,quantile,0.1,45.9333333333333,mean
2021-04-05,2021-04-05,2 wk ahead inc death,2021-04-17,01,quantile,0.15,51.3333333333333,mean
