forecast_date,submission_date,target,target_end_date,location,type,quantile,value,model
2020-11-23,2020-11-23,1 wk ahead inc death,2020-11-28,01,point,,142.166666666667,mean
2020-11-23,2020-11-23,1 wk ahead inc death,2020-11-28,01,quantile,0.01,50.33,mean
2020-11-23,2020-11-23,1 wk ahead inc death,2020-11-28,01,quantile,0.025,58.6583333333333,mean
2020-11-23,2020-11-23,1 wk ahead inc death,2020-11-28,01,quantile,0.05,66.3166666666667,mean
2020-11-23,2020-11-23,1 wk ahead inc death,2020-11-28,01,quantile,0.1,79.3,mean
2020-11-23,2020-11-23,1 wk ahead inc death,2020-11-28,01,quantile,0.15,89.6166666666667,mean
2020-11-23,2020-11-23,1 wk ahead inc death,2020-11-28,01,quantile,0.2,98,mean
2020-11-23,2020-11-23,1 wk ahead inc death,2020-11-28,01,quantile,0.25,106.666666666667,mean
2020-11-23,2020-11-23,1 wk ahead inc death,2020-11-28,01,quantile,0.3,114.466666666667,mean
2020-11-23,2020-11-23,1 wk ahead inc death,2020-11-28,01,quantile,0.35,122,mean
2020-11-23,2020-11-23,1 wk ahead inc death,2020-11-28,01,quantile,0.4,128.666666666667,mean
2020-11-23,2020-11-23,1 wk ahead inc death,2020-11-28,01,quantile,0.45,134.333333333333,mean
2020-11-23,2020-11-23,1 wk ahead inc death,2020-11-28,01,quantile,0.5,142.166666666667,mean
2020-11-23,2020-11-23,1 wk ahead inc death,2020-11-28,01,quantile,0.55,150.333333333333,mean
2020-11-23,2020-11-23,1 wk ahead inc death,2020-11-28,01,quantile,0.6,158.466666666667,mean
2020-11-23,2020-11-23,1 wk ahead inc death,2020-11-28,01,quantile,0.65,166.233333333333,mean
2020-11-23,2020-11-23,1 wk ahead inc death,2020-11-28,01,quantile,0.7,176.666666666667,mean
2020-11-23,2020-11-23,1 wk ahead inc death,2020-11-28,01,quantile,0.75,188.666666666667,mean
2020-11-23,2020-11-23,1 wk ahead inc death,2020-11-28,01,quantile,0.8,199.8,mean
2020-11-23,2020-11-23,1 wk ahead inc death,2020-11-28,01,quantile,0.85,216,mean
2020-11-23,2020-11-23,1 wk ahead inc death,2020-11-28,01,quantile,0.9,237,mean
2020-11-23,2020-11-23,1 wk ahead inc death,2020-11-28,01,quantile,0.95,266.35,mean
2020-11-23,2020-11-23,1 wk ahead inc death,2020-11-28,01,quantile,0.975,287,mean
2020-11-23,2020-11-23,1 wk ahead inc death,2020-11-28,01,quantile,0.99,315.67,mean
2020-11-23,2020-11-23,2 wk ahead inc death,2020-12-05,01,point,,175.833333333333,mean
