forecast_date,submission_date,target,target_end_date,location,type,quantile,value,model
2021-02-01,2021-02-01,1 wk ahead inc death,2021-02-06,01,point,,706.5,mean
2021-02-01,2021-02-01,1 wk ahead inc death,2021-02-06,01,quantile,0.01,235.31,mean
2021-02-01,2021-02-01,1 wk ahead inc death,2021-02-06,01,quantile,0.025,262.316666666667,mean
2021-02-01,2021-02-01,1 wk ahead inc death,2021-02-06,01,quantile,0.05,305.95,mean
2021-02-01,2021-02-01,1 wk ahead inc death,2021-02-06,01,quantile,0.1,363.233333333333,mean
2021-02-01,2021-02-01,1 wk ahead inc death,2021-02-06,01,quantile,0.15,412.8,mean
2021-02-01,2021-02-01,1 wk ahead inc death,2021-02-06,01,quantile,0.2,450.2,mean
2021-02-01,2021-02-01,1 wk ahead inc death,2021-02-06,01,quantile,0.25,492.5,mean
2021-02-01,2021-02-01,1 wk ahead inc death,2021-02-06,01,quantile,0.3,533.333333333333,mean
2021-02-01,2021-02-01,1 wk ahead inc death,2021-02-06,01,quantile,0.35,579.666666666667,mean
2021-02-01,2021-02-01,1 wk ahead inc death,2021-02-06,01,quantile,0.4,621.533333333333,mean
2021-02-01,2021-02-01,1 wk ahead inc death,2021-02-06,01,quantile,0.45,660.183333333333,mean
2021-02-01,2021-02-01,1 wk ahead inc death,2021-02-06,01,quantile,0.5,706.5,mean
2021-02-01,2021-02-01,1 wk ahead inc death,2021-02-06,01,quantile,0.55,752.483333333333,mean
2021-02-01,2021-02-01,1 wk ahead inc death,2021-02-06,01,quantile,0.6,802.266666666667,mean
2021-02-01,2021-02-01,1 wk ahead inc death,2021-02-06,01,quantile,0.65,860.35,mean
2021-02-01,2021-02-01,1 wk ahead inc death,2021-02-06,01,quantile,0.7,925.2,mean
2021-02-01,2021-02-01,1 wk ahead inc death,2021-02-06,01,quantile,0.75,996.416666666667,mean
2021-02-01,2021-02-01,1 wk ahead inc death,2021-02-06,01,quantile,0.8,1061.06666666667,mean
2021-02-01,2021-02-01,1 wk ahead inc death,2021-02-06,01,quantile,0.85,1153.86666666667,mean
2021-02-01,2021-02-01,1 wk ahead inc death,2021-02-06,01,quantile,0.9,1259.43333333333,mean
2021-02-01,2021-02-01,1 wk ahead inc death,2021-02-06,01,quantile,0.95,1426.11666666667,mean
2021-02-01,2021-02-01,1 wk ahead inc death,2021-02-06,01,quantile,0.975,1583.59166666667,mean
2021-02-01,2021-02-01,1 wk ahead inc death,2021-02-06,01,quantile,0.99,1737.17333333333,mean
2021-02-01,2021-02-01,2 wk ahead inc death,2021-02-13,01,point,,787.5,mean
2021-02-01,2021-02-01,2 wk ahead inc death,2021-02-13,01,quantile,0.01,249.656666666667,mean
2021-02-01,2021-02-01,2 wk ahead inc death,2021-02-13,01,quantile,0.025,282.3,mean
2021-02-01,2021-02-01,2 wk ahead inc death,2021-02-13,01,quantile,0.05,331.633333333333,mean
2021-02-01,2021-02-01,2 wk ahead inc death,2021-02-13,01,quantile,0.1,394.6,mean
2021-02-01,2021-02-01,2 wk ahead inc death,2021-02-13,01,quantile,0.15,446.8,mean
2021-02-01,2021-02-01,2 wk ahead inc death,2021-02-13,01,quantile,0.2,498.266666666667,mean
2021-02-01,2021-02-01,2 wk ahead inc death,2021-02-13,01,quantile,0.25,541,mean
2021-02-01,2021-02-01,2 wk ahead inc death,2021-02-13,01,quantile,0.3,585.566666666667,mean
2021-02-01,2021-02-01,2 wk ahead inc death,2021-02-13,01,quantile,0.35,631.316666666667,mean
2021-02-01,2021-02-01,2 wk ahead inc death,2021-02-13,01,quantile,0.4,683.933333333333,mean
2021-02-01,2021-02-01,2 wk ahead inc death,2021-02-13,01,quantile,0.45,736.85,mean
2021-02-01,2021-02-01,2 wk ahead inc death,2021-02-13,01,quantile,0.5,787.5,mean
2021-02-01,2021-02-01,2 wk ahead inc death,2021-02-13,01,quantile,0.55,842.333333333333,mean
2021-02-01,2021-02-01,2 wk ahead inc death,2021-02-13,01,quantile,0.6,902.8,mean
2021-02-01,2021-02-01,2 wk ahead inc death,2021-02-13,01,quantile,0.65,954.9,mean
2021-02-01,2021-02-01,2 wk ahead inc death,2021-02-13,01,quantile,0.7,1026.43333333333,mean
2021-02-01,2021-02-01,2 wk ahead inc death,2021-02-13,01,quantile,0.75,1109.83333333333,mean
2021-02-01,2021-02-01,2 wk ahead inc death,2021-02-13,01,quantile,0.8,1199.46666666667,mean
2021-02-01,2021-02-01,2 wk ahead inc death,2021-02-13,01,quantile,0.85,1298.38333333333,mean
2021-02-01,2021-02-01,2 wk ahead inc death,2021-02-13,01,quantile,0.9,1433.23333333333,mean
2021-02-01,2021-02-01,2 wk ahead inc death,2021-02-13,01,quantile,0.95,1676.66666666667,mean
