forecast_date,submission_date,target,target_end_date,location,type,quantile,value,model
2020-12-28,2020-12-28,1 wk ahead inc death,2021-01-02,01,point,,298.666666666667,mean
2020-12-28,2020-12-28,1 wk ahead inc death,2021-01-02,01,quantile,0.01,105.31,mean
2020-12-28,2020-12-28,1 wk ahead inc death,2021-01-02,01,quantile,0.025,119.983333333333,mean
2020-12-28,2020-12-28,1 wk ahead inc death,2021-01-02,01,quantile,0.05,136.333333333333,mean
2020-12-28,2020-12-28,1 wk ahead inc death,2021-01-02,01,quantile,0.1,162.666666666667,mean
2020-12-28,2020-12-28,1 wk ahead inc death,2021-01-02,01,quantile,0.15,183.566666666667,mean
2020-12-28,2020-12-28,1 wk ahead inc death,2021-01-02,01,quantile,0.2,200.666666666667,mean
2020-12-28,2020-12-28,1 wk ahead inc death,2021-01-02,01,quantile,0.25,216.833333333333,mean
2020-12-28,2020-12-28,1 wk ahead inc death,2021-01-02,01,quantile,0.3,231.9,mean
2020-12-28,2020-12-28,1 wk ahead inc death,2021-01-02,01,quantile,0.35,247.433333333333,mean
2020-12-28,2020-12-28,1 wk ahead inc death,2021-01-02,01,quantile,0.4,266.4,mean
2020-12-28,2020-12-28,1 wk ahead inc death,2021-01-02,01,quantile,0.45,281.333333333333,mean
2020-12-28,2020-12-28,1 wk ahead inc death,2021-01-02,01,quantile,0.5,298.666666666667,mean
2020-12-28,2020-12-28,1 wk ahead inc death,2021-01-02,01,quantile,0.55,317.633333333333,mean
2020-12-28,2020-12-28,1 wk ahead inc death,2021-01-02,01,quantile,0.6,335.8,mean
2020-12-28,2020-12-28,1 wk ahead inc death,2021-01-02,01,quantile,0.65,355,mean
2020-12-28,2020-12-28,1 wk ahead inc death,2021-01-02,01,quantile,0.7,377.1,mean
2020-12-28,2020-12-28,1 wk ahead inc death,2021-01-02,01,quantile,0.75,400.5,mean
2020-12-28,2020-12-28,1 wk ahead inc death,2021-01-02,01,quantile,0.8,425.4,mean
2020-12-28,2020-12-28,1 wk ahead inc death,2021-01-02,01,quantile,0.85,463.666666666667,mean
2020-12-28,2020-12-28,1 wk ahead inc death,2021-01-02,01,quantile,0.9,506.8,mean
2020-12-28,2020-12-28,1 wk ahead inc death,2021-01-02,01,quantile,0.95,588.783333333333,mean
2020-12-28,2020-12-28,1 wk ahead inc death,2021-01-02,01,quantile,0.975,634.491666666667,mean
2020-12-28,2020-12-28,1 wk ahead inc death,2021-01-02,01,quantile,0.99,730.09,mean
2020-12-28,2020-12-28,2 wk ahead inc death,2021-01-09,01,point,,336.666666666667,mean
2020-12-28,2020-12-28,2 wk ahead inc death,2021-01-09,01,quantile,0.01,95.6366666666667,mean
2020-12-28,2020-12-28,2 wk ahead inc death,2021-01-09,01,quantile,0.025,115.65,mean
2020-12-28,2020-12-28,2 wk ahead inc death,2021-01-09,01,quantile,0.05,139.65,mean
2020-12-28,2020-12-28,2 wk ahead inc death,2021-01-09,01,quantile,0.1,168.3,mean
2020-12-28,2020-12-28,2 wk ahead inc death,2021-01-09,01,quantile,0.15,196.233333333333,mean
2020-12-28,2020-12-28,2 wk ahead inc death,2021-01-09,01,quantile,0.2,216.866666666667,mean
2020-12-28,2020-12-28,2 wk ahead inc death,2021-01-09,01,quantile,0.25,236.583333333333,mean
2020-12-28,2020-12-28,2 wk ahead inc death,2021-01-09,01,quantile,0.3,256.333333333333,mean
2020-12-28,2020-12-28,2 wk ahead inc death,2021-01-09,01,quantile,0.35,277.216666666667,mean
