forecast_date,submission_date,target,target_end_date,location,type,quantile,value,model
2021-02-15,2021-02-15,1 wk ahead inc death,2021-02-20,01,point,,758,mean
2021-02-15,2021-02-15,1 wk ahead inc death,2021-02-20,01,quantile,0.01,214.293333333333,mean
2021-02-15,2021-02-15,1 wk ahead inc death,2021-02-20,01,quantile,0.025,259.316666666667,mean
2021-02-15,2021-02-15,1 wk ahead inc death,2021-02-20,01,quantile,0.05,296.933333333333,mean
2021-02-15,2021-02-15,1 wk ahead inc death,2021-02-20,01,quantile,0.1,363.3,mean
2021-02-15,2021-02-15,1 wk ahead inc death,2021-02-20,01,quantile,0.15,418.283333333333,mean
2021-02-15,2021-02-15,1 wk ahead inc death,2021-02-20,01,quantile,0.2,469.466666666667,mean
2021-02-15,2021-02-15,1 wk ahead inc death,2021-02-20,01,quantile,0.25,512.916666666667,mean
2021-02-15,2021-02-15,1 wk ahead inc death,2021-02-20,01,quantile,0.3,562.333333333333,mean
2021-02-15,2021-02-15,1 wk ahead inc death,2021-02-20,01,quantile,0.35,608.666666666667,mean
2021-02-15,2021-02-15,1 wk ahead inc death,2021-02-20,01,quantile,0.4,655.2,mean
2021-02-15,2021-02-15,1 wk ahead inc death,2021-02-20,01,quantile,0.45,704.666666666667,mean
2021-02-15,2021-02-15,1 wk ahead inc death,2021-02-20,01,quantile,0.5,758,mean
2021-02-15,2021-02-15,1 wk ahead inc death,2021-02-20,01,quantile,0.55,813.966666666667,mean
2021-02-15,2021-02-15,1 wk ahead inc death,2021-02-20,01,quantile,0.6,869.133333333333,mean
2021-02-15,2021-02-15,1 wk ahead inc death,2021-02-20,01,quantile,0.65,931.233333333333,mean
2021-02-15,2021-02-15,1 wk ahead inc death,2021-02-20,01,quantile,0.7,1007.66666666667,mean
2021-02-15,2021-02-15,1 wk ahead inc death,2021-02-20,01,quantile,0.75,1086.08333333333,mean
2021-02-15,2021-02-15,1 wk ahead inc death,2021-02-20,01,quantile,0.8,1182.13333333333,mean
2021-02-15,2021-02-15,1 wk ahead inc death,2021-02-20,01,quantile,0.85,1279.71666666667,mean
2021-02-15,2021-02-15,1 wk ahead inc death,2021-02-20,01,quantile,0.9,1390.76666666667,mean
2021-02-15,2021-02-15,1 wk ahead inc death,2021-02-20,01,quantile,0.95,1596.33333333333,mean
2021-02-15,2021-02-15,1 wk ahead inc death,2021-02-20,01,quantile,0.975,1738.25833333333,mean
2021-02-15,2021-02-15,1 wk ahead inc death,2021-02-20,01,quantile,0.99,1926.72666666667,mean
2021-02-15,2021-02-15,2 wk ahead inc death,2021-02-27,01,point,,743.333333333333,mean
2021-02-15,2021-02-15,2 wk ahead inc death,2021-02-27,01,quantile,0.01,129.616666666667,mean
2021-02-15,2021-02-15,2 wk ahead inc death,2021-02-27,01,quantile,0.025,176.291666666667,mean
2021-02-15,2021-02-15,2 wk ahead inc death,2021-02-27,01,quantile,0.05,224.55,mean
2021-02-15,2021-02-15,2 wk ahead inc death,2021-02-27,01,quantile,0.1,293.333333333333,mean
