forecast_date,submission_date,target,target_end_date,location,type,quantile,value,model
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,01,point,,60.8333333333333,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,01,quantile,0.01,15.3333333333333,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,01,quantile,0.025,20.325,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,01,quantile,0.05,24,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,01,quantile,0.1,29,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,01,quantile,0.15,33.3333333333333,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,01,quantile,0.2,38.2666666666667,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,01,quantile,0.25,42.3333333333333,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,01,quantile,0.3,45.6666666666667,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,01,quantile,0.35,49.2166666666667,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,01,quantile,0.4,52.8666666666667,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,01,quantile,0.45,56.6666666666667,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,01,quantile,0.5,60.8333333333333,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,01,quantile,0.55,65,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,01,quantile,0.6,69,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,01,quantile,0.65,74.3333333333333,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,01,quantile,0.7,79.1,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,01,quantile,0.75,86.6666666666667,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,01,quantile,0.8,94,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,01,quantile,0.85,103.666666666667,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,01,quantile,0.9,115.366666666667,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,01,quantile,0.95,134,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,01,quantile,0.975,150.358333333333,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,01,quantile,0.99,177.046666666667,mean
2021-05-31,2021-05-31,2 wk ahead inc death,2021-06-12,01,point,,55.3333333333333,mean
2021-05-31,2021-05-31,2 wk ahead inc death,2021-06-12,01,quantile,0.01,12.99,mean
2021-05-31,2021-05-31,2 wk ahead inc death,2021-06-12,01,quantile,0.025,15.6666666666667,mean
2021-05-31,2021-05-31,2 wk ahead inc death,2021-06-12,01,quantile,0.05,19.3333333333333,mean
2021-05-31,2021-05-31,2 wk ahead inc death,2021-06-12,01,quantile,0.1,24.6666666666667,mean
2021-05-31,2021-05-31,2 wk ahead inc death,2021-06-12,01,quantile,0.15,28.2833333333333,mean
2021-05-31,2021-05-31,2 wk ahead inc death,2021-06-12,01,quantile,0.2,32.6666666666667,mean
2021-05-31,2021-05-31,2 wk ahead inc death,2021-06-12,01,quantile,0.25,36,mean
2021-05-31,2021-05-31,2 wk ahead inc death,2021-06-12,01,quantile,0.3,39.3333333333333,mean
2021-05-31,2021-05-31,2 wk ahead inc death,2021-06-12,01,quantile,0.35,43.3333333333333,mean
2021-05-31,2021-05-31,2 wk ahead inc death,2021-06-12,01,quantile,0.4,47.6666666666667,mean
2021-05-31,2021-05-31,2 wk ahead inc death,2021-06-12,01,quantile,0.45,51.3333333333333,mean
2021-05-31,2021-05-31,2 wk ahead inc death,2021-06-12,01,quantile,0.5,55.3333333333333,mean
2021-05-31,2021-05-31,2 wk ahead inc death,2021-06-12,01,quantile,0.55,60,mean
2021-05-31,2021-05-31,2 wk ahead inc death,2021-06-12,01,quantile,0.6,65.6666666666667,mean
2021-05-31,2021-05-31,2 wk ahead inc death,2021-06-12,01,quantile,0.65,72.6666666666667,mean
2021-05-31,2021-05-31,2 wk ahead inc death,2021-06-12,01,quantile,0.7,79.3333333333333,mean
2021-05-31,2021-05-31,2 wk ahead inc death,2021-06-12,01,quantile,0.75,87.3333333333333,mean
2021-05-31,2021-05-31,2 wk ahead inc death,2021-06-12,01,quantile,0.8,95.6666666666667,mean
2021-05-31,2021-05-31,2 wk ahead inc death,2021-06-12,01,quantile,0.85,105.666666666667,mean
2021-05-31,2021-05-31,2 wk ahead inc death,2021-06-12,01,quantile,0.9,122.033333333333,mean
2021-05-31,2021-05-31,2 wk ahead inc death,2021-06-12,01,quantile,0.95,152,mean
2021-05-31,2021-05-31,2 wk ahead inc death,2021-06-12,01,quantile,0.975,172,mean
2021-05-31,2021-05-31,2 wk ahead inc death,2021-06-12,01,quantile,0.99,201.043333333333,mean
2021-05-31,2021-05-31,3 wk ahead inc death,2021-06-19,01,point,,43.3333333333333,mean
2021-05-31,2021-05-31,3 wk ahead inc death,2021-06-19,01,quantile,0.01,10,mean
2021-05-31,2021-05-31,3 wk ahead inc death,2021-06-19,01,quantile,0.025,12.6583333333333,mean
2021-05-31,2021-05-31,3 wk ahead inc death,2021-06-19,01,quantile,0.05,15.3333333333333,mean
2021-05-31,2021-05-31,3 wk ahead inc death,2021-06-19,01,quantile,0.1,19.6666666666667,mean
2021-05-31,2021-05-31,3 wk ahead inc death,2021-06-19,01,quantile,0.15,22.3333333333333,mean
2021-05-31,2021-05-31,3 wk ahead inc death,2021-06-19,01,quantile,0.2,25.6666666666667,mean
2021-05-31,2021-05-31,3 wk ahead inc death,2021-06-19,01,quantile,0.25,28.6666666666667,mean
2021-05-31,2021-05-31,3 wk ahead inc death,2021-06-19,01,quantile,0.3,31.6666666666667,mean
2021-05-31,2021-05-31,3 wk ahead inc death,2021-06-19,01,quantile,0.35,34.3333333333333,mean
2021-05-31,2021-05-31,3 wk ahead inc death,2021-06-19,01,quantile,0.4,37.3333333333333,mean
2021-05-31,2021-05-31,3 wk ahead inc death,2021-06-19,01,quantile,0.45,40.3333333333333,mean
2021-05-31,2021-05-31,3 wk ahead inc death,2021-06-19,01,quantile,0.5,43.3333333333333,mean
2021-05-31,2021-05-31,3 wk ahead inc death,2021-06-19,01,quantile,0.55,46,mean
2021-05-31,2021-05-31,3 wk ahead inc death,2021-06-19,01,quantile,0.6,49,mean
2021-05-31,2021-05-31,3 wk ahead inc death,2021-06-19,01,quantile,0.65,52.3333333333333,mean
2021-05-31,2021-05-31,3 wk ahead inc death,2021-06-19,01,quantile,0.7,56.6666666666667,mean
2021-05-31,2021-05-31,3 wk ahead inc death,2021-06-19,01,quantile,0.75,61,mean
2021-05-31,2021-05-31,3 wk ahead inc death,2021-06-19,01,quantile,0.8,66.4,mean
2021-05-31,2021-05-31,3 wk ahead inc death,2021-06-19,01,quantile,0.85,72.3333333333333,mean
2021-05-31,2021-05-31,3 wk ahead inc death,2021-06-19,01,quantile,0.9,81.7,mean
2021-05-31,2021-05-31,3 wk ahead inc death,2021-06-19,01,quantile,0.95,95,mean
2021-05-31,2021-05-31,3 wk ahead inc death,2021-06-19,01,quantile,0.975,107.666666666667,mean
2021-05-31,2021-05-31,3 wk ahead inc death,2021-06-19,01,quantile,0.99,119.016666666667,mean
2021-05-31,2021-05-31,4 wk ahead inc death,2021-06-26,01,point,,38.3333333333333,mean
2021-05-31,2021-05-31,4 wk ahead inc death,2021-06-26,01,quantile,0.01,9,mean
2021-05-31,2021-05-31,4 wk ahead inc death,2021-06-26,01,quantile,0.025,11.6666666666667,mean
2021-05-31,2021-05-31,4 wk ahead inc death,2021-06-26,01,quantile,0.05,13.3333333333333,mean
2021-05-31,2021-05-31,4 wk ahead inc death,2021-06-26,01,quantile,0.1,17.6666666666667,mean
2021-05-31,2021-05-31,4 wk ahead inc death,2021-06-26,01,quantile,0.15,20.2833333333333,mean
2021-05-31,2021-05-31,4 wk ahead inc death,2021-06-26,01,quantile,0.2,23,mean
2021-05-31,2021-05-31,4 wk ahead inc death,2021-06-26,01,quantile,0.25,25.3333333333333,mean
2021-05-31,2021-05-31,4 wk ahead inc death,2021-06-26,01,quantile,0.3,27.6666666666667,mean
2021-05-31,2021-05-31,4 wk ahead inc death,2021-06-26,01,quantile,0.35,30.55,mean
2021-05-31,2021-05-31,4 wk ahead inc death,2021-06-26,01,quantile,0.4,33,mean
2021-05-31,2021-05-31,4 wk ahead inc death,2021-06-26,01,quantile,0.45,35.3333333333333,mean
2021-05-31,2021-05-31,4 wk ahead inc death,2021-06-26,01,quantile,0.5,38.3333333333333,mean
2021-05-31,2021-05-31,4 wk ahead inc death,2021-06-26,01,quantile,0.55,41,mean
2021-05-31,2021-05-31,4 wk ahead inc death,2021-06-26,01,quantile,0.6,44.6666666666667,mean
2021-05-31,2021-05-31,4 wk ahead inc death,2021-06-26,01,quantile,0.65,48.3333333333333,mean
2021-05-31,2021-05-31,4 wk ahead inc death,2021-06-26,01,quantile,0.7,51.7666666666667,mean
2021-05-31,2021-05-31,4 wk ahead inc death,2021-06-26,01,quantile,0.75,56,mean
2021-05-31,2021-05-31,4 wk ahead inc death,2021-06-26,01,quantile,0.8,62,mean
2021-05-31,2021-05-31,4 wk ahead inc death,2021-06-26,01,quantile,0.85,70.3333333333334,mean
2021-05-31,2021-05-31,4 wk ahead inc death,2021-06-26,01,quantile,0.9,81.3333333333334,mean
2021-05-31,2021-05-31,4 wk ahead inc death,2021-06-26,01,quantile,0.95,98.7166666666666,mean
2021-05-31,2021-05-31,4 wk ahead inc death,2021-06-26,01,quantile,0.975,117.683333333333,mean
2021-05-31,2021-05-31,4 wk ahead inc death,2021-06-26,01,quantile,0.99,141.346666666667,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,02,point,,5,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,02,quantile,0.01,0.333333333333333,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,02,quantile,0.025,0.666666666666667,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,02,quantile,0.05,0.666666666666667,mean
2021-05-31,2021-05-31,1 wk ahead inc death,2021-06-05,02,quantile,0.1,1.33333333333333,mean
