forecast_date,submission_date,target,target_end_date,location,type,quantile,value,model
2021-05-24,2021-05-24,1 wk ahead inc death,2021-05-29,01,point,,77.3333333333333,mean
2021-05-24,2021-05-24,1 wk ahead inc death,2021-05-29,01,quantile,0.01,25.3333333333333,mean
2021-05-24,2021-05-24,1 wk ahead inc death,2021-05-29,01,quantile,0.025,30.3333333333333,mean
2021-05-24,2021-05-24,1 wk ahead inc death,2021-05-29,01,quantile,0.05,34.9666666666667,mean
2021-05-24,2021-05-24,1 wk ahead inc death,2021-05-29,01,quantile,0.1,42.6666666666667,mean
2021-05-24,2021-05-24,1 wk ahead inc death,2021-05-29,01,quantile,0.15,47.3333333333333,mean
2021-05-24,2021-05-24,1 wk ahead inc death,2021-05-29,01,quantile,0.2,51.3333333333333,mean
2021-05-24,2021-05-24,1 wk ahead inc death,2021-05-29,01,quantile,0.25,55.3333333333333,mean
2021-05-24,2021-05-24,1 wk ahead inc death,2021-05-29,01,quantile,0.3,59.5666666666667,mean
2021-05-24,2021-05-24,1 wk ahead inc death,2021-05-29,01,quantile,0.35,63,mean
2021-05-24,2021-05-24,1 wk ahead inc death,2021-05-29,01,quantile,0.4,68,mean
2021-05-24,2021-05-24,1 wk ahead inc death,2021-05-29,01,quantile,0.45,72.3333333333333,mean
2021-05-24,2021-05-24,1 wk ahead inc death,2021-05-29,01,quantile,0.5,77.3333333333333,mean
2021-05-24,2021-05-24,1 wk ahead inc death,2021-05-29,01,quantile,0.55,82.15,mean
2021-05-24,2021-05-24,1 wk ahead inc death,2021-05-29,01,quantile,0.6,87,mean
2021-05-24,2021-05-24,1 wk ahead inc death,2021-05-29,01,quantile,0.65,92.3333333333333,mean
2021-05-24,2021-05-24,1 wk ahead inc death,2021-05-29,01,quantile,0.7,98.1,mean
2021-05-24,2021-05-24,1 wk ahead inc death,2021-05-29,01,quantile,0.75,104.75,mean
2021-05-24,2021-05-24,1 wk ahead inc death,2021-05-29,01,quantile,0.8,113.066666666667,mean
2021-05-24,2021-05-24,1 wk ahead inc death,2021-05-29,01,quantile,0.85,121.333333333333,mean
2021-05-24,2021-05-24,1 wk ahead inc death,2021-05-29,01,quantile,0.9,132.7,mean
2021-05-24,2021-05-24,1 wk ahead inc death,2021-05-29,01,quantile,0.95,153.016666666667,mean
2021-05-24,2021-05-24,1 wk ahead inc death,2021-05-29,01,quantile,0.975,168.041666666667,mean
2021-05-24,2021-05-24,1 wk ahead inc death,2021-05-29,01,quantile,0.99,187.346666666667,mean
2021-05-24,2021-05-24,2 wk ahead inc death,2021-06-05,01,point,,80.3333333333333,mean
2021-05-24,2021-05-24,2 wk ahead inc death,2021-06-05,01,quantile,0.01,23.33,mean
2021-05-24,2021-05-24,2 wk ahead inc death,2021-06-05,01,quantile,0.025,28.325,mean
2021-05-24,2021-05-24,2 wk ahead inc death,2021-06-05,01,quantile,0.05,35.6666666666667,mean
