forecast_date,submission_date,target,target_end_date,location,type,quantile,value,model
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,01,point,,75.6666666666667,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,01,quantile,0.01,21.33,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,01,quantile,0.025,25.3166666666667,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,01,quantile,0.05,30.3166666666667,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,01,quantile,0.1,38.3333333333333,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,01,quantile,0.15,44.3333333333333,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,01,quantile,0.2,48.6666666666667,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,01,quantile,0.25,53.6666666666667,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,01,quantile,0.3,58.6666666666667,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,01,quantile,0.35,63,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,01,quantile,0.4,67.3333333333333,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,01,quantile,0.45,72,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,01,quantile,0.5,75.6666666666667,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,01,quantile,0.55,80.8166666666667,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,01,quantile,0.6,85.3333333333333,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,01,quantile,0.65,90.3333333333334,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,01,quantile,0.7,97.3333333333333,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,01,quantile,0.75,104.416666666667,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,01,quantile,0.8,112.733333333333,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,01,quantile,0.85,123.333333333333,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,01,quantile,0.9,136.433333333333,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,01,quantile,0.95,157.033333333333,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,01,quantile,0.975,175.7,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,01,quantile,0.99,197.013333333333,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,01,point,,89,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,01,quantile,0.01,21.9933333333333,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,01,quantile,0.025,28.3333333333333,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,01,quantile,0.05,34.65,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,01,quantile,0.1,42.3333333333333,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,01,quantile,0.15,49.3333333333333,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,01,quantile,0.2,55.6,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,01,quantile,0.25,61.3333333333333,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,01,quantile,0.3,67.3333333333333,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,01,quantile,0.35,72.8833333333333,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,01,quantile,0.4,78.3333333333333,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,01,quantile,0.45,83.5166666666667,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,01,quantile,0.5,89,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,01,quantile,0.55,95,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,01,quantile,0.6,101.333333333333,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,01,quantile,0.65,108.666666666667,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,01,quantile,0.7,117,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,01,quantile,0.75,127,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,01,quantile,0.8,137.333333333333,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,01,quantile,0.85,151.433333333333,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,01,quantile,0.9,169,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,01,quantile,0.95,196.416666666667,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,01,quantile,0.975,227.666666666667,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,01,quantile,0.99,258.356666666667,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,01,point,,94.6666666666667,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,01,quantile,0.01,22.33,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,01,quantile,0.025,27.6583333333333,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,01,quantile,0.05,35,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,01,quantile,0.1,43.9666666666667,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,01,quantile,0.15,51.5666666666667,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,01,quantile,0.2,58.3333333333333,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,01,quantile,0.25,63.9166666666667,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,01,quantile,0.3,69.6666666666667,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,01,quantile,0.35,75,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,01,quantile,0.4,81.6666666666667,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,01,quantile,0.45,88,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,01,quantile,0.5,94.6666666666667,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,01,quantile,0.55,101.333333333333,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,01,quantile,0.6,108,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,01,quantile,0.65,116,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,01,quantile,0.7,125.666666666667,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,01,quantile,0.75,136.333333333333,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,01,quantile,0.8,151.066666666667,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,01,quantile,0.85,172.716666666667,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,01,quantile,0.9,197.333333333333,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,01,quantile,0.95,243.033333333333,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,01,quantile,0.975,280.691666666667,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,01,quantile,0.99,333.013333333333,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,01,point,,96,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,01,quantile,0.01,18.3266666666667,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,01,quantile,0.025,25.3333333333333,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,01,quantile,0.05,32,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,01,quantile,0.1,42.3333333333333,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,01,quantile,0.15,49.3333333333333,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,01,quantile,0.2,56.3333333333333,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,01,quantile,0.25,63.6666666666667,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,01,quantile,0.3,71,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,01,quantile,0.35,77.55,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,01,quantile,0.4,83.7333333333333,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,01,quantile,0.45,90.5166666666667,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,01,quantile,0.5,96,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,01,quantile,0.55,104.483333333333,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,01,quantile,0.6,114,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,01,quantile,0.65,124,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,01,quantile,0.7,136.333333333333,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,01,quantile,0.75,152,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,01,quantile,0.8,170.666666666667,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,01,quantile,0.85,196.666666666667,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,01,quantile,0.9,230.033333333333,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,01,quantile,0.95,292.4,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,01,quantile,0.975,346.333333333333,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,01,quantile,0.99,395.693333333333,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,02,point,,5.66666666666667,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,02,quantile,0.01,0.333333333333333,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,02,quantile,0.025,0.666666666666667,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,02,quantile,0.05,1.33333333333333,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,02,quantile,0.1,1.66666666666667,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,02,quantile,0.15,2.33333333333333,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,02,quantile,0.2,2.93333333333334,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,02,quantile,0.25,3.33333333333333,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,02,quantile,0.3,3.66666666666667,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,02,quantile,0.35,4.33333333333333,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,02,quantile,0.4,4.66666666666667,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,02,quantile,0.45,5,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,02,quantile,0.5,5.66666666666667,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,02,quantile,0.55,6,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,02,quantile,0.6,6.66666666666667,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,02,quantile,0.65,7,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,02,quantile,0.7,7.66666666666667,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,02,quantile,0.75,8.33333333333333,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,02,quantile,0.8,9,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,02,quantile,0.85,10.3333333333333,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,02,quantile,0.9,12,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,02,quantile,0.95,14.0166666666667,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,02,quantile,0.975,16.3333333333333,mean
2020-10-19,2020-10-19,1 wk ahead inc death,2020-10-24,02,quantile,0.99,19,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,02,point,,8.33333333333333,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,02,quantile,0.01,0.996666666666667,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,02,quantile,0.025,1.33333333333333,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,02,quantile,0.05,2,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,02,quantile,0.1,3,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,02,quantile,0.15,3.66666666666667,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,02,quantile,0.2,4.33333333333333,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,02,quantile,0.25,5.33333333333333,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,02,quantile,0.3,5.66666666666667,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,02,quantile,0.35,6,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,02,quantile,0.4,7,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,02,quantile,0.45,7.33333333333333,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,02,quantile,0.5,8.33333333333333,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,02,quantile,0.55,9,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,02,quantile,0.6,9.66666666666667,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,02,quantile,0.65,10.6666666666667,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,02,quantile,0.7,11,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,02,quantile,0.75,12,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,02,quantile,0.8,13.3333333333333,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,02,quantile,0.85,15,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,02,quantile,0.9,17,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,02,quantile,0.95,21,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,02,quantile,0.975,24.675,mean
2020-10-19,2020-10-19,2 wk ahead inc death,2020-10-31,02,quantile,0.99,27.67,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,02,point,,9.33333333333333,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,02,quantile,0.01,1.33333333333333,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,02,quantile,0.025,1.66666666666667,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,02,quantile,0.05,2.66666666666667,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,02,quantile,0.1,3.33333333333333,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,02,quantile,0.15,4.61666666666667,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,02,quantile,0.2,5,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,02,quantile,0.25,5.66666666666667,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,02,quantile,0.3,6.66666666666667,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,02,quantile,0.35,7,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,02,quantile,0.4,8,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,02,quantile,0.45,8.66666666666667,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,02,quantile,0.5,9.33333333333333,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,02,quantile,0.55,10,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,02,quantile,0.6,11,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,02,quantile,0.65,12,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,02,quantile,0.7,13,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,02,quantile,0.75,14.3333333333333,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,02,quantile,0.8,16,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,02,quantile,0.85,17.3333333333333,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,02,quantile,0.9,20.0333333333334,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,02,quantile,0.95,24,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,02,quantile,0.975,28.0083333333333,mean
2020-10-19,2020-10-19,3 wk ahead inc death,2020-11-07,02,quantile,0.99,33.0033333333333,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,02,point,,10.3333333333333,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,02,quantile,0.01,1,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,02,quantile,0.025,1.66666666666667,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,02,quantile,0.05,2.33333333333333,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,02,quantile,0.1,3.66666666666667,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,02,quantile,0.15,4.66666666666667,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,02,quantile,0.2,5.66666666666667,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,02,quantile,0.25,6,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,02,quantile,0.3,7,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,02,quantile,0.35,8,mean
2020-10-19,2020-10-19,4 wk ahead inc death,2020-11-14,02,quantile,0.4,9,mean
