forecast_date,submission_date,target,target_end_date,location,type,quantile,value,model
2021-02-08,2021-02-08,1 wk ahead inc death,2021-02-13,01,point,,1206,mean
2021-02-08,2021-02-08,1 wk ahead inc death,2021-02-13,01,quantile,0.01,452.33,mean
2021-02-08,2021-02-08,1 wk ahead inc death,2021-02-13,01,quantile,0.025,501.533333333333,mean
2021-02-08,2021-02-08,1 wk ahead inc death,2021-02-13,01,quantile,0.05,564.466666666667,mean
2021-02-08,2021-02-08,1 wk ahead inc death,2021-02-13,01,quantile,0.1,646.233333333333,mean
2021-02-08,2021-02-08,1 wk ahead inc death,2021-02-13,01,quantile,0.15,725.233333333333,mean
2021-02-08,2021-02-08,1 wk ahead inc death,2021-02-13,01,quantile,0.2,789.866666666667,mean
2021-02-08,2021-02-08,1 wk ahead inc death,2021-02-13,01,quantile,0.25,854.333333333334,mean
2021-02-08,2021-02-08,1 wk ahead inc death,2021-02-13,01,quantile,0.3,922.466666666667,mean
2021-02-08,2021-02-08,1 wk ahead inc death,2021-02-13,01,quantile,0.35,987.433333333333,mean
2021-02-08,2021-02-08,1 wk ahead inc death,2021-02-13,01,quantile,0.4,1050.86666666667,mean
2021-02-08,2021-02-08,1 wk ahead inc death,2021-02-13,01,quantile,0.45,1124.03333333333,mean
2021-02-08,2021-02-08,1 wk ahead inc death,2021-02-13,01,quantile,0.5,1206,mean
2021-02-08,2021-02-08,1 wk ahead inc death,2021-02-13,01,quantile,0.55,1275.66666666667,mean
2021-02-08,2021-02-08,1 wk ahead inc death,2021-02-13,01,quantile,0.6,1352.6,mean
2021-02-08,2021-02-08,1 wk ahead inc death,2021-02-13,01,quantile,0.65,1445.9,mean
2021-02-08,2021-02-08,1 wk ahead inc death,2021-02-13,01,quantile,0.7,1557.53333333333,mean
2021-02-08,2021-02-08,1 wk ahead inc death,2021-02-13,01,quantile,0.75,1660.08333333333,mean
2021-02-08,2021-02-08,1 wk ahead inc death,2021-02-13,01,quantile,0.8,1817.46666666667,mean
2021-02-08,2021-02-08,1 wk ahead inc death,2021-02-13,01,quantile,0.85,2024.15,mean
2021-02-08,2021-02-08,1 wk ahead inc death,2021-02-13,01,quantile,0.9,2255.43333333333,mean
2021-02-08,2021-02-08,1 wk ahead inc death,2021-02-13,01,quantile,0.95,2512.98333333333,mean
2021-02-08,2021-02-08,1 wk ahead inc death,2021-02-13,01,quantile,0.975,2789.73333333333,mean
2021-02-08,2021-02-08,1 wk ahead inc death,2021-02-13,01,quantile,0.99,3061.42333333333,mean
2021-02-08,2021-02-08,2 wk ahead inc death,2021-02-20,01,point,,1370.83333333333,mean
2021-02-08,2021-02-08,2 wk ahead inc death,2021-02-20,01,quantile,0.01,431.97,mean
2021-02-08,2021-02-08,2 wk ahead inc death,2021-02-20,01,quantile,0.025,495.275,mean
2021-02-08,2021-02-08,2 wk ahead inc death,2021-02-20,01,quantile,0.05,562.65,mean
2021-02-08,2021-02-08,2 wk ahead inc death,2021-02-20,01,quantile,0.1,661.666666666667,mean
2021-02-08,2021-02-08,2 wk ahead inc death,2021-02-20,01,quantile,0.15,755.516666666667,mean
2021-02-08,2021-02-08,2 wk ahead inc death,2021-02-20,01,quantile,0.2,846.933333333334,mean
2021-02-08,2021-02-08,2 wk ahead inc death,2021-02-20,01,quantile,0.25,931,mean
2021-02-08,2021-02-08,2 wk ahead inc death,2021-02-20,01,quantile,0.3,1013.26666666667,mean
2021-02-08,2021-02-08,2 wk ahead inc death,2021-02-20,01,quantile,0.35,1094.31666666667,mean
2021-02-08,2021-02-08,2 wk ahead inc death,2021-02-20,01,quantile,0.4,1182.4,mean
