forecast_date,submission_date,target,target_end_date,location,type,quantile,value,model
2020-05-18,2020-05-18,1 wk ahead inc death,2020-05-23,01,point,,66.6666666666667,mean
2020-05-18,2020-05-18,1 wk ahead inc death,2020-05-23,01,quantile,0.01,26.66,mean
2020-05-18,2020-05-18,1 wk ahead inc death,2020-05-23,01,quantile,0.025,30.325,mean
2020-05-18,2020-05-18,1 wk ahead inc death,2020-05-23,01,quantile,0.05,35.65,mean
2020-05-18,2020-05-18,1 wk ahead inc death,2020-05-23,01,quantile,0.1,41.6666666666667,mean
2020-05-18,2020-05-18,1 wk ahead inc death,2020-05-23,01,quantile,0.15,45.6666666666667,mean
2020-05-18,2020-05-18,1 wk ahead inc death,2020-05-23,01,quantile,0.2,49.3333333333333,mean
2020-05-18,2020-05-18,1 wk ahead inc death,2020-05-23,01,quantile,0.25,52.3333333333333,mean
2020-05-18,2020-05-18,1 wk ahead inc death,2020-05-23,01,quantile,0.3,55.3333333333333,mean
2020-05-18,2020-05-18,1 wk ahead inc death,2020-05-23,01,quantile,0.35,58.3333333333333,mean
2020-05-18,2020-05-18,1 wk ahead inc death,2020-05-23,01,quantile,0.4,61,mean
2020-05-18,2020-05-18,1 wk ahead inc death,2020-05-23,01,quantile,0.45,64,mean
2020-05-18,2020-05-18,1 wk ahead inc death,2020-05-23,01,quantile,0.5,66.6666666666667,mean
2020-05-18,2020-05-18,1 wk ahead inc death,2020-05-23,01,quantile,0.55,69.6666666666667,mean
2020-05-18,2020-05-18,1 wk ahead inc death,2020-05-23,01,quantile,0.6,72.6666666666667,mean
2020-05-18,2020-05-18,1 wk ahead inc death,2020-05-23,01,quantile,0.65,75.6666666666667,mean
2020-05-18,2020-05-18,1 wk ahead inc death,2020-05-23,01,quantile,0.7,79.6666666666667,mean
2020-05-18,2020-05-18,1 wk ahead inc death,2020-05-23,01,quantile,0.75,83.3333333333333,mean
2020-05-18,2020-05-18,1 wk ahead inc death,2020-05-23,01,quantile,0.8,88,mean
2020-05-18,2020-05-18,1 wk ahead inc death,2020-05-23,01,quantile,0.85,94,mean
2020-05-18,2020-05-18,1 wk ahead inc death,2020-05-23,01,quantile,0.9,101.033333333333,mean
2020-05-18,2020-05-18,1 wk ahead inc death,2020-05-23,01,quantile,0.95,112,mean
2020-05-18,2020-05-18,1 wk ahead inc death,2020-05-23,01,quantile,0.975,124.008333333333,mean
2020-05-18,2020-05-18,1 wk ahead inc death,2020-05-23,01,quantile,0.99,132.023333333333,mean
2020-05-18,2020-05-18,2 wk ahead inc death,2020-05-30,01,point,,78.3333333333333,mean
2020-05-18,2020-05-18,2 wk ahead inc death,2020-05-30,01,quantile,0.01,26.6666666666667,mean
2020-05-18,2020-05-18,2 wk ahead inc death,2020-05-30,01,quantile,0.025,32.9916666666667,mean
2020-05-18,2020-05-18,2 wk ahead inc death,2020-05-30,01,quantile,0.05,38.65,mean
2020-05-18,2020-05-18,2 wk ahead inc death,2020-05-30,01,quantile,0.1,45.9666666666667,mean
2020-05-18,2020-05-18,2 wk ahead inc death,2020-05-30,01,quantile,0.15,50.3333333333333,mean
