forecast_date,submission_date,target,target_end_date,location,type,quantile,value,model
2021-01-25,2021-01-25,1 wk ahead inc death,2021-01-30,01,point,,612.833333333333,mean
2021-01-25,2021-01-25,1 wk ahead inc death,2021-01-30,01,quantile,0.01,266.663333333333,mean
2021-01-25,2021-01-25,1 wk ahead inc death,2021-01-30,01,quantile,0.025,304.983333333333,mean
2021-01-25,2021-01-25,1 wk ahead inc death,2021-01-30,01,quantile,0.05,336.333333333333,mean
2021-01-25,2021-01-25,1 wk ahead inc death,2021-01-30,01,quantile,0.1,382.6,mean
2021-01-25,2021-01-25,1 wk ahead inc death,2021-01-30,01,quantile,0.15,414.95,mean
2021-01-25,2021-01-25,1 wk ahead inc death,2021-01-30,01,quantile,0.2,444.266666666667,mean
2021-01-25,2021-01-25,1 wk ahead inc death,2021-01-30,01,quantile,0.25,476.25,mean
2021-01-25,2021-01-25,1 wk ahead inc death,2021-01-30,01,quantile,0.3,506.566666666667,mean
2021-01-25,2021-01-25,1 wk ahead inc death,2021-01-30,01,quantile,0.35,528.883333333333,mean
2021-01-25,2021-01-25,1 wk ahead inc death,2021-01-30,01,quantile,0.4,555.866666666667,mean
2021-01-25,2021-01-25,1 wk ahead inc death,2021-01-30,01,quantile,0.45,583.033333333333,mean
2021-01-25,2021-01-25,1 wk ahead inc death,2021-01-30,01,quantile,0.5,612.833333333333,mean
2021-01-25,2021-01-25,1 wk ahead inc death,2021-01-30,01,quantile,0.55,641.816666666667,mean
2021-01-25,2021-01-25,1 wk ahead inc death,2021-01-30,01,quantile,0.6,678.133333333333,mean
2021-01-25,2021-01-25,1 wk ahead inc death,2021-01-30,01,quantile,0.65,717.333333333333,mean
2021-01-25,2021-01-25,1 wk ahead inc death,2021-01-30,01,quantile,0.7,752.433333333333,mean
2021-01-25,2021-01-25,1 wk ahead inc death,2021-01-30,01,quantile,0.75,793.083333333333,mean
2021-01-25,2021-01-25,1 wk ahead inc death,2021-01-30,01,quantile,0.8,841.666666666667,mean
2021-01-25,2021-01-25,1 wk ahead inc death,2021-01-30,01,quantile,0.85,901.716666666667,mean
2021-01-25,2021-01-25,1 wk ahead inc death,2021-01-30,01,quantile,0.9,972.933333333334,mean
2021-01-25,2021-01-25,1 wk ahead inc death,2021-01-30,01,quantile,0.95,1085.88333333333,mean
2021-01-25,2021-01-25,1 wk ahead inc death,2021-01-30,01,quantile,0.975,1198.06666666667,mean
2021-01-25,2021-01-25,1 wk ahead inc death,2021-01-30,01,quantile,0.99,1294.75666666667,mean
2021-01-25,2021-01-25,2 wk ahead inc death,2021-02-06,01,point,,638.666666666667,mean
