Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,494 (70 -- 8506),Likely decreasing,0.93 (0.62 -- 1.9),-0.019 (-0.11 -- 0.22),-37 (3.2 -- -6.2)
Alaska,58 (1 -- 4124),Stable,1 (0.42 -- 2.5),0.0015 (-0.18 -- 0.34),470 (2 -- -3.9)
Arizona,1043 (201 -- 3221),Likely decreasing,0.96 (0.68 -- 1.2),-0.011 (-0.092 -- 0.046),-65 (15 -- -7.5)
Arkansas,1334 (286 -- 8067),Likely increasing,1.1 (0.77 -- 1.8),0.038 (-0.065 -- 0.21),18 (3.3 -- -11)
California,9775 (2574 -- 48309),Likely increasing,1.1 (0.82 -- 1.6),0.024 (-0.053 -- 0.15),29 (4.7 -- -13)
Colorado,900 (239 -- 4867),Likely decreasing,0.96 (0.76 -- 1.4),-0.012 (-0.07 -- 0.096),-60 (7.2 -- -10)
Connecticut,13 (0 -- 93),Likely decreasing,0.76 (0.3 -- 1.1),-0.067 (-0.22 -- 0.032),-10 (21 -- -3.1)
Delaware,4 (0 -- 118),Likely decreasing,0.65 (0.046 -- 1.2),-0.1 (-0.34 -- 0.067),-6.7 (10 -- -2)
District of Columbia,11 (0 -- 753),Likely decreasing,0.87 (0.34 -- 2.1),-0.037 (-0.21 -- 0.26),-19 (2.7 -- -3.4)
Florida,1353 (31 -- 67682),Stable,1 (0.32 -- 2.5),0.001 (-0.21 -- 0.37),680 (1.9 -- -3.3)
Georgia,203 (5 -- 1787),Likely decreasing,0.77 (0.27 -- 1.3),-0.065 (-0.23 -- 0.092),-11 (7.5 -- -3)
Guam,24 (0 -- 5010),Likely increasing,1.1 (0.32 -- 3.5),0.034 (-0.21 -- 0.55),21 (1.3 -- -3.2)
Hawaii,63 (0 -- 476),Likely decreasing,0.97 (0.27 -- 1.4),-0.0096 (-0.23 -- 0.1),-72 (6.8 -- -3)
Idaho,266 (14 -- 1777),Likely decreasing,0.97 (0.46 -- 1.3),-0.0075 (-0.17 -- 0.087),-93 (7.9 -- -4.2)
Illinois,615 (110 -- 4034),Likely decreasing,0.87 (0.57 -- 1.3),-0.038 (-0.13 -- 0.084),-18 (8.2 -- -5.4)
Indiana,1115 (287 -- 5625),Likely decreasing,0.96 (0.71 -- 1.3),-0.0098 (-0.083 -- 0.079),-70 (8.7 -- -8.4)
Iowa,56 (0 -- 347),Likely decreasing,0.81 (0.22 -- 1.1),-0.053 (-0.25 -- 0.035),-13 (20 -- -2.8)
Kansas,464 (64 -- 4235),Stable,0.99 (0.68 -- 1.5),-0.0025 (-0.094 -- 0.13),-270 (5.2 -- -7.4)
Kentucky,219 (13 -- 2776),Likely decreasing,0.84 (0.43 -- 1.6),-0.045 (-0.18 -- 0.15),-15 (4.5 -- -4)
Louisiana,507 (185 -- 1272),Likely decreasing,0.96 (0.78 -- 1.1),-0.011 (-0.064 -- 0.036),-64 (19 -- -11)
Maine,21 (0 -- 240),Likely decreasing,0.82 (0.31 -- 1.4),-0.05 (-0.22 -- 0.094),-14 (7.4 -- -3.2)
