Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,2456 (28 -- 31262),Unsure,0.95 (0.2 -- 1.7),-0.014 (-0.26 -- 0.17),-50 (4.1 -- -2.7)
Alaska,0 (0 -- 18),Likely decreasing,0.17 (3e-04 -- 1.9),-0.27 (-0.4 -- 0.21),-2.5 (3.3 -- -1.7)
Arizona,2340 (22 -- 42655),Unsure,0.97 (0.18 -- 2),-0.0096 (-0.27 -- 0.24),-73 (2.9 -- -2.6)
Arkansas,3128 (325 -- 88413),Likely increasing,1.4 (0.7 -- 3.5),0.095 (-0.087 -- 0.56),7.3 (1.2 -- -8)
California,6443 (225 -- 139958),Unsure,0.76 (0.17 -- 2.2),-0.069 (-0.28 -- 0.28),-10 (2.4 -- -2.5)
Colorado,524 (2 -- 34024),Unsure,0.54 (0.038 -- 2.1),-0.14 (-0.35 -- 0.28),-5.1 (2.5 -- -2)
Connecticut,36611 (491 -- 5958660),Unsure,1.1 (0.21 -- 5.4),0.026 (-0.26 -- 0.93),26 (0.75 -- -2.7)
Delaware,2746 (34 -- 28602),Unsure,1 (0.2 -- 2),0.01 (-0.27 -- 0.25),68 (2.8 -- -2.6)
District of Columbia,1454 (23 -- 23609),Unsure,0.83 (0.16 -- 1.8),-0.047 (-0.28 -- 0.21),-15 (3.4 -- -2.5)
Florida,2278 (35 -- 120189),Unsure,0.72 (0.14 -- 2.6),-0.079 (-0.29 -- 0.37),-8.7 (1.9 -- -2.4)
Georgia,5892 (194 -- 196252),Unsure,0.87 (0.28 -- 2.4),-0.036 (-0.23 -- 0.34),-19 (2 -- -3)
Guam,0 (0 -- 29),Likely decreasing,0.23 (0.00052 -- 1.9),-0.25 (-0.39 -- 0.23),-2.8 (3 -- -1.8)
Hawaii,18 (0 -- 789),Unsure,0.79 (0.078 -- 1.9),-0.061 (-0.32 -- 0.23),-11 (3 -- -2.2)
Idaho,27 (0 -- 1370),Unsure,0.62 (0.026 -- 1.9),-0.11 (-0.35 -- 0.22),-6.3 (3.2 -- -2)
Illinois,22307 (362 -- 1047230),Unsure,0.74 (0.096 -- 2.4),-0.074 (-0.31 -- 0.33),-9.3 (2.1 -- -2.2)
Indiana,5485 (52 -- 235352),Unsure,0.59 (0.036 -- 2.2),-0.12 (-0.35 -- 0.3),-5.7 (2.3 -- -2)
Iowa,2486 (34 -- 27451),Unsure,1 (0.19 -- 1.7),0.0058 (-0.27 -- 0.19),120 (3.7 -- -2.6)
Kansas,605 (0 -- 338691),Unsure,0.96 (0.065 -- 6.1),-0.012 (-0.32 -- 1),-59 (0.67 -- -2.1)
Kentucky,328 (0 -- 37018),Unsure,0.68 (0.05 -- 2.9),-0.094 (-0.34 -- 0.46),-7.4 (1.5 -- -2.1)
Louisiana,44386 (633 -- 6432340),Unsure,0.96 (0.24 -- 4.4),-0.012 (-0.25 -- 0.74),-59 (0.93 -- -2.8)
Maine,48 (0 -- 1629),Unsure,0.67 (0.032 -- 1.7),-0.097 (-0.35 -- 0.17),-7.1 (4.1 -- -2)
Maryland,6663 (81 -- 214057),Unsure,0.72 (0.11 -- 2.2),-0.081 (-0.3 -- 0.28),-8.5 (2.4 -- -2.3)
Massachusetts,15112 (235 -- 893881),Unsure,0.54 (0.089 -- 2.4),-0.14 (-0.32 -- 0.33),-5.1 (2.1 -- -2.2)
Michigan,2130 (7 -- 554958),Unsure,0.4 (0.014 -- 3.5),-0.18 (-0.37 -- 0.57),-3.7 (1.2 -- -1.9)
Minnesota,4792 (140 -- 57515),Unsure,0.88 (0.22 -- 1.6),-0.032 (-0.25 -- 0.15),-22 (4.8 -- -2.7)
Mississippi,4812 (457 -- 86423),Unsure,1.1 (0.53 -- 2.3),0.02 (-0.14 -- 0.32),35 (2.1 -- -4.9)
Missouri,1139 (4 -- 71683),Unsure,0.65 (0.036 -- 2.3),-0.1 (-0.35 -- 0.32),-6.7 (2.2 -- -2)
Montana,7 (0 -- 473),Unsure,0.67 (0.019 -- 1.8),-0.096 (-0.36 -- 0.2),-7.2 (3.5 -- -1.9)
Nebraska,443 (1 -- 8570),Unsure,0.94 (0.1 -- 2),-0.018 (-0.31 -- 0.25),-39 (2.8 -- -2.3)
Nevada,2277 (50 -- 105213),Unsure,1 (0.34 -- 3.4),0.0094 (-0.21 -- 0.55),74 (1.3 -- -3.3)
New Hampshire,927 (6 -- 17604),Unsure,1 (0.19 -- 2.1),0.0092 (-0.27 -- 0.28),75 (2.5 -- -2.6)
New Jersey,14423 (204 -- 599862),Unsure,0.6 (0.073 -- 2.5),-0.12 (-0.32 -- 0.36),-5.9 (1.9 -- -2.1)
