region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
New York,3688320 (65734 -- 204386000),3688320,66042900,379124000,65734,775384,1998260,7179230,20377700,204386000,New confirmed cases by infection date,Unsure
US,90087 (6065 -- 1179130),90087,308385,1033290,6065,31390,61392,132291,239440,1179130,New confirmed cases by infection date,Unsure
Louisiana,44386 (633 -- 6432340),44386,3374560,30544100,633,8632,24115,87981,277676,6432340,New confirmed cases by infection date,Unsure
Connecticut,36611 (491 -- 5958660),36611,1516520,7291640,491,6653,17684,76199,287096,5958660,New confirmed cases by infection date,Unsure
Illinois,22307 (362 -- 1047230),22307,390488,3775190,362,5129,12662,41308,104287,1047230,New confirmed cases by infection date,Unsure
Pennsylvania,16967 (153 -- 1639260),16967,650323,5279530,153,2450,8741,34070,105451,1639260,New confirmed cases by infection date,Unsure
Massachusetts,15112 (235 -- 893881),15112,448728,5612940,235,3536,9183,25667,69607,893881,New confirmed cases by infection date,Unsure
New Jersey,14423 (204 -- 599862),14423,234974,1675090,204,2779,7671,26020,65667,599862,New confirmed cases by infection date,Unsure
Virginia,11928 (229 -- 223753),11928,160742,1776240,229,2993,7296,18383,33161,223753,New confirmed cases by infection date,Unsure
Texas,8052 (470 -- 161021),8052,52777,308314,470,2777,5362,12792,25970,161021,New confirmed cases by infection date,Unsure
South Carolina,7905 (1123 -- 114791),7905,35105,189797,1123,4107,6102,10332,17090,114791,New confirmed cases by infection date,Likely increasing
Maryland,6663 (81 -- 214057),6663,77582,428919,81,1326,3656,11074,24577,214057,New confirmed cases by infection date,Unsure
California,6443 (225 -- 139958),6443,47316,291600,225,1800,4139,9969,20547,139958,New confirmed cases by infection date,Unsure
Georgia,5892 (194 -- 196252),5892,132287,2979590,194,1775,3714,9644,21111,196252,New confirmed cases by infection date,Unsure
Indiana,5485 (52 -- 235352),5485,59404,266679,52,902,3037,9842,25917,235352,New confirmed cases by infection date,Unsure
