region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,7139550 (524717 -- 136587000),7139550,32928400,120014000,524717,2457730,4827560,10658300,23211800,136587000,New confirmed cases by infection date,Unsure
New York,497127 (1781 -- 157655000),497127,63994700,866696000,1781,50095,179904,1113570,4779950,157655000,New confirmed cases by infection date,Unsure
Rhode Island,432409 (3453 -- 61427300),432409,11809800,48975100,3453,59890,203545,886245,3007200,61427300,New confirmed cases by infection date,Unsure
Georgia,37317 (3578 -- 690528),37317,250328,1334710,3578,14240,26549,53531,107094,690528,New confirmed cases by infection date,Unsure
New Jersey,32903 (944 -- 1747500),32903,448462,2415510,944,8368,18834,59705,158729,1747500,New confirmed cases by infection date,Unsure
Illinois,20412 (726 -- 521386),20412,163396,968205,726,5835,12291,31909,72869,521386,New confirmed cases by infection date,Unsure
Massachusetts,19014 (620 -- 473409),19014,120115,549162,620,5349,11317,29707,67347,473409,New confirmed cases by infection date,Unsure
California,17800 (2208 -- 201451),17800,59468,224535,2208,8160,12941,24910,44551,201451,New confirmed cases by infection date,Unsure
Ohio,11193 (1506 -- 104084),11193,33848,122499,1506,5224,8366,15392,25421,104084,New confirmed cases by infection date,Unsure
North Carolina,10374 (1076 -- 167598),10374,44629,167975,1076,4348,7345,15240,28544,167598,New confirmed cases by infection date,Unsure
Michigan,10091 (85 -- 949100),10091,440381,4163070,85,1807,5578,20773,67020,949100,New confirmed cases by infection date,Unsure
Connecticut,8469 (278 -- 271514),8469,68456,283068,278,2289,5298,14137,33883,271514,New confirmed cases by infection date,Unsure
Minnesota,7245 (832 -- 65910),7245,33307,294203,832,3358,5441,9827,15799,65910,New confirmed cases by infection date,Unsure
Texas,6556 (396 -- 73963),6556,23367,115682,396,2308,4420,9136,15965,73963,New confirmed cases by infection date,Unsure
Wisconsin,6515 (1006 -- 54443),6515,15624,36104,1006,3164,5119,8495,14487,54443,New confirmed cases by infection date,Unsure
Alabama,5884 (1332 -- 88129),5884,51686,792726,1332,3181,4694,7797,12912,88129,New confirmed cases by infection date,Unsure
Pennsylvania,5512 (64 -- 204935),5512,74019,511688,64,1174,3098,9332,22088,204935,New confirmed cases by infection date,Unsure
Arizona,4797 (423 -- 32874),4797,16527,151374,423,2128,3587,6363,10114,32874,New confirmed cases by infection date,Unsure
Maryland,4577 (223 -- 69392),4577,17443,71257,223,1443,2967,6609,11813,69392,New confirmed cases by infection date,Unsure
Iowa,4189 (743 -- 24546),4189,9282,46208,743,2114,3294,5404,7873,24546,New confirmed cases by infection date,Unsure
Mississippi,4131 (1015 -- 27535),4131,9004,19949,1015,2389,3302,5139,8076,27535,New confirmed cases by infection date,Unsure
