region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,96941 (22098 -- 282862),96941,118902,101987,22098,55926,80296,119720,156139,282862,New confirmed cases by infection date,
New York,41969 (16832 -- 94412),41969,47543,29223,16832,31809,37530,46123,55201,94412,New confirmed cases by infection date,Increasing
California,33715 (4445 -- 130618),33715,46995,49588,4445,17064,26153,42230,62066,130618,New confirmed cases by infection date,
Michigan,23123 (5163 -- 119172),23123,65163,601742,5163,12357,18359,28008,39658,119172,New confirmed cases by infection date,Likely increasing
Tennessee,21864 (6239 -- 56110),21864,26293,21173,6239,14787,19261,25092,32123,56110,New confirmed cases by infection date,Likely increasing
Texas,19968 (3466 -- 48962),19968,22396,14676,3466,12300,16887,23433,29398,48962,New confirmed cases by infection date,Likely increasing
Florida,16059 (4253 -- 73341),16059,27708,95486,4253,9870,13381,19059,26583,73341,New confirmed cases by infection date,
Massachusetts,15248 (7436 -- 32561),15248,17042,8356,7436,11604,13609,17059,20500,32561,New confirmed cases by infection date,Likely increasing
Pennsylvania,14760 (1694 -- 65328),14760,22413,28731,1694,7067,11385,18556,27886,65328,New confirmed cases by infection date,
North Carolina,14673 (5366 -- 47116),14673,20712,51356,5366,9876,12617,17241,23439,47116,New confirmed cases by infection date,Likely increasing
Illinois,13437 (3877 -- 42903),13437,17484,20584,3877,8531,11367,15523,20492,42903,New confirmed cases by infection date,
Ohio,12845 (3774 -- 39344),12845,16901,20859,3774,8322,11018,15204,19938,39344,New confirmed cases by infection date,Likely increasing
Arizona,12681 (294 -- 49248),12681,17938,24056,294,4688,9462,16451,23753,49248,New confirmed cases by infection date,Likely increasing
Virginia,8589 (1610 -- 40971),8589,14504,28101,1610,4889,6981,10583,14962,40971,New confirmed cases by infection date,Likely increasing
Iowa,8531 (165 -- 39769),8531,13504,20781,165,2833,5828,11708,17267,39769,New confirmed cases by infection date,Likely increasing
Louisiana,8132 (1635 -- 26479),8132,10654,12922,1635,4994,6814,9555,12935,26479,New confirmed cases by infection date,Likely increasing
Alabama,8083 (1307 -- 28024),8083,11305,20363,1307,4605,6698,9591,12997,28024,New confirmed cases by infection date,Likely increasing
South Carolina,8042 (2388 -- 40310),8042,13307,18281,2388,5034,6759,9804,14056,40310,New confirmed cases by infection date,Likely increasing
Kentucky,7534 (2805 -- 25894),7534,10448,12471,2805,5158,6487,8671,11617,25894,New confirmed cases by infection date,Likely increasing
Missouri,6784 (1093 -- 35177),6784,11838,23678,1093,3942,5583,8345,11932,35177,New confirmed cases by infection date,
Minnesota,6512 (2115 -- 18969),6512,8125,6206,2115,4272,5599,7721,10023,18969,New confirmed cases by infection date,
New Jersey,6450 (979 -- 21506),6450,8232,7447,979,3405,5128,7954,10698,21506,New confirmed cases by infection date,
