Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,8083 (1307 -- 28024),Likely increasing,1 (0.69 -- 1.3),0.0097 (-0.091 -- 0.071),72 (9.8 -- -7.6)
Alaska,184 (0 -- 2058),,0.84 (0.12 -- 1.3),-0.044 (-0.3 -- 0.079),-16 (8.8 -- -2.3)
Arizona,12681 (294 -- 49248),Likely increasing,1 (0.32 -- 1.2),0.0047 (-0.21 -- 0.064),150 (11 -- -3.2)
Arkansas,3781 (197 -- 13997),,0.88 (0.33 -- 1.2),-0.033 (-0.21 -- 0.048),-21 (14 -- -3.3)
California,33715 (4445 -- 130618),,0.93 (0.47 -- 1.3),-0.018 (-0.16 -- 0.079),-38 (8.8 -- -4.3)
Colorado,4076 (329 -- 25973),,0.88 (0.42 -- 1.3),-0.034 (-0.18 -- 0.085),-20 (8.1 -- -3.9)
Connecticut,6237 (529 -- 28450),Likely increasing,0.98 (0.54 -- 1.3),-0.0046 (-0.14 -- 0.069),-150 (10 -- -5)
Delaware,1640 (319 -- 9418),Likely increasing,1.1 (0.72 -- 1.4),0.02 (-0.081 -- 0.12),34 (6 -- -8.5)
District of Columbia,1419 (363 -- 6734),Likely increasing,1.1 (0.85 -- 1.5),0.037 (-0.044 -- 0.14),19 (5.1 -- -16)
Florida,16059 (4253 -- 73341),,1 (0.69 -- 1.5),0.0024 (-0.09 -- 0.13),290 (5.5 -- -7.7)
Georgia,5350 (1178 -- 14603),Likely increasing,1 (0.67 -- 1.2),-0.0013 (-0.096 -- 0.056),-540 (12 -- -7.2)
Guam,15 (0 -- 179),Likely decreasing,0.82 (0.31 -- 1.4),-0.051 (-0.22 -- 0.1),-14 (6.8 -- -3.2)
Hawaii,0 (0 -- 150),Likely decreasing,0.17 (0.0019 -- 2.1),-0.27 (-0.39 -- 0.28),-2.5 (2.5 -- -1.8)
Idaho,850 (19 -- 5929),,0.79 (0.26 -- 1.2),-0.059 (-0.24 -- 0.043),-12 (16 -- -2.9)
Illinois,13437 (3877 -- 42903),,0.88 (0.62 -- 1.2),-0.033 (-0.11 -- 0.059),-21 (12 -- -6.1)
Indiana,5957 (903 -- 20224),,0.82 (0.46 -- 1.1),-0.051 (-0.16 -- 0.014),-14 (48 -- -4.2)
Iowa,8531 (165 -- 39769),Likely increasing,0.98 (0.32 -- 1.2),-0.0053 (-0.21 -- 0.057),-130 (12 -- -3.3)
Kansas,4222 (94 -- 54185),,1 (0.34 -- 1.6),-0.0012 (-0.21 -- 0.17),-600 (4.1 -- -3.3)
Kentucky,7534 (2805 -- 25894),Likely increasing,1.1 (0.87 -- 1.3),0.016 (-0.036 -- 0.069),44 (10 -- -19)
Louisiana,8132 (1635 -- 26479),Likely increasing,1 (0.67 -- 1.2),0.012 (-0.094 -- 0.063),56 (11 -- -7.4)
Maine,1385 (83 -- 11470),Likely increasing,1.1 (0.47 -- 1.7),0.014 (-0.16 -- 0.17),50 (4.1 -- -4.3)
Maryland,3934 (1018 -- 11700),,0.85 (0.54 -- 1.1),-0.041 (-0.13 -- 0.033),-17 (21 -- -5.2)
Massachusetts,15248 (7436 -- 32561),Likely increasing,1.1 (0.92 -- 1.2),0.023 (-0.023 -- 0.065),30 (11 -- -30)
Michigan,23123 (5163 -- 119172),Likely increasing,0.97 (0.65 -- 1.5),-0.0094 (-0.1 -- 0.12),-74 (5.6 -- -6.7)
Minnesota,6512 (2115 -- 18969),,0.89 (0.62 -- 1.1),-0.031 (-0.11 -- 0.033),-22 (21 -- -6.3)
Mississippi,5964 (1148 -- 15420),Likely increasing,1 (0.66 -- 1.3),0.01 (-0.099 -- 0.067),66 (10 -- -7)
Missouri,6784 (1093 -- 35177),,1 (0.65 -- 1.3),0.0013 (-0.1 -- 0.075),530 (9.3 -- -6.8)
Montana,1494 (188 -- 7250),,0.95 (0.59 -- 1.2),-0.013 (-0.12 -- 0.064),-55 (11 -- -5.8)
Nebraska,420 (4 -- 8364),,0.64 (0.16 -- 1.1),-0.11 (-0.28 -- 0.036),-6.6 (19 -- -2.5)
