region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,342035 (252236 -- 486629),342035,351983,73470,252236,301505,325596,357913,390676,486629,New confirmed cases by infection date,Unsure
Illinois,28454 (18425 -- 43782),28454,29370,7909,18425,23893,26576,30315,33838,43782,New confirmed cases by infection date,Unsure
Texas,27852 (15136 -- 71553),27852,33337,19863,15136,21223,25106,31173,38560,71553,New confirmed cases by infection date,Unsure
Wisconsin,25872 (8837 -- 56917),25872,28197,14650,8837,18823,23076,28966,34778,56917,New confirmed cases by infection date,Unsure
California,22100 (12874 -- 39431),22100,23508,8570,12874,17672,20353,23712,27288,39431,New confirmed cases by infection date,Unsure
Florida,18547 (11297 -- 31858),18547,19811,6814,11297,15298,17363,20168,23121,31858,New confirmed cases by infection date,Unsure
Michigan,15349 (9890 -- 25227),15349,16177,4866,9890,12748,14319,16525,18659,25227,New confirmed cases by infection date,Likely increasing
Colorado,14131 (8077 -- 28762),14131,15926,7645,8077,11108,12827,15590,18647,28762,New confirmed cases by infection date,Likely increasing
Tennessee,13710 (8546 -- 23915),13710,14583,5048,8546,11096,12588,14805,17011,23915,New confirmed cases by infection date,Unsure
Ohio,12547 (7989 -- 20165),12547,13084,3792,7989,10372,11715,13439,15104,20165,New confirmed cases by infection date,Unsure
Indiana,11392 (6860 -- 18749),11392,11892,3841,6860,9266,10628,12167,13815,18749,New confirmed cases by infection date,Unsure
North Carolina,9802 (5745 -- 16759),9802,10346,3540,5745,7933,9082,10634,12072,16759,New confirmed cases by infection date,Unsure
Pennsylvania,9079 (6223 -- 15338),9079,9694,3096,6223,7688,8524,9641,10818,15338,New confirmed cases by infection date,Likely increasing
Iowa,8503 (4246 -- 23122),8503,10638,8099,4246,6401,7640,9608,12060,23122,New confirmed cases by infection date,Likely increasing
Missouri,7867 (4830 -- 14163),7867,8549,3346,4830,6452,7275,8457,9878,14163,New confirmed cases by infection date,Likely increasing
Alabama,7786 (4874 -- 14777),7786,8504,3177,4874,6450,7207,8486,9831,14777,New confirmed cases by infection date,Unsure
Georgia,7449 (4795 -- 12385),7449,7872,2451,4795,6238,6966,7952,8978,12385,New confirmed cases by infection date,Unsure
Kentucky,7303 (4634 -- 13333),7303,7929,3065,4634,6005,6719,7894,9115,13333,New confirmed cases by infection date,Likely increasing
Utah,7100 (4223 -- 12522),7100,7596,2761,4223,5729,6545,7720,8859,12522,New confirmed cases by infection date,Likely increasing
New York,6946 (4468 -- 11826),6946,7432,2430,4468,5761,6476,7531,8529,11826,New confirmed cases by infection date,Unsure
New Jersey,6878 (4082 -- 13276),6878,7550,3015,4082,5585,6377,7469,8808,13276,New confirmed cases by infection date,Likely increasing
Arizona,6591 (3467 -- 13720),6591,7348,3417,3467,5059,5937,7396,8812,13720,New confirmed cases by infection date,Unsure
