region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,211656 (155453 -- 290076),211656,215901,41480,155453,187601,202090,221769,239938,290076,New confirmed cases by infection date,Unsure
Florida,64355 (36798 -- 119073),64355,69644,26787,36798,51375,58593,71120,82884,119073,New confirmed cases by infection date,Unsure
Texas,43784 (24284 -- 77837),43784,46809,17487,24284,34977,40614,47390,55283,77837,New confirmed cases by infection date,Likely increasing
California,31972 (21113 -- 53840),31972,34044,10883,21113,26591,29713,34239,39260,53840,New confirmed cases by infection date,Increasing
Georgia,14548 (8011 -- 27826),14548,15832,7135,8011,11143,13057,16071,18825,27826,New confirmed cases by infection date,Unsure
Arizona,12203 (4388 -- 27558),12203,13582,7524,4388,8483,10810,13925,16947,27558,New confirmed cases by infection date,Unsure
South Carolina,9466 (4353 -- 20257),9466,10561,5314,4353,6917,8416,10694,12956,20257,New confirmed cases by infection date,Unsure
Louisiana,7004 (3507 -- 16010),7004,8005,4685,3507,5209,6281,7811,9494,16010,New confirmed cases by infection date,Unsure
North Carolina,6308 (4470 -- 8885),6308,6448,1416,4470,5486,5954,6644,7220,8885,New confirmed cases by infection date,Increasing
Tennessee,6019 (3158 -- 15099),6019,7264,5039,3158,4548,5392,6733,8289,15099,New confirmed cases by infection date,Likely increasing
Ohio,5089 (1863 -- 11118),5089,5606,3043,1863,3572,4480,5740,6981,11118,New confirmed cases by infection date,Unsure
Nevada,5046 (2221 -- 13017),5046,6084,4560,2221,3544,4315,5728,7372,13017,New confirmed cases by infection date,Unsure
Illinois,4855 (2438 -- 9947),4855,5397,2607,2438,3682,4343,5383,6525,9947,New confirmed cases by infection date,Unsure
Alabama,4668 (2845 -- 8602),4668,5049,1902,2845,3850,4354,5023,5726,8602,New confirmed cases by infection date,Likely increasing
Mississippi,3533 (2040 -- 6768),3533,3882,1633,2040,2785,3209,3866,4562,6768,New confirmed cases by infection date,Likely increasing
Idaho,3171 (880 -- 19353),3171,6145,11863,880,1803,2557,4030,5967,19353,New confirmed cases by infection date,Unsure
Arkansas,3036 (1196 -- 7239),3036,3506,2178,1196,2125,2671,3465,4295,7239,New confirmed cases by infection date,Unsure
Wisconsin,2982 (1357 -- 6448),2982,3325,1704,1357,2194,2656,3338,4027,6448,New confirmed cases by infection date,Unsure
Utah,2887 (1631 -- 5046),2887,3070,1129,1631,2326,2683,3116,3590,5046,New confirmed cases by infection date,Likely increasing
Pennsylvania,2752 (1676 -- 5338),2752,3021,1198,1676,2226,2540,2963,3508,5338,New confirmed cases by infection date,Unsure
Virginia,2270 (1209 -- 4900),2270,2583,1302,1209,1758,2051,2530,3064,4900,New confirmed cases by infection date,Unsure
Iowa,2243 (936 -- 6035),2243,2659,1748,936,1524,1911,2547,3227,6035,New confirmed cases by infection date,Unsure
Michigan,2236 (795 -- 6489),2236,2799,2089,795,1484,1915,2655,3501,6489,New confirmed cases by infection date,Unsure
Minnesota,2205 (1087 -- 5194),2205,2529,1307,1087,1648,1984,2492,3040,5194,New confirmed cases by infection date,Unsure
Kansas,2163 (701 -- 7361),2163,2931,2818,701,1346,1821,2587,3544,7361,New confirmed cases by infection date,Unsure
Washington,1998 (1152 -- 3524),1998,2132,833,1152,1598,1830,2166,2491,3524,New confirmed cases by infection date,Unsure
Missouri,1962 (1129 -- 3798),1962,2142,890,1129,1557,1801,2145,2490,3798,New confirmed cases by infection date,Unsure
New York,1931 (1271 -- 3113),1931,2022,593,1271,1624,1801,2050,2294,3113,New confirmed cases by infection date,Likely decreasing
