region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
US,229386 (129869 -- 380368),229386,241085,90240,129869,184215,214048,246983,280945,380368,New confirmed cases by infection date,Likely decreasing,0.88
Texas,28928 (13628 -- 55517),28928,31103,13899,13628,21656,26209,31956,37545,55517,New confirmed cases by infection date,Decreasing,0.96
New York,28672 (17389 -- 48964),28672,30412,10197,17389,23093,26372,30946,35641,48964,New confirmed cases by infection date,Stable,0.59
Florida,22713 (11659 -- 46920),22713,25336,13694,11659,17198,20321,25269,29874,46920,New confirmed cases by infection date,Likely decreasing,0.84
California,22510 (11817 -- 44087),22510,24591,10800,11817,17623,20510,24929,29144,44087,New confirmed cases by infection date,Likely decreasing,0.88
North Carolina,11839 (5809 -- 24870),11839,13150,6970,5809,8869,10620,13027,15853,24870,New confirmed cases by infection date,Likely decreasing,0.9
New Jersey,11624 (7493 -- 19836),11624,12364,4002,7493,9599,10796,12501,14190,19836,New confirmed cases by infection date,Likely decreasing,0.74
Pennsylvania,10230 (5585 -- 18331),10230,10876,4159,5585,8143,9513,11109,12694,18331,New confirmed cases by infection date,Likely decreasing,0.85
Georgia,9785 (5577 -- 16734),9785,10307,3782,5577,7748,8963,10517,12171,16734,New confirmed cases by infection date,Likely decreasing,0.88
Virginia,9573 (5511 -- 18946),9573,10575,4653,5511,7633,8822,10417,12315,18946,New confirmed cases by infection date,Likely decreasing,0.73
South Carolina,9399 (5104 -- 18488),9399,10383,4535,5104,7387,8540,10426,12287,18488,New confirmed cases by infection date,Likely decreasing,0.81
Ohio,8445 (4355 -- 16136),8445,9135,4005,4355,6440,7686,9246,10893,16136,New confirmed cases by infection date,Likely decreasing,0.92
Tennessee,6313 (3059 -- 14150),6313,7151,3743,3059,4651,5649,7120,8579,14150,New confirmed cases by infection date,Likely decreasing,0.79
Illinois,6145 (3368 -- 10836),6145,6552,2631,3368,4872,5622,6657,7637,10836,New confirmed cases by infection date,Likely decreasing,0.82
Massachusetts,5709 (2820 -- 11804),5709,6360,3144,2820,4369,5181,6394,7588,11804,New confirmed cases by infection date,Likely decreasing,0.93
Colorado,4955 (2830 -- 9752),4955,5539,2822,2830,3909,4527,5519,6503,9752,New confirmed cases by infection date,Stable,0.44
Louisiana,4932 (1894 -- 11606),4932,5613,3306,1894,3375,4233,5647,7021,11606,New confirmed cases by infection date,Likely decreasing,0.88
