region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,133559 (84021 -- 223812),133559,141079,45093,84021,109518,123487,144258,163025,223812,New confirmed cases by infection date,Unsure
Ohio,13152 (2158 -- 160331),13152,67990,488549,2158,5882,9773,18632,33364,160331,New confirmed cases by infection date,Unsure
Indiana,12510 (5314 -- 35761),12510,15880,13991,5314,8818,10881,14366,18288,35761,New confirmed cases by infection date,Likely increasing
Illinois,12081 (5690 -- 28334),12081,14016,8450,5690,8886,10791,13545,16494,28334,New confirmed cases by infection date,Likely increasing
Texas,11478 (4124 -- 71521),11478,28439,229035,4124,7434,9619,13773,19483,71521,New confirmed cases by infection date,Unsure
North Carolina,7270 (3062 -- 21183),7270,9096,6566,3062,5094,6335,8402,10775,21183,New confirmed cases by infection date,Unsure
Michigan,6941 (1057 -- 44606),6941,18589,175758,1057,3727,5481,8768,13713,44606,New confirmed cases by infection date,Unsure
Tennessee,5755 (2288 -- 17190),5755,7299,6052,2288,4041,5012,6654,8540,17190,New confirmed cases by infection date,Unsure
Florida,5570 (928 -- 20767),5570,14872,98987,928,2981,4454,6759,8757,20767,New confirmed cases by infection date,Unsure
Arkansas,5562 (2203 -- 54069),5562,15528,51251,2203,3734,4714,6747,10750,54069,New confirmed cases by infection date,Unsure
Missouri,5519 (730 -- 22679),5519,8143,11438,730,2986,4349,6762,9585,22679,New confirmed cases by infection date,Unsure
Montana,5176 (1282 -- 30833),5176,10295,21803,1282,2924,4208,6606,9828,30833,New confirmed cases by infection date,Likely increasing
Oklahoma,5140 (1973 -- 17454),5140,7505,22595,1973,3433,4398,6030,7958,17454,New confirmed cases by infection date,Unsure
New Mexico,5029 (1350 -- 22084),5029,8235,14889,1350,2973,4145,6210,8853,22084,New confirmed cases by infection date,Unsure
Wyoming,4972 (289 -- 135701),4972,74246,762726,289,1638,3308,8096,16043,135701,New confirmed cases by infection date,Unsure
Iowa,4777 (1420 -- 23069),4777,9300,40583,1420,3010,3923,5811,8305,23069,New confirmed cases by infection date,Unsure
Minnesota,4494 (1524 -- 16198),4494,6223,7593,1524,2928,3786,5317,7254,16198,New confirmed cases by infection date,Unsure
California,4274 (1806 -- 9865),4274,4891,3001,1806,3190,3799,4796,5783,9865,New confirmed cases by infection date,Likely decreasing
Pennsylvania,4100 (1019 -- 10172),4100,4886,6391,1019,2653,3497,4695,5783,10172,New confirmed cases by infection date,Unsure
Massachusetts,3673 (1613 -- 9673),3673,4491,3460,1613,2726,3276,4183,5336,9673,New confirmed cases by infection date,Unsure
Wisconsin,3526 (849 -- 11921),3526,5217,17286,849,2091,2943,4169,5739,11921,New confirmed cases by infection date,Unsure
New York,3424 (702 -- 17402),3424,8993,79910,702,2033,2855,4113,5828,17402,New confirmed cases by infection date,Unsure
South Dakota,3353 (832 -- 13612),3353,5710,15766,832,2051,2769,4009,5593,13612,New confirmed cases by infection date,Likely increasing
Arizona,3062 (641 -- 33339),3062,11658,61210,641,1479,2333,4294,7480,33339,New confirmed cases by infection date,Unsure
South Carolina,2829 (630 -- 9173),2829,3696,3516,630,1867,2411,3312,4421,9173,New confirmed cases by infection date,Unsure
Georgia,2757 (1103 -- 6905),2757,3390,3772,1103,2062,2484,3108,3722,6905,New confirmed cases by infection date,Likely decreasing
Idaho,2682 (463 -- 13895),2682,4445,6579,463,1553,2215,3301,4913,13895,New confirmed cases by infection date,Unsure
Alabama,2631 (490 -- 22884),2631,16708,210827,490,1390,2079,3401,5332,22884,New confirmed cases by infection date,Unsure
Kentucky,2433 (454 -- 8211),2433,3219,3121,454,1392,2030,2976,4026,8211,New confirmed cases by infection date,Unsure
North Dakota,2355 (639 -- 13859),2355,5048,17930,639,1398,1965,2856,4250,13859,New confirmed cases by infection date,Likely increasing
New Jersey,2145 (516 -- 7433),2145,2981,3364,516,1344,1775,2565,3488,7433,New confirmed cases by infection date,Unsure
Nebraska,2032 (565 -- 11482),2032,3867,10510,565,1218,1690,2494,3719,11482,New confirmed cases by infection date,Likely increasing
