Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,2631 (490 -- 22884),Unsure,1 (0.68 -- 1.7),0.013 (-0.093 -- 0.17),53 (4.2 -- -7.5)
Alaska,779 (101 -- 52440),Unsure,1.2 (0.84 -- 3.1),0.054 (-0.045 -- 0.48),13 (1.5 -- -15)
Arizona,3062 (641 -- 33339),Unsure,1.1 (0.78 -- 2),0.032 (-0.063 -- 0.24),22 (2.9 -- -11)
Arkansas,5562 (2203 -- 54069),Unsure,1.1 (0.86 -- 2),0.014 (-0.038 -- 0.25),48 (2.8 -- -18)
California,4274 (1806 -- 9865),Likely decreasing,0.93 (0.77 -- 1.1),-0.02 (-0.065 -- 0.027),-34 (25 -- -11)
Colorado,1958 (507 -- 6521),Likely increasing,1.1 (0.79 -- 1.3),0.018 (-0.061 -- 0.092),38 (7.5 -- -11)
Connecticut,1619 (470 -- 6692),Likely increasing,1.1 (0.81 -- 1.5),0.035 (-0.054 -- 0.12),20 (5.7 -- -13)
Delaware,859 (195 -- 6144),Likely increasing,1.1 (0.78 -- 1.6),0.024 (-0.061 -- 0.16),29 (4.4 -- -11)
District of Columbia,78 (4 -- 518),Unsure,0.96 (0.53 -- 1.4),-0.0098 (-0.14 -- 0.11),-71 (6.4 -- -4.9)
Florida,5570 (928 -- 20767),Unsure,0.92 (0.57 -- 1.3),-0.022 (-0.13 -- 0.077),-32 (9 -- -5.5)
Georgia,2757 (1103 -- 6905),Likely decreasing,0.95 (0.77 -- 1.1),-0.015 (-0.064 -- 0.03),-47 (23 -- -11)
Guam,117 (4 -- 979),Unsure,0.93 (0.4 -- 1.4),-0.02 (-0.19 -- 0.094),-35 (7.3 -- -3.7)
Hawaii,206 (6 -- 1123),Unsure,0.91 (0.37 -- 1.2),-0.025 (-0.19 -- 0.051),-27 (14 -- -3.6)
Idaho,2682 (463 -- 13895),Unsure,1.1 (0.68 -- 1.6),0.035 (-0.094 -- 0.14),20 (4.8 -- -7.4)
Illinois,12081 (5690 -- 28334),Likely increasing,1.1 (0.9 -- 1.2),0.019 (-0.028 -- 0.061),37 (11 -- -25)
Indiana,12510 (5314 -- 35761),Likely increasing,1.2 (0.97 -- 1.5),0.05 (-0.0091 -- 0.13),14 (5.2 -- -76)
Iowa,4777 (1420 -- 23069),Unsure,1.1 (0.82 -- 1.5),0.024 (-0.05 -- 0.14),29 (5 -- -14)
Kansas,1658 (133 -- 7310),Unsure,1 (0.55 -- 1.3),-0.00073 (-0.13 -- 0.07),-950 (9.9 -- -5.3)
Kentucky,2433 (454 -- 8211),Unsure,1 (0.62 -- 1.3),0.0049 (-0.11 -- 0.069),140 (10 -- -6.2)
Louisiana,1406 (406 -- 3460),Likely decreasing,0.96 (0.66 -- 1.1),-0.011 (-0.098 -- 0.034),-62 (20 -- -7.1)
Maine,32 (1 -- 692),Unsure,0.97 (0.52 -- 1.8),-0.0075 (-0.14 -- 0.21),-93 (3.3 -- -4.9)
Maryland,1570 (577 -- 5045),Unsure,1.1 (0.81 -- 1.3),0.015 (-0.054 -- 0.089),45 (7.8 -- -13)
Massachusetts,3673 (1613 -- 9673),Unsure,1 (0.82 -- 1.2),0.0076 (-0.051 -- 0.056),91 (12 -- -14)
Michigan,6941 (1057 -- 44606),Unsure,1.1 (0.63 -- 1.5),0.015 (-0.11 -- 0.12),46 (5.6 -- -6.3)
Minnesota,4494 (1524 -- 16198),Unsure,1.1 (0.84 -- 1.4),0.028 (-0.045 -- 0.11),25 (6.3 -- -15)
Mississippi,1903 (621 -- 10525),Unsure,1 (0.79 -- 1.4),0.0016 (-0.059 -- 0.11),430 (6.1 -- -12)
Missouri,5519 (730 -- 22679),Unsure,1 (0.63 -- 1.3),0.0038 (-0.11 -- 0.07),180 (9.9 -- -6.4)
Montana,5176 (1282 -- 30833),Likely increasing,1.2 (0.84 -- 1.7),0.056 (-0.044 -- 0.19),12 (3.7 -- -16)
Nebraska,2032 (565 -- 11482),Likely increasing,1.1 (0.8 -- 1.5),0.023 (-0.058 -- 0.12),30 (5.8 -- -12)
Nevada,671 (237 -- 2919),Likely decreasing,0.96 (0.78 -- 1.3),-0.01 (-0.062 -- 0.072),-69 (9.7 -- -11)
New Hampshire,60 (0 -- 1263),Unsure,0.79 (0.087 -- 1.6),-0.059 (-0.32 -- 0.15),-12 (4.6 -- -2.2)
New Jersey,2145 (516 -- 7433),Unsure,1.1 (0.71 -- 1.4),0.016 (-0.083 -- 0.093),42 (7.5 -- -8.4)
New Mexico,5029 (1350 -- 22084),Unsure,1.3 (0.95 -- 1.8),0.079 (-0.014 -- 0.21),8.8 (3.3 -- -49)
New York,3424 (702 -- 17402),Unsure,1 (0.72 -- 1.4),0.0072 (-0.08 -- 0.11),96 (6.4 -- -8.7)
North Carolina,7270 (3062 -- 21183),Unsure,1.1 (0.85 -- 1.3),0.017 (-0.043 -- 0.09),41 (7.7 -- -16)
North Dakota,2355 (639 -- 13859),Likely increasing,1.1 (0.76 -- 1.7),0.019 (-0.069 -- 0.19),37 (3.7 -- -10)
Ohio,13152 (2158 -- 160331),Unsure,1.3 (0.91 -- 2.4),0.08 (-0.026 -- 0.34),8.7 (2 -- -27)
Oklahoma,5140 (1973 -- 17454),Unsure,1.2 (0.94 -- 1.5),0.044 (-0.015 -- 0.14),16 (4.9 -- -45)
Oregon,1018 (225 -- 5096),Unsure,1 (0.73 -- 1.4),0.013 (-0.078 -- 0.11),54 (6.3 -- -8.8)
Pennsylvania,4100 (1019 -- 10172),Unsure,1 (0.74 -- 1.2),0.0061 (-0.073 -- 0.047),110 (15 -- -9.5)
Puerto Rico,859 (312 -- 5177),Unsure,1 (0.84 -- 1.6),-0.00041 (-0.046 -- 0.15),-1700 (4.6 -- -15)
Rhode Island,850 (76 -- 6035),Unsure,1 (0.57 -- 1.5),0.012 (-0.13 -- 0.12),56 (5.7 -- -5.4)
South Carolina,2829 (630 -- 9173),Unsure,1 (0.65 -- 1.3),-0.00045 (-0.1 -- 0.07),-1600 (9.9 -- -6.8)
South Dakota,3353 (832 -- 13612),Likely increasing,1.1 (0.85 -- 1.5),0.036 (-0.042 -- 0.12),19 (5.6 -- -17)
Tennessee,5755 (2288 -- 17190),Unsure,1 (0.83 -- 1.2),0.0063 (-0.047 -- 0.064),110 (11 -- -15)
Texas,11478 (4124 -- 71521),Unsure,0.99 (0.8 -- 1.5),-0.002 (-0.057 -- 0.13),-340 (5.4 -- -12)
US,133559 (84021 -- 223812),Unsure,1 (0.95 -- 1.2),0.011 (-0.015 -- 0.04),65 (17 -- -47)
Utah,803 (51 -- 9544),Unsure,1 (0.44 -- 1.9),0.003 (-0.17 -- 0.22),230 (3.1 -- -4)
Virgin Islands,0 (0 -- 49),Likely decreasing,0.67 (0.029 -- 1.9),-0.094 (-0.35 -- 0.21),-7.4 (3.3 -- -2)
Virginia,1097 (0 -- 6848),Unsure,0.84 (0.015 -- 1.2),-0.045 (-0.36 -- 0.056),-15 (12 -- -1.9)
Washington,1081 (135 -- 9184),Unsure,0.99 (0.55 -- 1.5),-0.0023 (-0.13 -- 0.14),-310 (5.1 -- -5.2)
West Virginia,989 (258 -- 7409),Unsure,1 (0.76 -- 1.6),0.0086 (-0.07 -- 0.16),81 (4.2 -- -9.9)
Wisconsin,3526 (849 -- 11921),Unsure,0.82 (0.49 -- 1.2),-0.051 (-0.15 -- 0.047),-14 (15 -- -4.5)
Wyoming,4972 (289 -- 135701),Unsure,1.5 (0.68 -- 2.8),0.12 (-0.093 -- 0.42),5.8 (1.7 -- -7.5)
