Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,9156 (6070 -- 15399),Likely increasing,1.1 (0.98 -- 1.2),0.017 (-0.0068 -- 0.054),40 (13 -- -100)
Alaska,2633 (1441 -- 4724),Unsure,0.99 (0.81 -- 1.1),-0.002 (-0.053 -- 0.034),-350 (20 -- -13)
Arizona,27039 (15517 -- 52486),Likely increasing,1.2 (1.1 -- 1.5),0.061 (0.022 -- 0.12),11 (5.7 -- 31)
Arkansas,8996 (5481 -- 14595),Likely increasing,1.1 (0.93 -- 1.2),0.019 (-0.019 -- 0.043),37 (16 -- -36)
California,72941 (49073 -- 111364),Unsure,1.2 (1.1 -- 1.4),0.059 (0.022 -- 0.098),12 (7.1 -- 31)
Colorado,33109 (14043 -- 55510),Likely increasing,1.2 (0.86 -- 1.4),0.041 (-0.038 -- 0.11),17 (6.5 -- -18)
Connecticut,16878 (8779 -- 32796),Increasing,1.2 (0.99 -- 1.3),0.046 (-0.0037 -- 0.09),15 (7.7 -- -190)
Delaware,2930 (1649 -- 5421),Likely increasing,1.2 (1 -- 1.3),0.049 (-0.0011 -- 0.091),14 (7.6 -- -610)
District of Columbia,1024 (594 -- 1823),Likely increasing,1.1 (0.98 -- 1.3),0.039 (-0.0042 -- 0.081),18 (8.5 -- -170)
Florida,39395 (24714 -- 63554),Unsure,1.1 (0.99 -- 1.3),0.032 (-0.0039 -- 0.069),22 (10 -- -180)
Georgia,15933 (6843 -- 36132),Unsure,1 (0.79 -- 1.4),0.01 (-0.06 -- 0.096),67 (7.2 -- -12)
Guam,382 (105 -- 964),Unsure,1 (0.69 -- 1.2),0.0034 (-0.089 -- 0.058),210 (12 -- -7.8)
Hawaii,501 (315 -- 904),Unsure,1.1 (0.93 -- 1.3),0.018 (-0.019 -- 0.084),39 (8.2 -- -36)
Idaho,6173 (4430 -- 8992),Increasing,1.1 (0.98 -- 1.1),0.018 (-0.006 -- 0.033),39 (21 -- -120)
Illinois,32473 (16294 -- 59150),Unsure,0.84 (0.62 -- 1),-0.044 (-0.11 -- 0.011),-16 (63 -- -6.1)
Indiana,22023 (12678 -- 35644),Unsure,0.96 (0.75 -- 1.1),-0.012 (-0.071 -- 0.034),-59 (20 -- -9.8)
Iowa,8400 (3827 -- 19293),Unsure,0.79 (0.54 -- 1.2),-0.06 (-0.14 -- 0.042),-12 (17 -- -5.1)
Kansas,27219 (9852 -- 92852),Unsure,1.2 (0.95 -- 1.6),0.059 (-0.014 -- 0.15),12 (4.5 -- -51)
Kentucky,14505 (10578 -- 21697),Increasing,1.1 (1 -- 1.2),0.032 (0.012 -- 0.06),22 (12 -- 56)
