Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,1288 (104 -- 15212),Likely decreasing,0.84 (0.45 -- 1.6),-0.046 (-0.17 -- 0.15),-15 (4.6 -- -4.1)
Alaska,73 (2 -- 907),Likely decreasing,0.92 (0.37 -- 1.5),-0.023 (-0.2 -- 0.12),-30 (5.7 -- -3.5)
Arizona,2014 (419 -- 8770),Likely decreasing,0.87 (0.62 -- 1.2),-0.035 (-0.11 -- 0.065),-20 (11 -- -6.1)
Arkansas,62 (0 -- 2607),Likely decreasing,0.29 (0.015 -- 1.1),-0.23 (-0.37 -- 0.032),-3.1 (22 -- -1.9)
California,17148 (1646 -- 52028),Likely decreasing,0.85 (0.42 -- 1),-0.041 (-0.18 -- 0.0041),-17 (170 -- -3.9)
Colorado,355 (131 -- 886),Likely decreasing,0.91 (0.73 -- 1.1),-0.026 (-0.078 -- 0.03),-27 (23 -- -8.8)
Connecticut,732 (176 -- 4300),Likely decreasing,0.91 (0.64 -- 1.3),-0.026 (-0.1 -- 0.075),-26 (9.3 -- -6.6)
Delaware,93 (0 -- 2236),Likely decreasing,0.6 (0.069 -- 1.5),-0.12 (-0.33 -- 0.13),-5.8 (5.5 -- -2.1)
District of Columbia,122 (13 -- 672),Likely decreasing,0.87 (0.51 -- 1.3),-0.036 (-0.15 -- 0.075),-19 (9.2 -- -4.7)
Florida,6468 (1864 -- 17992),Likely decreasing,0.85 (0.63 -- 1.1),-0.043 (-0.11 -- 0.015),-16 (45 -- -6.4)
Georgia,4725 (908 -- 30991),Likely decreasing,0.86 (0.56 -- 1.4),-0.038 (-0.13 -- 0.1),-18 (6.7 -- -5.4)
Guam,12 (0 -- 441),Likely decreasing,0.92 (0.18 -- 1.8),-0.022 (-0.27 -- 0.19),-32 (3.7 -- -2.6)
Hawaii,76 (1 -- 2061),Likely decreasing,0.88 (0.31 -- 1.7),-0.034 (-0.22 -- 0.18),-20 (3.8 -- -3.1)
Idaho,470 (88 -- 3532),Likely decreasing,0.95 (0.62 -- 1.4),-0.015 (-0.11 -- 0.1),-46 (6.9 -- -6.3)
Illinois,1658 (481 -- 3696),Likely decreasing,0.89 (0.66 -- 1),-0.031 (-0.097 -- 0.0049),-22 (140 -- -7.1)
Indiana,612 (101 -- 2090),Likely decreasing,0.82 (0.45 -- 1.1),-0.05 (-0.17 -- 0.032),-14 (22 -- -4.1)
Iowa,364 (8 -- 3364),Likely decreasing,0.79 (0.28 -- 1.3),-0.059 (-0.23 -- 0.071),-12 (9.8 -- -3)
Kansas,99 (0 -- 1586),Likely decreasing,0.72 (0.14 -- 1.4),-0.08 (-0.29 -- 0.096),-8.6 (7.2 -- -2.4)
Kentucky,464086 (44929 -- 8514820),Increasing,2.2 (1.2 -- 5),0.29 (0.051 -- 0.81),2.4 (0.85 -- 14)
Louisiana,2437 (817 -- 9438),Likely decreasing,0.95 (0.73 -- 1.2),-0.015 (-0.078 -- 0.062),-46 (11 -- -8.9)
Maine,69 (0 -- 553),Likely decreasing,0.81 (0.18 -- 1.2),-0.054 (-0.28 -- 0.041),-13 (17 -- -2.5)
Maryland,8698 (1886 -- 61544),Likely increasing,1.4 (0.94 -- 2.6),0.11 (-0.016 -- 0.38),6.3 (1.8 -- -43)
Massachusetts,3476 (1586 -- 7714),Likely decreasing,0.94 (0.8 -- 1.1),-0.017 (-0.056 -- 0.035),-40 (20 -- -12)
Michigan,2172 (680 -- 12668),Likely decreasing,0.95 (0.73 -- 1.4),-0.014 (-0.078 -- 0.11),-50 (6.4 -- -8.9)
Minnesota,212 (0 -- 3921),Likely decreasing,0.55 (0.051 -- 1.2),-0.14 (-0.34 -- 0.047),-5.1 (15 -- -2)
Mississippi,712 (2 -- 2417),Likely decreasing,0.88 (0.11 -- 1.1),-0.033 (-0.3 -- 0.021),-21 (33 -- -2.3)
Missouri,207 (1 -- 2182),Likely decreasing,0.67 (0.16 -- 1.1),-0.095 (-0.28 -- 0.032),-7.3 (22 -- -2.5)
Montana,456 (45 -- 14858),Stable,0.98 (0.5 -- 2.1),-0.0068 (-0.15 -- 0.27),-100 (2.5 -- -4.6)
Nebraska,127 (4 -- 713),Likely decreasing,0.87 (0.39 -- 1.2),-0.037 (-0.19 -- 0.047),-19 (15 -- -3.6)
Nevada,711 (200 -- 2493),Likely decreasing,0.89 (0.66 -- 1.2),-0.032 (-0.098 -- 0.049),-22 (14 -- -7.1)
New Hampshire,505 (87 -- 6682),Stable,1.1 (0.69 -- 2),0.022 (-0.089 -- 0.25),32 (2.7 -- -7.8)
New Jersey,4729 (1420 -- 11564),Likely decreasing,0.94 (0.72 -- 1.1),-0.017 (-0.079 -- 0.029),-41 (24 -- -8.7)
New Mexico,337 (33 -- 1077),Likely decreasing,0.83 (0.45 -- 1.1),-0.048 (-0.17 -- 0.017),-14 (40 -- -4.1)
New York,9064 (4578 -- 15946),Likely decreasing,0.92 (0.79 -- 1),-0.022 (-0.06 -- 0.011),-31 (61 -- -12)
North Carolina,2307 (304 -- 13335),Likely decreasing,0.84 (0.51 -- 1.1),-0.046 (-0.15 -- 0.032),-15 (22 -- -4.7)
North Dakota,69 (2 -- 871),Likely decreasing,0.91 (0.35 -- 1.5),-0.026 (-0.2 -- 0.13),-27 (5.3 -- -3.4)
Ohio,15203600 (326704 -- 169975000),Likely increasing,4.6 (1 -- 8.8),0.77 (0.0047 -- 1.4),0.89 (0.49 -- 150)
Oklahoma,31 (0 -- 1461),Likely decreasing,0.5 (0.05 -- 1.1),-0.15 (-0.34 -- 0.036),-4.5 (19 -- -2)
Oregon,597 (61 -- 2794),Likely decreasing,0.92 (0.52 -- 1.2),-0.024 (-0.14 -- 0.052),-29 (13 -- -4.8)
Pennsylvania,3655 (1394 -- 12834),Likely decreasing,0.9 (0.73 -- 1.2),-0.028 (-0.08 -- 0.045),-25 (15 -- -8.7)
