region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Ohio,15203600 (326704 -- 169975000),15203600,43063500,84839200,326704,3625710,8673150,24472500,50586500,169975000,New confirmed cases by infection date,Likely increasing,0.05
Kentucky,464086 (44929 -- 8514820),464086,2121290,6431770,44929,163800,316485,689035,1367140,8514820,New confirmed cases by infection date,Increasing,0.017
US,97200 (41754 -- 175992),97200,103352,50928,41754,72903,87828,107569,125806,175992,New confirmed cases by infection date,Likely decreasing,0.92
California,17148 (1646 -- 52028),17148,20861,16636,1646,8509,13575,21572,29673,52028,New confirmed cases by infection date,Likely decreasing,0.94
Texas,11273 (751 -- 49691),11273,19656,67163,751,4137,8116,14486,20940,49691,New confirmed cases by infection date,Likely decreasing,0.83
New York,9064 (4578 -- 15946),9064,9502,3564,4578,7072,8270,9932,11399,15946,New confirmed cases by infection date,Likely decreasing,0.89
Maryland,8698 (1886 -- 61544),8698,18754,36563,1886,4545,6712,11446,19410,61544,New confirmed cases by infection date,Likely increasing,0.088
Florida,6468 (1864 -- 17992),6468,7837,6426,1864,4235,5460,7519,9516,17992,New confirmed cases by infection date,Likely decreasing,0.91
New Jersey,4729 (1420 -- 11564),4729,5336,3568,1420,3122,4103,5361,6563,11564,New confirmed cases by infection date,Likely decreasing,0.84
Georgia,4725 (908 -- 30991),4725,11211,44016,908,2554,3765,6107,9222,30991,New confirmed cases by infection date,Likely decreasing,0.76
West Virginia,4614 (257 -- 47174),4614,19363,253983,257,1844,3229,6412,11729,47174,New confirmed cases by infection date,Likely increasing,0.35
Pennsylvania,3655 (1394 -- 12834),3655,5164,7107,1394,2490,3170,4216,5687,12834,New confirmed cases by infection date,Likely decreasing,0.82
Massachusetts,3476 (1586 -- 7714),3476,4128,7585,1586,2623,3137,3810,4603,7714,New confirmed cases by infection date,Likely decreasing,0.82
Louisiana,2437 (817 -- 9438),2437,3764,6733,817,1643,2104,2916,3986,9438,New confirmed cases by infection date,Likely decreasing,0.71
North Carolina,2307 (304 -- 13335),2307,4542,13139,304,1077,1706,2967,4635,13335,New confirmed cases by infection date,Likely decreasing,0.9
Michigan,2172 (680 -- 12668),2172,5583,34696,680,1350,1770,2635,3861,12668,New confirmed cases by infection date,Likely decreasing,0.65
