Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,6882 (4241 -- 11119),Unsure,1 (0.9 -- 1.2),0.013 (-0.027 -- 0.046),55 (15 -- -25)
Alaska,2489 (1567 -- 4052),Likely increasing,1.1 (0.96 -- 1.2),0.031 (-0.01 -- 0.062),22 (11 -- -66)
Arizona,8018 (4415 -- 14448),Unsure,1.1 (0.91 -- 1.3),0.03 (-0.024 -- 0.074),23 (9.3 -- -29)
Arkansas,5348 (3767 -- 8667),Increasing,1 (1 -- 1.2),0.014 (0.00088 -- 0.05),51 (14 -- 790)
California,29056 (19731 -- 46605),Unsure,1.1 (1 -- 1.3),0.037 (0.0054 -- 0.079),19 (8.8 -- 130)
Colorado,22114 (12638 -- 41293),Increasing,1.2 (1 -- 1.4),0.058 (0.011 -- 0.11),12 (6.4 -- 65)
Connecticut,8658 (4669 -- 18422),Increasing,1.2 (0.99 -- 1.4),0.047 (-0.0022 -- 0.1),15 (6.7 -- -310)
Delaware,1111 (622 -- 2527),Likely increasing,1.1 (0.98 -- 1.4),0.029 (-0.006 -- 0.11),24 (6.3 -- -120)
District of Columbia,501 (297 -- 966),Unsure,1.1 (0.97 -- 1.3),0.028 (-0.0095 -- 0.081),25 (8.5 -- -73)
Florida,27742 (18119 -- 46368),Unsure,1.1 (1 -- 1.3),0.032 (9.7e-05 -- 0.069),22 (10 -- 7100)
Georgia,23588 (9182 -- 53756),Unsure,1.2 (0.82 -- 1.5),0.049 (-0.048 -- 0.12),14 (5.8 -- -14)
Guam,617 (232 -- 3726),Unsure,1.1 (0.85 -- 2.1),0.036 (-0.041 -- 0.27),19 (2.6 -- -17)
Hawaii,587 (352 -- 1149),Unsure,1.1 (0.96 -- 1.4),0.031 (-0.011 -- 0.1),22 (6.6 -- -65)
Idaho,6588 (3933 -- 12726),Likely increasing,1.2 (1 -- 1.6),0.049 (0.0012 -- 0.14),14 (4.9 -- 590)
Illinois,64649 (43781 -- 101427),Unsure,1.2 (1.1 -- 1.4),0.062 (0.032 -- 0.11),11 (6.5 -- 22)
Indiana,27939 (17749 -- 46302),Unsure,1.2 (1.1 -- 1.4),0.05 (0.015 -- 0.094),14 (7.4 -- 46)
Iowa,63199 (30296 -- 162447),Likely increasing,1.6 (1.2 -- 2.3),0.15 (0.067 -- 0.32),4.7 (2.2 -- 10)
Kansas,8710 (3825 -- 24243),Unsure,1.1 (0.93 -- 1.5),0.04 (-0.02 -- 0.13),17 (5.3 -- -35)
Kentucky,9454 (5914 -- 16396),Likely increasing,1.1 (0.97 -- 1.2),0.025 (-0.008 -- 0.066),28 (11 -- -86)
Louisiana,3364 (2057 -- 6240),Unsure,1 (0.92 -- 1.2),0.0068 (-0.023 -- 0.048),100 (14 -- -30)
Maine,1476 (694 -- 3387),Likely increasing,1.4 (1.1 -- 1.8),0.1 (0.019 -- 0.2),6.8 (3.6 -- 36)
Maryland,7090 (4758 -- 11031),Unsure,1.2 (1.1 -- 1.4),0.05 (0.02 -- 0.095),14 (7.3 -- 35)
Massachusetts,8836 (5673 -- 14527),Likely increasing,1.1 (1 -- 1.3),0.039 (0.0047 -- 0.08),18 (8.7 -- 150)
Michigan,38662 (21326 -- 74672),Likely increasing,1.2 (1 -- 1.4),0.057 (0.011 -- 0.11),12 (6.4 -- 61)
Minnesota,33501 (16370 -- 61859),Likely increasing,1.2 (0.89 -- 1.5),0.066 (-0.03 -- 0.13),10 (5.3 -- -23)
Mississippi,4208 (2378 -- 9548),Unsure,1 (0.89 -- 1.4),0.012 (-0.031 -- 0.11),60 (6.3 -- -22)
Missouri,19268 (10723 -- 41670),Likely increasing,1.1 (1 -- 1.4),0.037 (7e-04 -- 0.1),19 (6.8 -- 1000)
Montana,3547 (1700 -- 6929),Unsure,0.96 (0.71 -- 1.1),-0.012 (-0.083 -- 0.038),-57 (18 -- -8.4)
Nebraska,10083 (6254 -- 19601),Increasing,1.2 (1.1 -- 1.4),0.043 (0.02 -- 0.11),16 (6.4 -- 35)
Nevada,6453 (3807 -- 11831),Unsure,1.2 (0.97 -- 1.4),0.044 (-0.0085 -- 0.11),16 (6.3 -- -81)
New Hampshire,1045 (658 -- 1971),Increasing,1.1 (1 -- 1.3),0.034 (0.011 -- 0.083),20 (8.3 -- 65)
New Jersey,11601 (7876 -- 17589),Increasing,1.1 (1.1 -- 1.3),0.04 (0.017 -- 0.067),17 (10 -- 42)
New Mexico,8579 (4684 -- 18306),Likely increasing,1.2 (1 -- 1.6),0.06 (0.0055 -- 0.16),12 (4.3 -- 130)
New York,25598 (16059 -- 48156),Likely increasing,1.4 (1.2 -- 1.8),0.098 (0.043 -- 0.2),7.1 (3.4 -- 16)
North Carolina,9884 (5981 -- 17305),Unsure,1 (0.86 -- 1.1),0.0032 (-0.038 -- 0.04),220 (17 -- -18)
North Dakota,8759 (5838 -- 15782),Increasing,1.1 (1.1 -- 1.2),0.034 (0.014 -- 0.058),20 (12 -- 48)
Northern Mariana Islands,3 (0 -- 15),Unsure,1 (0.72 -- 1.3),0.01 (-0.08 -- 0.089),69 (7.8 -- -8.7)
Ohio,33510 (22245 -- 51987),Likely increasing,1.3 (1.1 -- 1.4),0.068 (0.028 -- 0.12),10 (6 -- 25)
Oklahoma,43533 (18003 -- 119699),Likely increasing,1.9 (1.3 -- 2.8),0.21 (0.092 -- 0.42),3.2 (1.7 -- 7.6)
Oregon,5609 (3452 -- 9487),Likely increasing,1.3 (1.1 -- 1.5),0.071 (0.028 -- 0.13),9.7 (5.4 -- 24)
Pennsylvania,19766 (13058 -- 32595),Increasing,1.2 (1.1 -- 1.4),0.048 (0.025 -- 0.093),14 (7.5 -- 27)
Puerto Rico,1944 (1010 -- 4520),Likely increasing,1 (0.88 -- 1.2),0.011 (-0.033 -- 0.065),66 (11 -- -21)
Rhode Island,4024 (2298 -- 7534),Increasing,1.1 (0.99 -- 1.3),0.039 (-0.0042 -- 0.082),18 (8.4 -- -170)
South Carolina,4631 (3088 -- 7928),Unsure,1 (0.95 -- 1.1),0.004 (-0.014 -- 0.03),170 (23 -- -49)
South Dakota,7332 (4174 -- 13348),Increasing,1.1 (0.94 -- 1.2),0.027 (-0.015 -- 0.059),26 (12 -- -45)
Tennessee,15822 (9612 -- 30992),Likely increasing,1.1 (0.98 -- 1.3),0.024 (-0.0056 -- 0.078),29 (8.9 -- -120)
Texas,50661 (17158 -- 110654),Unsure,1.1 (0.69 -- 1.3),0.022 (-0.089 -- 0.084),31 (8.2 -- -7.8)
US,651293 (475599 -- 921625),Likely increasing,1.2 (1.1 -- 1.3),0.043 (0.018 -- 0.07),16 (9.9 -- 38)
Utah,16927 (10026 -- 29760),Likely increasing,1.2 (1 -- 1.5),0.062 (0.0027 -- 0.14),11 (5.1 -- 260)
Vermont,154 (67 -- 345),Unsure,1.1 (0.85 -- 1.4),0.032 (-0.043 -- 0.11),21 (6.6 -- -16)
Virgin Islands,35 (5 -- 279),Unsure,1.2 (0.63 -- 2.2),0.064 (-0.11 -- 0.29),11 (2.4 -- -6.5)
Virginia,7024 (4798 -- 10978),Unsure,1.1 (0.98 -- 1.3),0.023 (-0.005 -- 0.066),30 (10 -- -140)
Washington,10177 (5551 -- 21461),Likely increasing,1.3 (1.1 -- 1.6),0.072 (0.025 -- 0.16),9.6 (4.4 -- 28)
West Virginia,3230 (1995 -- 5637),Likely increasing,1.2 (1 -- 1.4),0.044 (-0.00022 -- 0.093),16 (7.4 -- -3100)
Wisconsin,30447 (15531 -- 54102),Likely increasing,1.1 (0.89 -- 1.2),0.021 (-0.032 -- 0.05),33 (14 -- -22)
Wyoming,3203 (1724 -- 7121),Likely increasing,1.2 (0.95 -- 1.5),0.045 (-0.013 -- 0.13),15 (5.2 -- -51)
